Symbol,ShareName,Ticker,Isin,Currency,AsOf,NAV,AUM,GrossUnderlying,Liabilities,SharesOutstanding,Leverage,ArrangerFee,YTD%,Underlying
HNX3.L,3x SK Hynix,HNX3,XS3388190996,USD,02 Jul 2026,8.24,15455379.0,47542269.0,15455379.0,1873500.0,3.0,1.50%,-21.78,KRX futures
