Symbol,Exchange,Underlying,Leverage,Currency,ISIN,Name,Date,Open,High,Low,Close,Volume,Turnover,NAV,FX_Pair,FX_Rate,Open_KRW,High_KRW,Low_KRW,Close_KRW,NAV_KRW
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-05,23940.0,25920.0,23110.0,23585.0,56211204,1366146068479.0,23286.93,-,1.0,23940.0,25920.0,23110.0,23585.0,23286.93
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-08,18625.0,21695.0,18625.0,18705.0,51236678,1036496931309.0,18408.83,-,1.0,18625.0,21695.0,18625.0,18705.0,18408.83
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-09,20505.0,22245.0,19280.0,22185.0,50310875,1040574076185.0,21912.11,-,1.0,20505.0,22245.0,19280.0,22185.0,21912.11
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-10,20465.0,21065.0,18420.0,19305.0,44995296,884331863372.0,19546.74,-,1.0,20465.0,21065.0,18420.0,19305.0,19546.74
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-11,18010.0,19810.0,17475.0,18725.0,48834826,911802026615.0,18823.37,-,1.0,18010.0,19810.0,17475.0,18725.0,18823.37
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-12,22215.0,23935.0,21550.0,21785.0,65001810,1497357613444.0,21732.71,-,1.0,22215.0,23935.0,21550.0,21785.0,21732.71
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-15,24305.0,24310.0,23400.0,23675.0,35162872,838874094798.0,23758.06,-,1.0,24305.0,24310.0,23400.0,23675.0,23758.06
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-16,24535.0,24860.0,23195.0,24510.0,49246599,1189794757326.0,24559.94,-,1.0,24535.0,24860.0,23195.0,24510.0,24559.94
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-17,22960.0,25265.0,22920.0,25160.0,43304738,1034277761306.0,25256.36,-,1.0,22960.0,25265.0,22920.0,25160.0,25256.36
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-18,25030.0,27550.0,24910.0,27550.0,64356584,1667650499783.0,27350.59,-,1.0,25030.0,27550.0,24910.0,27550.0,27350.59
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-19,29035.0,29300.0,25040.0,26195.0,82641304,2266203318279.0,25942.16,-,1.0,29035.0,29300.0,25040.0,26195.0,25942.16
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-22,24940.0,27540.0,24425.0,26135.0,60804238,1593748755133.0,26066.99,-,1.0,24940.0,27540.0,24425.0,26135.0,26066.99
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-23,25485.0,26015.0,19555.0,19750.0,70097288,1649989747433.0,19614.46,-,1.0,25485.0,26015.0,19555.0,19750.0,19614.46
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-24,20640.0,23575.0,20485.0,23405.0,85544142,1896708704956.0,23610.14,-,1.0,20640.0,23575.0,20485.0,23405.0,23610.14
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-25,26100.0,26650.0,25215.0,26015.0,59483661,1548142977179.0,26165.03,-,1.0,26100.0,26650.0,25215.0,26015.0,26165.03
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-26,25560.0,25780.0,20635.0,23045.0,57679046,1317007755862.0,23466.82,-,1.0,25560.0,25780.0,20635.0,23045.0,23466.82
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-29,22100.0,22300.0,20000.0,21145.0,50419664,1058516480573.0,20965.82,-,1.0,22100.0,22300.0,20000.0,21145.0,20965.82
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-06-30,21265.0,23655.0,20780.0,22590.0,47579584,1062864573275.0,22468.99,-,1.0,21265.0,23655.0,20780.0,22590.0,22468.99
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-07-01,22700.0,23200.0,19300.0,19985.0,38494587,792888758669.0,19761.48,-,1.0,22700.0,23200.0,19300.0,19985.0,19761.48
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-07-02,17070.0,18360.0,15525.0,16200.0,50085063,854424870722.0,15999.0,-,1.0,17070.0,18360.0,15525.0,16200.0,15999.0
0195R0.KS,KRX,Samsung Electronics,2x,KRW,KR70195R0008,TIGER 삼성전자단일종목레버리지,2026-07-03,16540.0,19165.0,15900.0,18805.0,55710601,985386650800.0,18646.47,-,1.0,16540.0,19165.0,15900.0,18805.0,18646.47
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-05-27,24650.0,26930.0,22925.0,23695.0,84336069,2070912474066.0,23693.59,-,1.0,24650.0,26930.0,22925.0,23695.0,23693.59
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-05-28,22735.0,25115.0,21735.0,24735.0,81633725,1911296159280.0,24820.14,-,1.0,22735.0,25115.0,21735.0,24735.0,24820.14
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-05-29,26150.0,26770.0,24770.0,25370.0,64929349,1664485609642.0,25707.5,-,1.0,26150.0,26770.0,24770.0,25370.0,25707.5
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-01,25000.0,27195.0,24850.0,26535.0,63765220,1666776798991.0,26087.9,-,1.0,25000.0,27195.0,24850.0,26535.0,26087.9
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-02,26555.0,27275.0,23900.0,26015.0,64729250,1643097448926.0,25792.39,-,1.0,26555.0,27275.0,23900.0,26015.0,25792.39
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-04,24425.0,25370.0,23980.0,24765.0,29954645,738369939627.0,24484.69,-,1.0,24425.0,25370.0,23980.0,24765.0,24484.69
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-05,21530.0,22410.0,19785.0,19785.0,60896331,1271278070969.0,18786.72,-,1.0,21530.0,22410.0,19785.0,19785.0,18786.72
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-08,15665.0,19695.0,15600.0,16475.0,75409051,1363270812123.0,16158.43,-,1.0,15665.0,19695.0,15600.0,16475.0,16158.43
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-09,19010.0,22080.0,18090.0,22065.0,73044787,1457111119196.0,22031.7,-,1.0,19010.0,22080.0,18090.0,22065.0,22031.7
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-10,20450.0,21220.0,17415.0,18500.0,70041586,1345763153403.0,18712.58,-,1.0,20450.0,21220.0,17415.0,18500.0,18712.58
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-11,17380.0,20575.0,16885.0,19540.0,88467368,1686939130981.0,19516.11,-,1.0,17380.0,20575.0,16885.0,19540.0,19516.11
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-12,23155.0,23195.0,20335.0,20335.0,65041391,1457419720554.0,20132.75,-,1.0,23155.0,23195.0,20335.0,20335.0,20132.75
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-15,22780.0,23650.0,22500.0,22950.0,46275417,1069942902829.0,22855.15,-,1.0,22780.0,23650.0,22500.0,22950.0,22855.15
0195S0.KS,KRX,SK Hynix,2x,KRW,KR70195S0007,TIGER SK하이닉스단일종목레버리지,2026-06-16,24800.0,25120.0,22950.0,24775.0,58201675,1414124092448.0,24926.66,-,1.0,24800.0,25120.0,22950.0,24775.0,24926.66
