Symbol,Product,Underlying,Leverage,CounterCcy,NAV,OutstandingUnits,TotalNAV,TotalNAV_USD,Source,AsOf,ISIN,MgmtFee,CSOP_URL
9747.HK,CSOP Samsung 2x,Samsung Electronics,2x,USD,17.75,177500000.0,3150625000.0,3150625000.0,ice,06 Jul 2026 01:34 PM,,,https://www.csopasset.com/en/products/hk-smsn-2l
