Date,국가명,ISIN,종목명,보관잔고금액,종목구분
2026-05-26,홍콩,HK0001121349,XL2CSOPSMSN,126583996,삼성 2x (7747/9747)
2026-05-27,홍콩,HK0001205258,XL2CSOPHYNIX,310383694,SK하이닉스 2x (7709)
2026-05-27,홍콩,HK0001121349,XL2CSOPSMSN,132741591,삼성 2x (7747/9747)
2026-05-28,홍콩,HK0001205258,XL2CSOPHYNIX,311663888,SK하이닉스 2x (7709)
2026-05-28,홍콩,HK0001121349,XL2CSOPSMSN,123895331,삼성 2x (7747/9747)
2026-05-29,홍콩,HK0001205258,XL2CSOPHYNIX,286983921,SK하이닉스 2x (7709)
2026-05-29,홍콩,HK0001121349,XL2CSOPSMSN,123168384,삼성 2x (7747/9747)
2026-06-01,홍콩,HK0001205258,XL2CSOPHYNIX,294192736,SK하이닉스 2x (7709)
2026-06-01,홍콩,HK0001121349,XL2CSOPSMSN,145115674,삼성 2x (7747/9747)
2026-06-02,홍콩,HK0001205258,XL2CSOPHYNIX,243525301,SK하이닉스 2x (7709)
2026-06-02,홍콩,HK0001121349,XL2CSOPSMSN,190788975,삼성 2x (7747/9747)
2026-06-03,홍콩,HK0001205258,XL2CSOPHYNIX,258183448,SK하이닉스 2x (7709)
2026-06-03,홍콩,HK0001121349,XL2CSOPSMSN,172310745,삼성 2x (7747/9747)
2026-06-04,홍콩,HK0001205258,XL2CSOPHYNIX,236380731,SK하이닉스 2x (7709)
2026-06-04,홍콩,HK0001121349,XL2CSOPSMSN,149978301,삼성 2x (7747/9747)
2026-06-05,홍콩,HK0001205258,XL2CSOPHYNIX,189357649,SK하이닉스 2x (7709)
2026-06-05,홍콩,HK0001121349,XL2CSOPSMSN,130500005,삼성 2x (7747/9747)
2026-06-08,홍콩,HK0001205258,XL2CSOPHYNIX,183507093,SK하이닉스 2x (7709)
2026-06-08,홍콩,HK0001121349,XL2CSOPSMSN,93316880,삼성 2x (7747/9747)
2026-06-09,홍콩,HK0001205258,XL2CSOPHYNIX,207817607,SK하이닉스 2x (7709)
2026-06-09,홍콩,HK0001121349,XL2CSOPSMSN,100387462,삼성 2x (7747/9747)
2026-06-10,홍콩,HK0001205258,XL2CSOPHYNIX,167667592,SK하이닉스 2x (7709)
2026-06-10,홍콩,HK0001121349,XL2CSOPSMSN,86228460,삼성 2x (7747/9747)
2026-06-11,홍콩,HK0001205258,XL2CSOPHYNIX,180441957,SK하이닉스 2x (7709)
2026-06-11,홍콩,HK0001121349,XL2CSOPSMSN,85482344,삼성 2x (7747/9747)
2026-06-12,홍콩,HK0001205258,XL2CSOPHYNIX,181886630,SK하이닉스 2x (7709)
2026-06-12,홍콩,HK0001121349,XL2CSOPSMSN,96610261,삼성 2x (7747/9747)
2026-06-15,홍콩,HK0001205258,XL2CSOPHYNIX,205124121,SK하이닉스 2x (7709)
2026-06-15,홍콩,HK0001121349,XL2CSOPSMSN,107551753,삼성 2x (7747/9747)
2026-06-16,홍콩,HK0001205258,XL2CSOPHYNIX,217433593,SK하이닉스 2x (7709)
2026-06-16,홍콩,HK0001121349,XL2CSOPSMSN,108287012,삼성 2x (7747/9747)
2026-06-17,홍콩,HK0001205258,XL2CSOPHYNIX,244399854,SK하이닉스 2x (7709)
2026-06-17,홍콩,HK0001121349,XL2CSOPSMSN,109987016,삼성 2x (7747/9747)
2026-06-18,홍콩,HK0001205258,XL2CSOPHYNIX,279678706,SK하이닉스 2x (7709)
2026-06-18,홍콩,HK0001121349,XL2CSOPSMSN,116482749,삼성 2x (7747/9747)
2026-06-19,홍콩,HK0001205258,XL2CSOPHYNIX,279617113,SK하이닉스 2x (7709)
2026-06-19,홍콩,HK0001121349,XL2CSOPSMSN,116457096,삼성 2x (7747/9747)
2026-06-22,홍콩,HK0001205258,XL2CSOPHYNIX,322817178,SK하이닉스 2x (7709)
2026-06-22,홍콩,HK0001121349,XL2CSOPSMSN,111279540,삼성 2x (7747/9747)
2026-06-23,홍콩,HK0001205258,XL2CSOPHYNIX,245015482,SK하이닉스 2x (7709)
2026-06-23,홍콩,HK0001121349,XL2CSOPSMSN,81865830,삼성 2x (7747/9747)
2026-06-24,홍콩,HK0001205258,XL2CSOPHYNIX,261998513,SK하이닉스 2x (7709)
2026-06-24,홍콩,HK0001121349,XL2CSOPSMSN,94235129,삼성 2x (7747/9747)
2026-06-25,홍콩,HK0001205258,XL2CSOPHYNIX,300450675,SK하이닉스 2x (7709)
2026-06-25,홍콩,HK0001121349,XL2CSOPSMSN,103527904,삼성 2x (7747/9747)
2026-06-26,홍콩,HK0001205258,XL2CSOPHYNIX,255308574,SK하이닉스 2x (7709)
2026-06-26,홍콩,HK0001121349,XL2CSOPSMSN,95930815,삼성 2x (7747/9747)
2026-06-29,홍콩,HK0001205258,XL2CSOPHYNIX,239409240,SK하이닉스 2x (7709)
2026-06-29,홍콩,HK0001121349,XL2CSOPSMSN,83848108,삼성 2x (7747/9747)
2026-06-30,홍콩,HK0001205258,XL2CSOPHYNIX,212895728,SK하이닉스 2x (7709)
2026-06-30,홍콩,HK0001121349,XL2CSOPSMSN,90784785,삼성 2x (7747/9747)
2026-07-01,홍콩,HK0001205258,XL2CSOPHYNIX,212841811,SK하이닉스 2x (7709)
2026-07-01,홍콩,HK0001121349,XL2CSOPSMSN,90761793,삼성 2x (7747/9747)
2026-07-02,홍콩,HK0001205258,XL2CSOPHYNIX,157743439,SK하이닉스 2x (7709)
2026-07-02,홍콩,HK0001121349,XL2CSOPSMSN,62243522,삼성 2x (7747/9747)
