Date,국가명,ISIN,종목명,매수대금,매도대금,매수매도대금,순매수대금,종목구분
2026-02-24,홍콩,HK0001205258,XL2CSOPHYNIX,1891269,3271547,5162815,-1380278,SK하이닉스 2x (7709)
2026-02-24,홍콩,HK0001121349,XL2CSOPSMSN,1408963,1147130,2556093,261832,삼성 2x (7747/9747)
2026-02-25,홍콩,HK0001205258,XL2CSOPHYNIX,2087386,1944075,4031461,143311,SK하이닉스 2x (7709)
2026-02-25,홍콩,HK0001121349,XL2CSOPSMSN,2454132,1153638,3607769,1300494,삼성 2x (7747/9747)
2026-02-26,홍콩,HK0001205258,XL2CSOPHYNIX,1046433,921514,1967947,124919,SK하이닉스 2x (7709)
2026-02-26,홍콩,HK0001121349,XL2CSOPSMSN,1250862,699726,1950588,551135,삼성 2x (7747/9747)
2026-02-27,홍콩,HK0001205258,XL2CSOPHYNIX,4946782,2667865,7614648,2278917,SK하이닉스 2x (7709)
2026-02-27,홍콩,HK0001121349,XL2CSOPSMSN,3587655,555491,4143145,3032164,삼성 2x (7747/9747)
2026-03-02,홍콩,HK0001205258,XL2CSOPHYNIX,3147928,2347634,5495562,800294,SK하이닉스 2x (7709)
2026-03-02,홍콩,HK0001121349,XL2CSOPSMSN,2141728,1103586,3245314,1038142,삼성 2x (7747/9747)
2026-03-03,홍콩,HK0001205258,XL2CSOPHYNIX,5725686,3192699,8918385,2532987,SK하이닉스 2x (7709)
2026-03-03,홍콩,HK0001121349,XL2CSOPSMSN,3803142,2007469,5810611,1795673,삼성 2x (7747/9747)
2026-03-04,홍콩,HK0001121349,XL2CSOPSMSN,896899,6570689,7467587,-5673790,삼성 2x (7747/9747)
2026-03-04,홍콩,HK0001205258,XL2CSOPHYNIX,996256,6152608,7148864,-5156352,SK하이닉스 2x (7709)
2026-03-05,홍콩,HK0001205258,XL2CSOPHYNIX,3535893,4717461,8253354,-1181568,SK하이닉스 2x (7709)
2026-03-05,홍콩,HK0001121349,XL2CSOPSMSN,3744976,3753307,7498283,-8330,삼성 2x (7747/9747)
2026-03-06,홍콩,HK0001205258,XL2CSOPHYNIX,5159278,3674803,8834081,1484475,SK하이닉스 2x (7709)
2026-03-06,홍콩,HK0001121349,XL2CSOPSMSN,4376359,4377783,8754142,-1424,삼성 2x (7747/9747)
2026-03-09,홍콩,HK0001205258,XL2CSOPHYNIX,6559197,3758485,10317682,2800712,SK하이닉스 2x (7709)
2026-03-09,홍콩,HK0001121349,XL2CSOPSMSN,3347141,2138315,5485456,1208826,삼성 2x (7747/9747)
2026-03-10,홍콩,HK0001121349,XL2CSOPSMSN,3700459,2554534,6254993,1145925,삼성 2x (7747/9747)
2026-03-10,홍콩,HK0001205258,XL2CSOPHYNIX,2278179,3145853,5424032,-867673,SK하이닉스 2x (7709)
2026-03-11,홍콩,HK0001205258,XL2CSOPHYNIX,2951626,6234123,9185749,-3282496,SK하이닉스 2x (7709)
2026-03-11,홍콩,HK0001121349,XL2CSOPSMSN,1305332,3174178,4479510,-1868846,삼성 2x (7747/9747)
2026-03-12,홍콩,HK0001205258,XL2CSOPHYNIX,2211213,1817430,4028644,393783,SK하이닉스 2x (7709)
2026-03-12,홍콩,HK0001121349,XL2CSOPSMSN,1125921,1384161,2510082,-258240,삼성 2x (7747/9747)
2026-03-13,홍콩,HK0001205258,XL2CSOPHYNIX,3263131,1827610,5090741,1435521,SK하이닉스 2x (7709)
2026-03-13,홍콩,HK0001121349,XL2CSOPSMSN,1009091,788147,1797238,220944,삼성 2x (7747/9747)
2026-03-16,홍콩,HK0001205258,XL2CSOPHYNIX,1704741,2598428,4303170,-893687,SK하이닉스 2x (7709)
2026-03-16,홍콩,HK0001121349,XL2CSOPSMSN,437589,508409,945998,-70820,삼성 2x (7747/9747)
2026-03-17,홍콩,HK0001205258,XL2CSOPHYNIX,1184062,661688,1845751,522374,SK하이닉스 2x (7709)
2026-03-17,홍콩,HK0001121349,XL2CSOPSMSN,939024,527379,1466403,411645,삼성 2x (7747/9747)
2026-03-18,홍콩,HK0001205258,XL2CSOPHYNIX,2097107,1571166,3668273,525940,SK하이닉스 2x (7709)
2026-03-18,홍콩,HK0001121349,XL2CSOPSMSN,510120,295847,805967,214272,삼성 2x (7747/9747)
2026-03-19,홍콩,HK0001205258,XL2CSOPHYNIX,3544780,1013639,4558419,2531141,SK하이닉스 2x (7709)
2026-03-19,홍콩,HK0001121349,XL2CSOPSMSN,2343715,1455713,3799428,888002,삼성 2x (7747/9747)
2026-03-20,홍콩,HK0001121349,XL2CSOPSMSN,2170983,2374823,4545806,-203840,삼성 2x (7747/9747)
2026-03-20,홍콩,HK0001205258,XL2CSOPHYNIX,2179418,2006638,4186055,172780,SK하이닉스 2x (7709)
2026-03-23,홍콩,HK0001205258,XL2CSOPHYNIX,3305189,2751529,6056718,553659,SK하이닉스 2x (7709)
2026-03-23,홍콩,HK0001121349,XL2CSOPSMSN,1025775,1057876,2083651,-32101,삼성 2x (7747/9747)
2026-03-24,홍콩,HK0001205258,XL2CSOPHYNIX,2642775,2264686,4907461,378089,SK하이닉스 2x (7709)
2026-03-24,홍콩,HK0001121349,XL2CSOPSMSN,2444920,1880796,4325716,564124,삼성 2x (7747/9747)
2026-03-25,홍콩,HK0001205258,XL2CSOPHYNIX,1760325,2367350,4127675,-607024,SK하이닉스 2x (7709)
2026-03-25,홍콩,HK0001121349,XL2CSOPSMSN,898194,1361642,2259837,-463448,삼성 2x (7747/9747)
2026-03-26,홍콩,HK0001205258,XL2CSOPHYNIX,2778215,2198331,4976546,579884,SK하이닉스 2x (7709)
2026-03-26,홍콩,HK0001121349,XL2CSOPSMSN,877245,1144465,2021709,-267220,삼성 2x (7747/9747)
2026-03-27,홍콩,HK0001205258,XL2CSOPHYNIX,3223770,1493123,4716893,1730647,SK하이닉스 2x (7709)
2026-03-27,홍콩,HK0001121349,XL2CSOPSMSN,799606,623693,1423299,175912,삼성 2x (7747/9747)
2026-03-30,홍콩,HK0001205258,XL2CSOPHYNIX,1517726,2467949,3985676,-950223,SK하이닉스 2x (7709)
2026-03-30,홍콩,HK0001121349,XL2CSOPSMSN,1315818,1180774,2496592,135044,삼성 2x (7747/9747)
2026-03-31,홍콩,HK0001205258,XL2CSOPHYNIX,1810182,1023718,2833900,786463,SK하이닉스 2x (7709)
2026-03-31,홍콩,HK0001121349,XL2CSOPSMSN,724062,845469,1569532,-121407,삼성 2x (7747/9747)
2026-04-01,홍콩,HK0001205258,XL2CSOPHYNIX,986455,1401214,2387668,-414759,SK하이닉스 2x (7709)
2026-04-01,홍콩,HK0001121349,XL2CSOPSMSN,280163,921170,1201333,-641007,삼성 2x (7747/9747)
2026-04-02,홍콩,HK0001205258,XL2CSOPHYNIX,2665414,3755888,6421302,-1090474,SK하이닉스 2x (7709)
2026-04-02,홍콩,HK0001121349,XL2CSOPSMSN,669521,1201619,1871140,-532098,삼성 2x (7747/9747)
2026-04-08,홍콩,HK0001205258,XL2CSOPHYNIX,3090143,2222347,5312490,867796,SK하이닉스 2x (7709)
2026-04-08,홍콩,HK0001121349,XL2CSOPSMSN,1030073,1496123,2526196,-466050,삼성 2x (7747/9747)
2026-04-09,홍콩,HK0001205258,XL2CSOPHYNIX,1251326,2926991,4178317,-1675664,SK하이닉스 2x (7709)
2026-04-09,홍콩,HK0001121349,XL2CSOPSMSN,1457638,1105741,2563378,351897,삼성 2x (7747/9747)
2026-04-10,홍콩,HK0001205258,XL2CSOPHYNIX,4761377,4485172,9246549,276206,SK하이닉스 2x (7709)
2026-04-10,홍콩,HK0001121349,XL2CSOPSMSN,1895276,2112107,4007383,-216831,삼성 2x (7747/9747)
2026-04-13,홍콩,HK0001205258,XL2CSOPHYNIX,4291513,4555530,8847043,-264017,SK하이닉스 2x (7709)
2026-04-13,홍콩,HK0001121349,XL2CSOPSMSN,943403,675539,1618942,267864,삼성 2x (7747/9747)
2026-04-14,홍콩,HK0001205258,XL2CSOPHYNIX,2766422,864436,3630858,1901986,SK하이닉스 2x (7709)
2026-04-14,홍콩,HK0001121349,XL2CSOPSMSN,981782,1306646,2288428,-324864,삼성 2x (7747/9747)
2026-04-15,홍콩,HK0001205258,XL2CSOPHYNIX,1237409,3126669,4364078,-1889260,SK하이닉스 2x (7709)
2026-04-15,홍콩,HK0001121349,XL2CSOPSMSN,932962,553687,1486650,379275,삼성 2x (7747/9747)
2026-04-16,홍콩,HK0001205258,XL2CSOPHYNIX,4450031,3967627,8417658,482405,SK하이닉스 2x (7709)
2026-04-16,홍콩,HK0001121349,XL2CSOPSMSN,1992203,1080835,3073038,911369,삼성 2x (7747/9747)
2026-04-17,홍콩,HK0001205258,XL2CSOPHYNIX,2415726,3093683,5509409,-677958,SK하이닉스 2x (7709)
2026-04-17,홍콩,HK0001121349,XL2CSOPSMSN,697361,664655,1362016,32706,삼성 2x (7747/9747)
2026-04-20,홍콩,HK0001205258,XL2CSOPHYNIX,1305123,2140653,3445776,-835531,SK하이닉스 2x (7709)
2026-04-20,홍콩,HK0001121349,XL2CSOPSMSN,774539,907323,1681862,-132784,삼성 2x (7747/9747)
2026-04-21,홍콩,HK0001205258,XL2CSOPHYNIX,1710577,681996,2392573,1028581,SK하이닉스 2x (7709)
2026-04-21,홍콩,HK0001121349,XL2CSOPSMSN,987751,371246,1358996,616505,삼성 2x (7747/9747)
2026-04-22,홍콩,HK0001205258,XL2CSOPHYNIX,1065632,2805147,3870780,-1739515,SK하이닉스 2x (7709)
2026-04-22,홍콩,HK0001121349,XL2CSOPSMSN,1226754,1033466,2260220,193287,삼성 2x (7747/9747)
2026-04-23,홍콩,HK0001121349,XL2CSOPSMSN,4261989,1371093,5633082,2890896,삼성 2x (7747/9747)
2026-04-23,홍콩,HK0001205258,XL2CSOPHYNIX,903484,4296959,5200443,-3393475,SK하이닉스 2x (7709)
2026-04-24,홍콩,HK0001205258,XL2CSOPHYNIX,1649419,2475074,4124493,-825655,SK하이닉스 2x (7709)
2026-04-24,홍콩,HK0001121349,XL2CSOPSMSN,401150,753872,1155022,-352722,삼성 2x (7747/9747)
2026-04-27,홍콩,HK0001205258,XL2CSOPHYNIX,2398837,2670174,5069012,-271337,SK하이닉스 2x (7709)
2026-04-27,홍콩,HK0001121349,XL2CSOPSMSN,3187036,1788397,4975433,1398639,삼성 2x (7747/9747)
2026-04-28,홍콩,HK0001205258,XL2CSOPHYNIX,2893734,1844192,4737926,1049542,SK하이닉스 2x (7709)
2026-04-28,홍콩,HK0001121349,XL2CSOPSMSN,667687,2247192,2914879,-1579505,삼성 2x (7747/9747)
2026-04-29,홍콩,HK0001205258,XL2CSOPHYNIX,3411884,2974714,6386598,437170,SK하이닉스 2x (7709)
2026-04-29,홍콩,HK0001121349,XL2CSOPSMSN,1646683,1095827,2742511,550856,삼성 2x (7747/9747)
2026-04-30,홍콩,HK0001205258,XL2CSOPHYNIX,2035310,2404998,4440308,-369688,SK하이닉스 2x (7709)
2026-04-30,홍콩,HK0001121349,XL2CSOPSMSN,772200,1045508,1817708,-273308,삼성 2x (7747/9747)
2026-05-04,홍콩,HK0001205258,XL2CSOPHYNIX,3335598,3068711,6404309,266887,SK하이닉스 2x (7709)
2026-05-04,홍콩,HK0001121349,XL2CSOPSMSN,823893,2404832,3228725,-1580938,삼성 2x (7747/9747)
2026-05-05,홍콩,HK0001205258,XL2CSOPHYNIX,2587071,5073053,7660124,-2485982,SK하이닉스 2x (7709)
2026-05-05,홍콩,HK0001121349,XL2CSOPSMSN,491618,1635588,2127205,-1143970,삼성 2x (7747/9747)
2026-05-06,홍콩,HK0001205258,XL2CSOPHYNIX,2358219,4228652,6586871,-1870433,SK하이닉스 2x (7709)
2026-05-06,홍콩,HK0001121349,XL2CSOPSMSN,955235,1625546,2580781,-670312,삼성 2x (7747/9747)
2026-05-07,홍콩,HK0001205258,XL2CSOPHYNIX,1303322,1507509,2810830,-204187,SK하이닉스 2x (7709)
2026-05-07,홍콩,HK0001121349,XL2CSOPSMSN,687681,92129,779810,595552,삼성 2x (7747/9747)
2026-05-08,홍콩,HK0001205258,XL2CSOPHYNIX,1651256,6617604,8268860,-4966348,SK하이닉스 2x (7709)
2026-05-08,홍콩,HK0001121349,XL2CSOPSMSN,2329880,2531605,4861485,-201725,삼성 2x (7747/9747)
2026-05-11,홍콩,HK0001205258,XL2CSOPHYNIX,5325143,2495970,7821114,2829173,SK하이닉스 2x (7709)
2026-05-11,홍콩,HK0001121349,XL2CSOPSMSN,4495448,1837673,6333121,2657775,삼성 2x (7747/9747)
2026-05-12,홍콩,HK0001205258,XL2CSOPHYNIX,862524,5103656,5966181,-4241132,SK하이닉스 2x (7709)
2026-05-12,홍콩,HK0001121349,XL2CSOPSMSN,4001426,1022731,5024156,2978695,삼성 2x (7747/9747)
2026-05-13,홍콩,HK0001205258,XL2CSOPHYNIX,10016118,10057791,20073909,-41673,SK하이닉스 2x (7709)
2026-05-13,홍콩,HK0001121349,XL2CSOPSMSN,3176866,4501976,7678843,-1325110,삼성 2x (7747/9747)
2026-05-14,홍콩,HK0001205258,XL2CSOPHYNIX,12362381,11832753,24195134,529628,SK하이닉스 2x (7709)
2026-05-14,홍콩,HK0001121349,XL2CSOPSMSN,1477972,7089564,8567536,-5611592,삼성 2x (7747/9747)
2026-05-15,홍콩,HK0001205258,XL2CSOPHYNIX,10465669,3077422,13543090,7388247,SK하이닉스 2x (7709)
2026-05-15,홍콩,HK0001121349,XL2CSOPSMSN,6191042,2838643,9029685,3352400,삼성 2x (7747/9747)
2026-05-18,홍콩,HK0001205258,XL2CSOPHYNIX,5471103,40891507,46362610,-35420404,SK하이닉스 2x (7709)
2026-05-18,홍콩,HK0001121349,XL2CSOPSMSN,35671128,2263992,37935120,33407136,삼성 2x (7747/9747)
2026-05-19,홍콩,HK0001205258,XL2CSOPHYNIX,8886093,10452906,19338999,-1566813,SK하이닉스 2x (7709)
2026-05-19,홍콩,HK0001121349,XL2CSOPSMSN,3798674,8627271,12425944,-4828597,삼성 2x (7747/9747)
2026-05-20,홍콩,HK0001205258,XL2CSOPHYNIX,3501723,18528347,22030069,-15026624,SK하이닉스 2x (7709)
2026-05-20,홍콩,HK0001121349,XL2CSOPSMSN,17249465,2501743,19751208,14747722,삼성 2x (7747/9747)
2026-05-21,홍콩,HK0001205258,XL2CSOPHYNIX,5161408,5284428,10445836,-123020,SK하이닉스 2x (7709)
2026-05-21,홍콩,HK0001121349,XL2CSOPSMSN,918678,1351293,2269971,-432615,삼성 2x (7747/9747)
2026-05-22,홍콩,HK0001121349,XL2CSOPSMSN,6155627,2437220,8592847,3718407,삼성 2x (7747/9747)
2026-05-22,홍콩,HK0001205258,XL2CSOPHYNIX,3044053,3941520,6985573,-897467,SK하이닉스 2x (7709)
2026-05-26,홍콩,HK0001205258,XL2CSOPHYNIX,55136160,3526151,58662311,51610009,SK하이닉스 2x (7709)
2026-05-26,홍콩,HK0001121349,XL2CSOPSMSN,3766258,49956340,53722599,-46190082,삼성 2x (7747/9747)
2026-05-27,홍콩,HK0001205258,XL2CSOPHYNIX,1868897,5696106,7565003,-3827209,SK하이닉스 2x (7709)
2026-05-27,홍콩,HK0001121349,XL2CSOPSMSN,756299,2587535,3343833,-1831236,삼성 2x (7747/9747)
2026-05-28,홍콩,HK0001205258,XL2CSOPHYNIX,7448893,8552458,16001350,-1103565,SK하이닉스 2x (7709)
2026-05-28,홍콩,HK0001121349,XL2CSOPSMSN,2765355,4390857,7156212,-1625502,삼성 2x (7747/9747)
2026-05-29,홍콩,HK0001205258,XL2CSOPHYNIX,4771221,38246842,43018063,-33475621,SK하이닉스 2x (7709)
2026-05-29,홍콩,HK0001121349,XL2CSOPSMSN,1890050,17243019,19133068,-15352969,삼성 2x (7747/9747)
2026-06-01,홍콩,HK0001205258,XL2CSOPHYNIX,1287154,7147559,8434713,-5860405,SK하이닉스 2x (7709)
2026-06-01,홍콩,HK0001121349,XL2CSOPSMSN,1005528,5914166,6919695,-4908638,삼성 2x (7747/9747)
2026-06-02,홍콩,HK0001205258,XL2CSOPHYNIX,5504590,45059523,50564113,-39554933,SK하이닉스 2x (7709)
2026-06-02,홍콩,HK0001121349,XL2CSOPSMSN,36175791,3745324,39921116,32430467,삼성 2x (7747/9747)
2026-06-03,홍콩,HK0001205258,XL2CSOPHYNIX,23051272,20873402,43924674,2177870,SK하이닉스 2x (7709)
2026-06-03,홍콩,HK0001121349,XL2CSOPSMSN,3263915,30007794,33271710,-26743879,삼성 2x (7747/9747)
2026-06-04,홍콩,HK0001121349,XL2CSOPSMSN,3459390,8692788,12152178,-5233398,삼성 2x (7747/9747)
2026-06-04,홍콩,HK0001205258,XL2CSOPHYNIX,6264038,3694470,9958507,2569568,SK하이닉스 2x (7709)
2026-06-05,홍콩,HK0001205258,XL2CSOPHYNIX,771180,2669023,3440203,-1897843,SK하이닉스 2x (7709)
2026-06-05,홍콩,HK0001121349,XL2CSOPSMSN,1545001,694486,2239487,850515,삼성 2x (7747/9747)
2026-06-08,홍콩,HK0001121349,XL2CSOPSMSN,1043410,22335334,23378744,-21291924,삼성 2x (7747/9747)
2026-06-08,홍콩,HK0001205258,XL2CSOPHYNIX,17606829,5482340,23089169,12124490,SK하이닉스 2x (7709)
2026-06-09,홍콩,HK0001205258,XL2CSOPHYNIX,1443561,5159234,6602795,-3715673,SK하이닉스 2x (7709)
2026-06-09,홍콩,HK0001121349,XL2CSOPSMSN,1172749,2989545,4162294,-1816797,삼성 2x (7747/9747)
2026-06-10,홍콩,HK0001205258,XL2CSOPHYNIX,11939871,22500931,34440802,-10561060,SK하이닉스 2x (7709)
2026-06-10,홍콩,HK0001121349,XL2CSOPSMSN,1114249,3227260,4341509,-2113011,삼성 2x (7747/9747)
2026-06-11,홍콩,HK0001205258,XL2CSOPHYNIX,4960486,5191452,10151938,-230966,SK하이닉스 2x (7709)
2026-06-11,홍콩,HK0001121349,XL2CSOPSMSN,1509249,1643756,3153005,-134506,삼성 2x (7747/9747)
2026-06-12,홍콩,HK0001205258,XL2CSOPHYNIX,4712886,4259824,8972710,453062,SK하이닉스 2x (7709)
2026-06-12,홍콩,HK0001121349,XL2CSOPSMSN,1199423,897860,2097284,301563,삼성 2x (7747/9747)
2026-06-15,홍콩,HK0001205258,XL2CSOPHYNIX,714876,2239089,2953965,-1524213,SK하이닉스 2x (7709)
2026-06-15,홍콩,HK0001121349,XL2CSOPSMSN,517850,1532161,2050011,-1014311,삼성 2x (7747/9747)
2026-06-16,홍콩,HK0001205258,XL2CSOPHYNIX,3603630,3672235,7275865,-68605,SK하이닉스 2x (7709)
2026-06-16,홍콩,HK0001121349,XL2CSOPSMSN,2587498,2223935,4811433,363563,삼성 2x (7747/9747)
2026-06-17,홍콩,HK0001205258,XL2CSOPHYNIX,2951561,3505500,6457061,-553939,SK하이닉스 2x (7709)
2026-06-17,홍콩,HK0001121349,XL2CSOPSMSN,846302,2229476,3075778,-1383174,삼성 2x (7747/9747)
2026-06-18,홍콩,HK0001205258,XL2CSOPHYNIX,10275191,3994374,14269565,6280817,SK하이닉스 2x (7709)
2026-06-18,홍콩,HK0001121349,XL2CSOPSMSN,1311996,3637152,4949148,-2325157,삼성 2x (7747/9747)
2026-06-22,홍콩,HK0001205258,XL2CSOPHYNIX,2950200,4990911,7941111,-2040712,SK하이닉스 2x (7709)
2026-06-22,홍콩,HK0001121349,XL2CSOPSMSN,624319,2699166,3323484,-2074847,삼성 2x (7747/9747)
2026-06-23,홍콩,HK0001205258,XL2CSOPHYNIX,5511700,8193598,13705298,-2681898,SK하이닉스 2x (7709)
2026-06-23,홍콩,HK0001121349,XL2CSOPSMSN,1694670,4915041,6609711,-3220371,삼성 2x (7747/9747)
2026-06-24,홍콩,HK0001205258,XL2CSOPHYNIX,10126015,10568796,20694811,-442780,SK하이닉스 2x (7709)
2026-06-24,홍콩,HK0001121349,XL2CSOPSMSN,1794067,3066901,4860968,-1272834,삼성 2x (7747/9747)
2026-06-25,홍콩,HK0001205258,XL2CSOPHYNIX,4464382,12901642,17366023,-8437260,SK하이닉스 2x (7709)
2026-06-25,홍콩,HK0001121349,XL2CSOPSMSN,2351168,2501609,4852777,-150442,삼성 2x (7747/9747)
2026-06-26,홍콩,HK0001205258,XL2CSOPHYNIX,3380212,6455749,9835961,-3075537,SK하이닉스 2x (7709)
2026-06-26,홍콩,HK0001121349,XL2CSOPSMSN,4438982,1012697,5451679,3426284,삼성 2x (7747/9747)
2026-06-29,홍콩,HK0001205258,XL2CSOPHYNIX,5012786,4132335,9145121,880450,SK하이닉스 2x (7709)
2026-06-29,홍콩,HK0001121349,XL2CSOPSMSN,1324758,3944267,5269024,-2619509,삼성 2x (7747/9747)
2026-06-30,홍콩,HK0001205258,XL2CSOPHYNIX,10921660,40739389,51661049,-29817729,SK하이닉스 2x (7709)
2026-06-30,홍콩,HK0001121349,XL2CSOPSMSN,4904066,2874074,7778140,2029992,삼성 2x (7747/9747)
2026-07-02,홍콩,HK0001205258,XL2CSOPHYNIX,4384542,2812965,7197507,1571578,SK하이닉스 2x (7709)
2026-07-02,홍콩,HK0001121349,XL2CSOPSMSN,454276,6192113,6646389,-5737837,삼성 2x (7747/9747)
2026-07-03,홍콩,HK0001205258,XL2CSOPHYNIX,1768887,5251416,7020304,-3482529,SK하이닉스 2x (7709)
2026-07-03,홍콩,HK0001121349,XL2CSOPSMSN,1080174,5143677,6223851,-4063504,삼성 2x (7747/9747)
