Symbol,ISIN,Name,Currency,Date,Open,High,Low,Close,Volume,Turnover,NAV,NetAssets,IndexName,IndexClose
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-05-27,24660,24900,22530,22530,1300000,31527281238,22877.07,18873585204,KRX 삼성전자 지수,5749.06
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-05-28,22510,22645,19930,21650,878948,19217146836,21491.89,17730806634,KRX 삼성전자 지수,5608.61
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-05-29,23050,24480,22610,24475,678226,16236056268,24158.01,24761957584,KRX 삼성전자 지수,5936.33
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-01,24495,29620,23500,29115,682174,19017607777,29230.46,32153506758,KRX 삼성전자 지수,6535.58
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-02,30870,32415,27850,30935,439495,13220486621,30280.45,33308492769,KRX 삼성전자 지수,6750.94
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-04,28865,31335,28500,29265,159516,4800805325,28779.68,31657650874,KRX 삼성전자 지수,6582.4
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-05,26100,27490,24590,25360,445940,11561656542,24823.41,27305751361,KRX 삼성전자 지수,6161.05
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-08,20145,23355,19890,19890,259276,5604725528,19711.43,21682572480,KRX 삼성전자 지수,5533.71
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-09,21800,23915,20665,23915,199131,4450592907,23414.66,26341497290,KRX 삼성전자 지수,6029.96
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-10,22055,22550,19745,20750,202160,4209343584,20881.78,23492004420,KRX 삼성전자 지수,5664.79
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-11,19410,21155,18805,20235,152507,3043055359,20171.17,22692564508,KRX 삼성전자 지수,5599.25
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-12,23760,25595,23100,23230,277442,6776511458,23255.65,26162605060,KRX 삼성전자 지수,6039.33
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-15,26280,26280,24970,25130,148827,3795266928,25446.68,28627514229,KRX 삼성전자 지수,6310.86
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-16,26125,26655,24745,26290,166341,4292243361,26311.21,29600107783,KRX 삼성전자 지수,6423.22
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-17,24375,27045,24375,26920,142187,3630127383,27050.89,30432245839,KRX 삼성전자 지수,6488.76
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-18,26920,29430,26605,29320,190725,5286305257,29309.0,32972620859,KRX 삼성전자 지수,6788.39
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-19,30770,31315,26800,28190,280725,8265817385,27788.13,31261644626,KRX 삼성전자 지수,6629.21
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-22,26465,29245,26065,27905,189872,5320837812,27892.27,31378805440,KRX 삼성전자 지수,6619.85
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-23,27320,27730,21095,21285,218371,5468596729,21062.86,23695712052,KRX 삼성전자 지수,5805.24
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-24,21545,25335,21460,25335,557778,13285927392,25351.92,28520911995,KRX 삼성전자 지수,6376.4
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-25,27500,28490,27000,28065,188555,5255999113,28071.25,31580150786,KRX 삼성전자 지수,6713.48
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-26,27280,27675,22400,24640,255531,6302977042,25193.33,28342500407,KRX 삼성전자 지수,6357.68
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-29,23800,24000,21660,22825,237605,5406602285,22631.27,25460178485,KRX 삼성전자 지수,6048.69
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-06-30,22955,25365,22435,24300,151564,3627885770,24208.21,27234232687,KRX 삼성전자 지수,6254.68
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-07-01,24300,24875,20975,21450,261054,5789073462,21375.55,24047489113,KRX 삼성전자 지수,5889.51
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-07-02,18450,19890,16970,17615,236150,4370065028,17382.3,19555088468,KRX 삼성전자 지수,5355.81
0193K0.KS,KR70193K0007,PLUS 삼성전자단일종목레버리지,KRW,2026-07-03,18000,20775,17195,20390,273220,5282944216,20214.67,0,KRX 삼성전자 지수,5795.88
