Symbol,ISIN,Name,Currency,Date,Open,High,Low,Close,Volume,Turnover,NAV,NetAssets,IndexName,IndexClose
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-05-27,23205,23285,21010,21165,1324469,29725793755,21416.13,37478233951,KRX 삼성전자 지수,5749.06
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-05-28,20790,21070,18460,20035,4871531,97960514769,19928.51,34874885134,KRX 삼성전자 지수,5608.61
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-05-29,21485,22840,21040,22670,1981701,43689894851,22553.38,39468414558,KRX 삼성전자 지수,5936.33
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-01,22900,27940,22850,27425,1184723,30629257694,27692.41,62307926022,KRX 삼성전자 지수,6535.58
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-02,29090,30460,26400,29085,1769728,49960648879,28475.81,77596584435,KRX 삼성전자 지수,6750.94
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-04,27000,29695,26860,27370,1009756,28661555270,27029.29,75682021653,KRX 삼성전자 지수,6582.4
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-05,24385,25955,23190,23600,1033045,25092647232,23279.88,71003623529,KRX 삼성전자 지수,6161.05
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-08,18735,21700,18500,18500,1123801,22733089825,18472.47,57264654064,KRX 삼성전자 지수,5533.71
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-09,20695,22250,19340,22250,689698,14285778878,21944.66,72417364342,KRX 삼성전자 지수,6029.96
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-10,20695,21075,18490,19360,1088083,21503071055,19562.8,67002586755,KRX 삼성전자 지수,5664.79
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-11,17880,19760,17470,18820,935785,17470395685,18861.61,65544103602,KRX 삼성전자 지수,5599.25
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-12,22495,23900,21505,21800,958470,22003861570,21730.42,76056457849,KRX 삼성전자 지수,6039.33
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-15,24060,24300,23305,23555,481895,11472822722,23698.39,84721728569,KRX 삼성전자 지수,6310.86
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-16,24625,24830,23135,24405,666438,16060767698,24507.33,90064455464,KRX 삼성전자 지수,6423.22
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-17,23100,25195,22900,25065,1051742,25164345632,25203.05,92621196842,KRX 삼성전자 지수,6488.76
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-18,24950,27570,24735,27485,1023992,26653019354,27311.53,105149407951,KRX 삼성전자 지수,6788.39
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-19,29075,29200,25100,26200,1011176,27396419885,25912.53,99115410647,KRX 삼성전자 지수,6629.21
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-22,24955,27450,24420,25955,322541,8431359012,26004.7,104668928367,KRX 삼성전자 지수,6619.85
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-23,25545,25915,19500,19575,1021997,23382016929,19643.11,81518888655,KRX 삼성전자 지수,5805.24
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-24,20190,23540,20160,23320,1444863,31877585076,23566.37,98389609835,KRX 삼성전자 지수,6376.4
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-25,26020,26600,25200,26045,788253,20510422806,26117.29,112957269685,KRX 삼성전자 지수,6713.48
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-26,25400,25800,20675,23060,925360,21436832401,23459.6,107327682349,KRX 삼성전자 지수,6357.68
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-29,22300,22300,20015,21205,1119071,23369021137,21065.43,100587433834,KRX 삼성전자 지수,6048.69
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-06-30,21340,23750,20850,22655,500285,11168410408,22537.13,113812506780,KRX 삼성전자 지수,6254.68
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-07-01,22905,23150,19470,20000,1164673,23902814655,19872.85,95886505828,KRX 삼성전자 지수,5889.51
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-07-02,17215,18405,15675,16225,625423,10618983911,16122.7,77388953099,KRX 삼성전자 지수,5355.81
0192M0.KS,KR70192M0006,RISE 삼성전자단일종목레버리지,KRW,2026-07-03,16610,19245,15945,18830,402040,7112100853,18775.9,0,KRX 삼성전자 지수,5795.88
