Symbol,Currency,Name,ISIN,Date,Open,High,Low,Close,Volume,Turnover
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-05-28,148.7,148.7,144.8,145.2,460,67606
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-05-29,144.4,144.4,144.4,144.3,150,21660
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-05-30,141.6,143.8,141.6,144.0,160,22678
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-02,141.6,141.6,141.6,141.6,700,99120
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-04,136.3,136.9,135.8,135.8,1770,241341
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-05,125.2,130.4,125.2,129.2,2425,312177
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-06,129.1,129.1,129.1,128.7,5,645
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-09,128.4,128.4,123.7,126.5,1720,213397
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-10,128.9,129.3,128.9,129.2,10,1291
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-11,127.1,127.1,125.5,125.5,1640,208035
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-12,127.6,127.6,127.6,127.6,5,638
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-13,132.3,134.2,131.3,133.5,1180,156011
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-16,137.8,138.2,136.5,137.0,1145,156964
7347.HK,HKD,CSOP Samsung Electronics Daily (-2x) Inverse Product,HK0001121364,2025-06-17,129.8,133.5,129.8,133.5,245,31830
