code,date
073640,20250410
052020,20240206
227100,20240820
066410,20240103
448830,20250722
148140,20240705
052300,20260430
436530,20240521
078940,20260619
219550,20250630
455310,20250219
101930,20260428
196490,20260624
290380,20241104
101670,20251027
418170,20250806
027040,20251204
073640,20240909
430230,20250909
405640,20251128
377400,20250627
276040,20260407
279600,20250508
024950,20260210
069920,20260429
413600,20250319
046070,20250219
082210,20260311
437780,20250605
021045,20250912
096610,20250321
454750,20260402
372290,20240521
269620,20240830
058450,20250829
406760,20240207
446840,20241223
217480,20240426
117670,20250507
214610,20250915
313760,20240829
195990,20251204
424140,20250401
468510,20260121
019590,20250516
413600,20250721
442130,20250808
160600,20241101
050090,20250429
492220,20250428
054630,20260529
174900,20250911
036690,20240624
024810,20240902
442770,20260212
477760,20260225
377400,20250430
393360,20240806
096690,20240930
422040,20260317
418170,20250108
021040,20250131
422040,20250225
433530,20251112
439250,20250820
058450,20251210
224060,20251215
397880,20251103
072520,20251028
109960,20250321
119860,20251014
440790,20260609
437780,20260224
044060,20240105
082210,20250707
082660,20241219
477530,20250711
180400,20260623
478780,20250701
377460,20251208
040910,20250905
119610,20240422
204630,20241101
456440,20250516
377030,20260622
413630,20240322
079950,20251121
021040,20241210
263540,20250613
092600,20250904
391060,20240626
181340,20250515
438580,20251013
435620,20251017
476470,20260126
323230,20240604
079970,20250801
323230,20240926
227100,20250910
340360,20260527
175140,20250619
435870,20240216
078940,20240116
023790,20250820
436530,20240718
418170,20250326
023460,20240823
096040,20260317
161570,20260610
294630,20240227
065060,20250519
217480,20251111
033200,20251216
006580,20260504
290380,20250213
263540,20240313
200230,20241210
425290,20250725
047560,20240117
268600,20250224
119610,20250414
418170,20250421
268600,20250328
181340,20240722
106520,20260611
078860,20250513
245620,20240417
309710,20260626
115960,20250523
417010,20251229
413600,20260128
040350,20260119
226360,20240425
046070,20241126
178780,20240415
435620,20250717
148140,20250818
181340,20260114
224060,20240216
096610,20251118
054630,20251010
222160,20250219
442130,20251219
044060,20250218
068940,20250619
182400,20250407
391060,20250429
038500,20260212
246690,20250507
041590,20250924
421800,20250206
438220,20251204
049180,20250919
071460,20251029
072520,20260113
214310,20250220
288330,20250519
421800,20250313
012340,20260610
073570,20251204
032980,20250509
439250,20250512
430460,20251028
065690,20260622
393360,20240520
016790,20250121
175250,20260528
278650,20260428
430230,20251015
035890,20260310
442310,20251112
448830,20260304
478780,20260408
093640,20260116
060240,20250924
221840,20260102
161570,20241106
422040,20250102
457630,20250219
422040,20240717
096040,20260615
323230,20250716
065650,20260601
057880,20251217
380320,20250311
400840,20260107
036710,20260107
066410,20250519
222160,20240216
406760,20240812
018620,20260514
065150,20250519
016790,20251112
161570,20250522
061250,20260421
109960,20251118
044060,20240228
221840,20251223
044060,20250530
377400,20240321
027040,20250901
088290,20260414
393360,20260202
439730,20241216
226360,20250805
032980,20250320
119610,20241028
174880,20250410
024950,20260312
397880,20250814
054180,20240528
347850,20260604
071460,20241021
290720,20250515
038340,20240705
175140,20240911
438220,20241226
457630,20240216
032685,20260213
181340,20250825
204630,20250725
436610,20251107
067630,20260310
036630,20251107
030350,20260401
065150,20240925
269620,20240624
442130,20250902
071460,20251222
139050,20260508
019590,20260513
299910,20251029
006580,20240607
115960,20260609
050090,20251216
036180,20260612
096040,20250102
430230,20251029
227100,20240626
304840,20250827
023460,20260507
241820,20260205
245620,20251028
057880,20241018
164060,20250206
214870,20250515
136510,20240923
164060,20250313
323230,20240816
100790,20260511
083660,20250704
436610,20250307
097780,20260202
222810,20240627
214310,20240402
094820,20250717
106520,20240126
214310,20250709
057880,20260604
139050,20251117
457390,20241217
044060,20250807
426550,20250325
101390,20260414
041590,20240716
096610,20250730
241820,20241212
373200,20241101
436530,20250124
139050,20240510
418170,20240723
217480,20250211
041590,20250416
323230,20241025
478780,20260323
208710,20250109
031860,20241108
057880,20260226
377460,20260423
294090,20250804
187790,20240926
222160,20241126
072520,20240531
214870,20240722
269620,20240329
456440,20260513
421800,20241107
006580,20260624
427950,20240527
448370,20251119
268600,20251215
436610,20240904
065170,20251028
052670,20240502
044060,20250428
065150,20250508
214310,20241112
060240,20250416
208340,20240403
299910,20241021
290380,20240509
078940,20250710
226440,20260612
068790,20251017
430460,20250701
072520,20241029
466910,20260522
464440,20260602
405640,20260120
182400,20260625
244460,20250703
290560,20260130
347860,20241125
457390,20260112
033200,20250516
299910,20251222
032685,20250819
230980,20260409
195990,20250922
036180,20241230
046070,20251024
457630,20241126
442130,20250626
082660,20240729
109960,20250730
458320,20240725
053590,20250206
052770,20250417
124500,20240702
036690,20241004
053590,20250313
080000,20260623
052020,20250423
150840,20260520
044180,20260413
230980,20260206
057880,20260618
450940,20260608
393360,20260108
348080,20260115
284620,20260429
418210,20260129
268600,20250219
119860,20260605
138580,20260615
175140,20260109
043590,20240105
106520,20250226
002680,20240722
217620,20250430
412540,20250521
073640,20250702
052670,20260130
430460,20251016
046070,20260619
161570,20251103
391060,20251216
138080,20260417
477760,20260514
068790,20250717
151910,20241014
066790,20250131
391060,20260416
430230,20251020
393360,20260219
448830,20250619
208340,20260223
287410,20251217
418250,20250612
377460,20260506
446190,20260115
066790,20260319
117670,20241118
263540,20250602
226440,20241230
121800,20240223
040910,20260119
038340,20250818
268600,20240216
214870,20250825
245620,20250701
294090,20250828
241820,20240820
448370,20260211
331380,20260126
019660,20241128
019660,20240404
430460,20240531
062970,20241108
066790,20241210
041590,20241204
068940,20260109
065570,20250417
313760,20250211
019660,20250402
222160,20241114
436530,20250826
436530,20260330
950220,20260520
109820,20240829
078940,20260616
082660,20250117
123840,20250718
430460,20260408
056090,20240123
424140,20260407
160600,20250107
294090,20250729
073640,20240419
224060,20251024
121800,20240214
455250,20240830
060240,20241204
294090,20260127
052020,20260209
182400,20250605
436610,20260422
388800,20240201
052670,20250620
372290,20250826
427950,20260601
203690,20240516
071850,20260402
245620,20251016
482520,20260116
380320,20250827
400840,20250415
084180,20241216
388800,20251028
052300,20260504
258830,20250625
050090,20250516
091440,20260619
065170,20250701
079970,20260120
380320,20241104
421800,20260309
195990,20260327
119860,20250623
438220,20250922
477530,20260409
187790,20240816
079950,20260130
298060,20260623
031860,20251218
287410,20260604
054300,20260429
208340,20240423
101930,20250122
323230,20240828
073570,20250922
469880,20260630
059090,20240215
019590,20250514
016790,20240614
042510,20250418
150840,20240314
477530,20260206
106520,20241011
222160,20251024
214310,20260303
455310,20250407
204630,20250107
380540,20260512
062860,20250912
287410,20260226
422040,20240730
372290,20240412
177350,20241007
211050,20240425
115960,20240607
435380,20250929
438580,20251106
187790,20241025
405640,20240802
078130,20250103
175250,20260107
203650,20260417
019660,20240829
245620,20240531
032980,20260305
175140,20260406
279600,20250327
263050,20260406
268600,20241126
054180,20260619
182400,20260224
446750,20260318
327260,20260406
049180,20251216
016790,20240529
424140,20250923
422040,20250724
217480,20250225
241820,20250120
457630,20251024
245620,20241029
352770,20260626
400840,20250408
082660,20240819
241820,20250910
021040,20250317
078130,20250526
204630,20250529
068240,20260602
456440,20250514
089230,20240125
161570,20250814
313760,20260429
287410,20260618
417840,20260508
036180,20251106
419270,20241127
377030,20260610
227100,20260416
033200,20260513
269620,20241004
412540,20250512
096040,20240730
062970,20250304
294140,20240108
393360,20251001
388800,20260113
080000,20250818
418210,20250103
435870,20250407
068940,20260406
073640,20251119
139050,20250611
454750,20260311
450940,20260529
246250,20251110
174900,20250523
433530,20260415
438580,20240118
020710,20250417
450940,20260325
046390,20260518
139050,20240517
147760,20260430
419270,20250113
208860,20241213
091440,20240116
010280,20241014
016790,20250205
082660,20250306
438220,20250214
123750,20241010
053290,20251125
160190,20260528
418210,20250526
062970,20251218
196490,20260113
393970,20260612
054630,20240422
073570,20250214
448370,20260420
380320,20250213
066430,20250411
427950,20241209
438220,20260327
331380,20250520
073190,20260511
284620,20250425
195990,20250829
263540,20241206
224060,20250407
011080,20250411
073570,20260327
426550,20250227
393360,20251027
024810,20240223
208340,20240516
226440,20251106
052670,20250319
065060,20250430
448740,20251119
160600,20240806
268600,20241114
140410,20260521
226950,20250613
044060,20250728
413630,20240508
151910,20240905
036690,20250318
150840,20241015
454750,20250707
078860,20251204
177350,20241030
159910,20260406
313760,20260317
071200,20260108
214310,20240920
032860,20240320
438220,20241227
052670,20250721
024810,20240214
313760,20250225
230980,20260629
418170,20250211
415580,20260608
043260,20260108
178780,20250204
455310,20260625
217480,20240717
468510,20251120
054630,20250609
222160,20250407
452190,20240115
121850,20251128
217480,20250425
023790,20260508
062970,20250106
179900,20260515
397880,20240524
436530,20260410
073640,20260211
413600,20260323
224060,20240305
900120,20260602
269620,20240103
214310,20260212
439410,20260629
109820,20240814
054630,20260512
226360,20250723
204630,20240806
036710,20260112
400840,20260112
050090,20260513
187790,20240828
241820,20240626
148140,20240613
066430,20240625
079970,20240910
106080,20260415
219130,20260601
298060,20250818
415580,20260105
040350,20251208
203690,20240909
446840,20240517
419270,20241031
192410,20260401
268600,20251024
065690,20250625
436610,20260421
372290,20260410
439730,20250930
418250,20240725
405640,20240610
442310,20260415
064800,20260508
043100,20260626
318020,20240312
438220,20240411
066410,20250430
388800,20240531
023790,20241016
080720,20260127
023790,20240510
258830,20250116
052770,20250414
388800,20240108
023460,20250317
101000,20240111
123010,20250114
023460,20250527
044060,20240418
208340,20240821
226440,20240826
181340,20250926
222160,20240305
222810,20250509
054300,20250425
049180,20250516
448740,20260211
388800,20241029
016790,20260415
208340,20250314
049830,20260528
214870,20250613
467930,20260618
412930,20250123
435870,20260625
073640,20250714
175140,20241010
082270,20250922
101670,20250124
419270,20260430
425290,20260202
348340,20260211
031860,20260227
378800,20240731
438220,20250829
442130,20260428
049470,20240710
032685,20250924
115960,20240729
123750,20241113
019660,20240814
476470,20260306
073570,20250829
437780,20250916
457630,20240305
377460,20240731
221840,20260205
347860,20241223
393360,20260114
160600,20240520
129920,20260406
219550,20260623
196490,20241029
066430,20241022
215090,20241112
044060,20240726
174880,20250725
376900,20251103
284620,20250422
435380,20250328
036180,20250110
073640,20250918
438580,20240226
446150,20240722
052020,20251022
438580,20251230
121800,20250822
455310,20250605
043100,20240913
438220,20251210
418170,20260429
224060,20260625
286750,20260331
196300,20250915
313760,20250102
073570,20251210
393360,20260413
436530,20240513
439730,20250806
065570,20250414
477530,20260629
101390,20250703
391060,20240416
446150,20260114
068940,20241010
057880,20251226
136510,20241220
422040,20250121
073640,20240503
397880,20240522
101400,20260414
222810,20241118
380320,20240509
091440,20250710
043220,20260305
299910,20240206
419270,20240508
413600,20250905
214310,20240205
290380,20240822
900300,20260513
204630,20240520
391060,20260513
417860,20251110
066790,20240319
078130,20241211
062860,20240328
372290,20240513
406760,20260318
006580,20251028
422040,20251112
436530,20251203
217480,20250422
448740,20250918
427950,20240919
222160,20260625
436530,20250731
066430,20260521
136510,20260309
067390,20240830
079970,20240906
189860,20250624
115960,20250117
372290,20260105
010280,20240905
354200,20260624
052020,20250411
317240,20240702
393360,20250825
226440,20250110
161570,20240318
151910,20250320
030350,20250904
054180,20250710
435620,20240412
204630,20260202
208340,20240909
435870,20250605
439730,20250108
175250,20260519
221800,20260320
290720,20260129
073640,20250711
073640,20260420
372290,20251203
372290,20250731
096040,20250121
230980,20260407
457630,20260625
478780,20260116
177350,20241021
268600,20250407
415580,20260529
066410,20240321
106520,20240409
446150,20250825
151910,20251219
418210,20241211
106520,20260409
032685,20250416
257370,20240711
436530,20260203
425290,20260108
214870,20260129
439410,20260407
091440,20260617
418170,20250225
263540,20260115
290520,20250903
406760,20241203
276040,20260410
014200,20240328
096040,20251112
054300,20250422
175140,20241113
021040,20240322
269620,20250519
352770,20250513
106520,20260206
457390,20241202
446750,20251014
380320,20251204
119610,20240813
136510,20240712
175250,20251114
224060,20250605
304840,20250901
372290,20260203
054630,20241128
435870,20260224
244460,20250904
438580,20251111
054630,20240404
057880,20241007
040350,20260423
290380,20240618
456490,20260121
425290,20260219
050090,20250514
418210,20260527
073190,20260401
430700,20250710
477530,20251017
006580,20260113
052020,20240625
051780,20240923
124500,20251118
054180,20260617
268600,20240305
284620,20250724
114810,20240105
127120,20240111
036180,20240924
458320,20241108
001840,20260128
115960,20240819
021045,20260318
038340,20240613
230980,20250923
424140,20250124
413600,20260313
065690,20250116
049180,20260513
029960,20250813
123840,20250521
405000,20260102
020710,20250414
078860,20250922
041590,20250703
182400,20240612
226950,20250602
222160,20250605
068940,20241113
069920,20260611
040910,20251208
435380,20251215
227100,20240416
189860,20250916
204630,20250212
304840,20250903
054180,20260616
036630,20250417
439410,20250923
433530,20250811
217620,20250718
462020,20260623
189860,20251118
062970,20240823
224060,20260224
071850,20250630
323230,20260520
101670,20251107
413600,20250221
181340,20251030
101400,20260511
215790,20260424
032980,20250716
187790,20250312
219550,20250818
174880,20250714
149980,20251124
208640,20260618
241820,20260416
455250,20241004
217480,20250724
440820,20260310
161570,20240524
024810,20250822
435870,20251104
090710,20240124
204630,20260108
287410,20251226
430220,20250509
182400,20241017
430700,20260617
083660,20240118
092600,20250929
091440,20250528
115960,20250306
054630,20240829
119860,20251125
415580,20251010
030350,20260601
226440,20240924
052020,20241022
450050,20260320
226440,20240710
164060,20250612
101670,20250307
436610,20251105
106520,20260602
430460,20240805
449020,20260414
227100,20260611
222160,20260224
148140,20240925
080720,20241024
040350,20260506
078940,20250321
071850,20260311
119860,20240913
418170,20250102
388790,20260326
174880,20250918
377460,20251217
418170,20240717
465320,20260612
027040,20251002
430700,20260616
204630,20260219
418170,20250425
221840,20250910
060230,20240822
029960,20251127
421800,20250311
427950,20240220
397880,20250404
268600,20260625
078940,20250624
139050,20250704
900280,20240920
448760,20260528
123840,20260106
065650,20250502
054180,20250528
241710,20240117
099520,20260609
419270,20240808
430220,20250320
391060,20250514
258830,20250415
464680,20260623
052770,20250617
071200,20260114
101930,20250910
900120,20250717
119860,20241120
195990,20251002
131180,20260427
377400,20251224
067390,20240624
230980,20240521
174880,20240222
147760,20260504
244460,20260601
203690,20250702
006580,20240531
418210,20250708
437780,20251021
900280,20250114
052020,20260521
114810,20240228
078860,20250214
038880,20251031
445360,20260430
477530,20250923
424140,20250826
424140,20260330
455910,20260227
029960,20250616
088800,20251107
425290,20251001
214870,20250103
078860,20260327
006580,20241029
148140,20250508
053590,20250612
071850,20250707
290720,20250526
062970,20250131
313760,20240730
071460,20250423
189860,20250730
183490,20260609
245620,20240805
215090,20240920
405000,20241121
422040,20240614
377460,20260604
038340,20251201
473370,20250829
062970,20260319
263540,20250115
377400,20250828
430700,20250528
458320,20251218
062970,20260507
294090,20260414
180400,20250519
054180,20240702
258830,20250408
089970,20251110
380320,20250901
241710,20240424
067390,20240329
161570,20240522
088800,20250307
307180,20260316
150840,20250206
433530,20250919
131760,20260422
062970,20241210
377460,20260226
140410,20260427
065570,20250617
150840,20250313
215090,20250114
121850,20260518
422040,20240529
151910,20260305
203690,20240419
290520,20260227
425290,20251027
413600,20260119
473370,20251210
446840,20241216
002680,20250103
111870,20240328
214870,20251030
036690,20250627
073640,20240405
019590,20260210
065650,20260122
466910,20260109
268600,20250605
088800,20240904
078940,20251118
435620,20260608
082660,20260424
096040,20240614
096040,20241121
426550,20240711
115960,20260113
238200,20240829
044480,20260422
089890,20251114
377460,20260618
413630,20240607
032580,20260610
299910,20250423
049180,20250514
117670,20250912
442130,20250915
219750,20240611
127120,20240307
138580,20260102
436530,20240930
440110,20260121
117670,20241111
136510,20240408
071460,20260209
036690,20250430
019590,20260526
044180,20250307
418170,20250422
083660,20240226
096040,20240529
446750,20260605
331380,20260324
435620,20260105
106520,20260629
290380,20240603
422040,20250205
174880,20240806
244460,20241209
044060,20250507
268600,20260224
450940,20260512
136510,20260626
448370,20251001
119860,20241213
376190,20260122
397880,20241202
419270,20260504
021040,20250113
053290,20250801
426550,20250804
258830,20241217
078860,20250829
029960,20260209
492220,20250509
219750,20250207
217480,20240425
073540,20250319
436530,20250417
047820,20240611
413600,20260116
391060,20241205
001840,20250701
099320,20260123
160190,20250204
096690,20240813
096610,20240903
054630,20240814
442310,20250919
284620,20250805
033160,20260608
046970,20260409
149980,20260312
078860,20251210
215090,20240205
203690,20251119
019660,20250102
053290,20251128
323230,20241015
150840,20241107
038340,20240925
288330,20250718
036180,20260402
160190,20260519
372290,20250417
181340,20260527
189860,20251021
454640,20260209
096040,20250205
226440,20240129
016790,20250919
258830,20260112
023460,20250911
092600,20250328
041590,20241023
299910,20260209
082660,20251202
448370,20251027
065690,20250415
121800,20260508
043220,20250716
032800,20241022
427950,20241008
317120,20251021
425290,20260114
246250,20260319
294090,20260511
057880,20241021
412930,20251031
001840,20251016
047820,20250207
246250,20260507
421800,20250827
078940,20250730
208340,20240419
380320,20240822
082660,20240523
427950,20250502
421800,20241104
060240,20241023
046070,20240612
085910,20260518
192410,20250904
066410,20250718
476470,20251121
065150,20250718
078940,20240715
096610,20251128
430700,20251014
217480,20250805
117670,20240207
457390,20251110
182400,20240801
121800,20251117
425290,20260413
294090,20250715
177350,20250210
424140,20260410
454750,20251104
465320,20251106
121800,20241016
121800,20240510
380320,20250214
393360,20250926
430220,20260305
106520,20251017
011080,20260427
036630,20250414
066910,20260601
021040,20241031
114840,20240605
052770,20260123
138580,20241121
426550,20250828
031860,20251211
035610,20260520
435380,20251024
226440,20260402
065660,20251218
019590,20241125
038530,20260420
038340,20250508
468510,20250820
148140,20260121
422040,20260415
438580,20251209
066900,20260515
418170,20250724
419270,20240607
099520,20260624
064290,20260630
446150,20260129
001840,20260408
080720,20241204
269620,20250627
149980,20251017
036690,20240321
182400,20250331
448760,20260107
426550,20250729
446150,20250926
109960,20251128
203690,20260211
426550,20260127
131760,20260421
067390,20241004
226360,20240613
073640,20250401
405640,20250416
078940,20260320
080720,20260414
101390,20250904
458320,20260227
435620,20260529
106520,20240424
217620,20251224
307180,20260310
440790,20260424
417860,20251212
241820,20240416
106520,20250717
164060,20250827
386580,20251013
053590,20240725
377400,20250613
204630,20260114
313760,20250121
456440,20241125
164060,20241104
174880,20240405
214870,20241211
269620,20250430
049830,20260519
183490,20260624
032860,20240627
227100,20241205
023460,20250113
119610,20250203
124500,20251125
096040,20260415
419270,20260624
065570,20260123
427950,20260122
038500,20260211
181340,20250708
226950,20250604
149980,20250717
238200,20240814
313760,20251112
208340,20251119
062860,20260318
950130,20250922
331380,20251229
204630,20260413
068790,20260105
347860,20240517
203690,20250714
046070,20250624
348080,20241105
377400,20240313
203690,20250226
095610,20251030
044180,20260527
421800,20250213
244460,20240919
214870,20260527
331380,20250424
241820,20260611
032860,20241014
021040,20240508
068790,20250731
181340,20260421
222160,20240612
092600,20251215
065690,20241217
439730,20250211
051780,20241220
088290,20260601
131030,20260407
002680,20241211
001840,20260323
451700,20260204
203690,20250918
225590,20260508
433530,20251216
033160,20260529
053590,20250827
270520,20260507
442770,20260420
041590,20241122
294090,20250604
217620,20250521
204630,20250825
424140,20251203
053590,20241104
424140,20250731
219750,20250220
287410,20241021
418250,20250903
062860,20241203
246250,20250610
241770,20251112
024810,20260508
151910,20240315
175250,20250908
117670,20240812
203690,20240503
080000,20250508
386580,20260612
208860,20240809
222160,20241017
199430,20251223
065690,20260112
060240,20241122
151910,20240604
230980,20250826
151910,20240926
101930,20260416
415580,20250609
208340,20240126
435620,20251010
400840,20250812
405640,20240105
427950,20241115
298060,20250519
380540,20260615
012210,20260213
123840,20250310
023460,20241031
139050,20250930
071460,20251022
177350,20260630
415580,20260512
405000,20260205
066790,20241127
439410,20250826
439410,20260330
071460,20240124
448370,20260407
240810,20260202
290690,20240110
024810,20251117
312610,20260403
101390,20260601
219750,20240311
222810,20250716
024810,20241016
424140,20260203
024810,20240510
164060,20250213
274090,20260123
033200,20240223
226360,20251201
032685,20250703
175250,20250909
175140,20250821
036690,20250227
377460,20240912
047820,20250220
041590,20240527
230980,20240412
263540,20241224
054180,20250321
445970,20250901
046070,20250916
276730,20260511
203690,20250711
052770,20260403
445360,20260504
029960,20251022
014200,20241203
066790,20250113
182400,20250318
038880,20260506
052020,20260427
052670,20260313
032800,20240327
085910,20260213
082660,20250228
019660,20240730
062970,20250317
062970,20250527
083660,20240129
033200,20240214
269620,20240321
115960,20260424
217620,20260106
138580,20260415
386580,20241230
439730,20260429
123750,20240708
222810,20241111
071460,20250411
314130,20240722
214870,20250708
047820,20240311
050090,20260210
053290,20260120
136510,20250513
052670,20240605
068940,20250821
219750,20240402
208340,20250226
062860,20240709
148140,20250327
445970,20250903
294090,20260401
405640,20250218
037950,20250610
393360,20251107
442310,20251216
038340,20260121
174900,20260113
019590,20250822
151910,20250716
340930,20250227
106520,20240521
121800,20250611
430700,20260605
299910,20251022
101360,20240311
139050,20250806
436530,20250414
406760,20250623
393970,20260402
299910,20240124
446150,20251030
053590,20250213
044180,20260421
180400,20250430
174880,20250401
214310,20241101
377460,20251226
024950,20260325
021045,20260605
298060,20250508
214610,20251119
900280,20250410
119860,20250801
294570,20250610
050090,20260526
227100,20240703
448740,20260629
257720,20240531
065570,20260403
124500,20241213
393360,20250307
219750,20241112
023460,20260304
421800,20240509
040350,20251217
372290,20250414
222810,20260331
477530,20250826
900280,20240909
091440,20251118
096630,20260424
032280,20241217
047820,20240402
331920,20260413
224060,20250916
405640,20250530
052770,20250808
208340,20240503
268600,20240612
456440,20250822
389470,20250610
014200,20240709
208860,20240401
406760,20241220
062860,20240927
071460,20240625
391060,20251124
400840,20251110
139050,20250108
040160,20260409
151910,20240816
418170,20250805
200230,20250523
393360,20240904
299910,20250411
208860,20241129
101390,20241209
021880,20260626
439730,20260317
215090,20250410
433530,20250516
439730,20250225
046070,20250730
380320,20240603
413600,20251208
031860,20240326
054180,20251118
353190,20260429
455310,20250331
279600,20250512
027040,20250324
093640,20250917
148140,20240628
032860,20240905
313760,20240614
023790,20251013
151910,20241025
046070,20240715
222160,20250916
950130,20250829
115960,20240523
054630,20260615
268600,20241017
010280,20240604
436530,20241028
028080,20260424
010280,20240926
352770,20250922
208340,20250711
377400,20250602
448760,20260519
284620,20250723
066790,20260430
452980,20260612
208340,20241011
418250,20240618
446840,20250806
391060,20260210
115310,20250728
217620,20250613
066410,20251224
304840,20251002
073540,20240704
438580,20250630
108490,20250528
096690,20250626
174880,20251001
405640,20250807
437730,20251208
214610,20260211
290520,20251211
313760,20240529
405000,20250811
139050,20250326
421800,20251204
021045,20250623
175140,20240708
065570,20250808
078130,20240213
014200,20240927
372290,20241028
457630,20250916
068790,20251010
040350,20260226
079970,20250218
377460,20241007
418250,20260227
057880,20250210
413630,20240201
101670,20251105
445360,20260624
088800,20240930
139050,20250421
323230,20250206
071460,20241022
230980,20260410
033340,20240717
071850,20260623
323230,20250313
442130,20260223
032980,20260520
299910,20240625
080000,20260121
439250,20260612
415580,20241128
405640,20250428
030350,20250929
138580,20260205
391060,20260526
900300,20260526
438220,20240320
435870,20250331
046070,20260320
439410,20260410
044180,20240102
082210,20250519
217480,20250723
096610,20260518
096610,20240809
226360,20240619
412930,20260506
057880,20240206
214310,20250725
091440,20250730
008290,20260428
027040,20260522
073640,20260407
174880,20251027
200230,20260609
052770,20251219
288330,20250521
175140,20260316
263050,20260316
068940,20240708
119610,20240827
263540,20240208
079970,20250530
040350,20260618
175140,20251023
033500,20251030
139050,20250925
448830,20260424
096040,20250811
386580,20251106
196300,20250410
405000,20250910
187790,20241106
123750,20250312
435380,20250605
072520,20260528
219550,20250519
397880,20250304
389680,20260508
068940,20240125
313760,20250205
391060,20251126
175250,20250812
427950,20240528
393360,20260422
136510,20240719
071460,20260521
224060,20250331
024810,20250611
053590,20240509
111870,20241203
023460,20250523
222160,20240801
066410,20250521
439730,20250102
054180,20250730
065150,20250521
208710,20250515
448830,20250821
192410,20240919
036180,20260311
227100,20251124
214610,20250918
446750,20251125
424140,20240930
016790,20250516
299910,20241022
092600,20251024
448740,20260407
032800,20260427
258830,20241202
089030,20240228
446840,20250326
019570,20260223
241820,20241205
219550,20240925
068940,20260316
352770,20260327
101000,20240202
397880,20251218
038340,20250327
090710,20240304
445970,20260227
029960,20260521
088800,20251105
067630,20250612
222160,20240715
425290,20250926
097800,20260513
227100,20240221
099520,20240201
046070,20251021
073640,20250923
065570,20251219
435380,20260224
276730,20260401
222160,20250331
079950,20260119
391060,20251113
230980,20240513
097780,20260422
052770,20250902
019660,20250121
071200,20251030
010280,20240816
386580,20240118
288330,20260106
014200,20251014
082660,20260622
378800,20241030
347860,20241216
080720,20250703
151910,20240828
159910,20240125
230980,20260105
244460,20241008
442900,20251013
115440,20260409
455310,20250318
049180,20260526
323230,20241107
422040,20250919
424140,20250417
377460,20241030
442770,20260108
136510,20240215
454640,20260521
304360,20240911
079970,20250428
036180,20250707
386580,20240826
226440,20260311
309930,20260521
040910,20251217
436610,20241002
299910,20260521
010280,20241025
101390,20240919
433530,20260513
230980,20251203
900300,20241125
268600,20250916
391060,20241125
446840,20250402
230980,20250731
244460,20250502
139050,20240723
446150,20260527
033200,20250822
066410,20260106
413600,20260423
214610,20260420
397880,20250106
065150,20260106
219750,20240912
377400,20241206
430460,20260528
448740,20250923
389470,20250527
111870,20240709
023460,20260609
439410,20251203
380320,20251002
175250,20251020
439410,20250731
442770,20260219
062970,20240322
287410,20250210
082800,20240213
096610,20240401
391060,20260312
313760,20260415
436530,20250617
436610,20260123
072520,20240415
065570,20250902
421800,20250901
038340,20240628
191410,20251229
066430,20240502
078130,20250123
096610,20241129
096040,20250919
187790,20250313
230980,20260203
224060,20251021
052770,20250626
057880,20250813
089230,20240202
138580,20250811
204630,20250926
308100,20250429
458320,20251211
226440,20250707
474660,20260109
227100,20251126
043100,20240910
047820,20240912
115960,20250228
396270,20260102
439410,20260203
148140,20251120
123840,20260115
352770,20250829
161570,20241108
377400,20260511
021040,20240607
477530,20260608
150840,20250311
111870,20240927
115610,20251010
119860,20260120
269620,20250718
442900,20260612
318020,20240220
421800,20250903
040910,20260226
068940,20250312
245620,20260528
080000,20250327
139050,20240426
031860,20250911
396270,20251223
111870,20240702
435620,20250609
222160,20251021
418210,20250123
405000,20250429
106080,20260513
900280,20250702
352770,20251210
386580,20250110
419270,20260113
268600,20240801
477530,20260105
457390,20260319
227100,20251113
089530,20240319
435620,20260512
001840,20260116
442310,20260513
044490,20250620
426550,20260414
031860,20260515
096610,20260213
050090,20250822
418170,20250205
465320,20260402
436610,20250418
477530,20251203
065570,20250626
457390,20241210
294140,20260528
025440,20241118
457630,20251021
477530,20250731
175140,20260310
164060,20250901
057880,20251127
263050,20260310
071460,20260306
439250,20251106
051780,20250311
065170,20260528
127120,20240202
393360,20260421
268600,20240715
066410,20250613
241820,20240703
153460,20260414
900120,20260608
033290,20240201
065690,20241202
268600,20250331
215090,20241101
121800,20250704
386580,20240226
448830,20260316
279600,20250310
333050,20260519
436610,20260220
096040,20250429
476470,20260128
412930,20250618
406760,20260626
010280,20240828
106520,20240412
200230,20260624
427950,20260619
400840,20241218
109960,20260213
446150,20260421
477530,20260203
066410,20240313
164060,20250903
057880,20250616
072520,20240724
139050,20251111
131030,20260330
440790,20260622
073640,20240718
208340,20240409
227100,20260312
068940,20260310
064260,20250612
062860,20260605
208340,20260409
377460,20241021
097780,20260421
290380,20250324
244460,20241115
458610,20260306
072520,20260107
161570,20250304
425290,20251107
208340,20260206
062970,20250911
043100,20240906
182400,20250325
053590,20250901
317240,20241213
096690,20260428
258790,20250701
096610,20250819
418170,20250723
096690,20240827
111870,20251014
433530,20250514
412540,20260612
019590,20251117
023440,20260417
083660,20250630
430230,20260306
019590,20240510
036690,20250804
439730,20250724
442770,20251027
068240,20260325
405640,20260417
023460,20241219
425290,20250307
287410,20250813
421800,20250214
456440,20260508
031860,20250722
161570,20251218
436610,20260403
448370,20260330
136510,20241226
419540,20260506
065650,20250710
019660,20240614
393970,20260311
