code,date
448370,20260113
058450,20251209
217620,20251105
422040,20260209
274090,20260112
016790,20260521
149980,20251016
445970,20260115
066790,20241008
413600,20250311
078940,20260312
039980,20240527
376190,20250919
073640,20240819
268600,20241011
123750,20241004
040350,20250922
106520,20240531
393360,20251023
466910,20260625
182400,20260629
214610,20260430
244460,20241121
044060,20250805
071460,20250509
115960,20250321
269620,20250124
065150,20260421
047820,20240618
106520,20240108
178780,20240105
412930,20250827
418210,20241106
062970,20241209
298060,20260114
455310,20260409
066900,20260623
436610,20240202
041590,20240730
065690,20250819
106520,20241029
454750,20260420
304360,20241226
427950,20250811
115960,20250624
187790,20250430
388800,20251125
046070,20240409
446150,20260316
078860,20260612
064260,20250718
079970,20250421
096040,20260209
386580,20260204
149980,20260408
246250,20260601
298060,20260413
226440,20240205
096610,20240517
372290,20240415
052670,20260309
082660,20251021
457390,20250703
215090,20240326
148140,20250926
245620,20241213
227100,20240229
049180,20260130
174880,20240729
442130,20250610
065650,20250429
073640,20250306
417840,20260506
092190,20260506
290690,20260520
405640,20240723
111870,20250516
009620,20260507
044180,20240307
050090,20250721
078940,20240117
052020,20250716
119860,20260508
151910,20240624
234920,20251203
056090,20240219
082210,20251001
313760,20250210
214310,20250722
221840,20260306
438220,20250110
071460,20241118
482520,20260120
026910,20260612
435870,20260409
284620,20260630
123010,20250113
246710,20251210
263540,20240130
079970,20250925
355390,20250110
073540,20240923
427950,20250910
299910,20250509
019660,20241021
032980,20250519
440790,20250730
298060,20250825
033290,20240116
226360,20250515
418250,20250115
049080,20260407
435870,20260206
405100,20240129
317690,20240821
018700,20260421
119860,20251117
219550,20251001
377460,20251002
065170,20241213
046070,20251124
284620,20250813
208340,20240808
078130,20250313
096690,20241202
438580,20260514
119860,20241016
138580,20250423
396270,20251020
139050,20240731
393360,20250228
066790,20260122
071200,20251202
203690,20260504
234920,20260203
241820,20251121
082210,20251027
053950,20260428
117670,20251201
071850,20250725
001840,20250623
151910,20240329
182400,20251017
049180,20250620
070300,20240724
224060,20260409
052020,20240816
227100,20240110
455310,20260602
269620,20260330
217480,20260630
226360,20240722
426550,20240422
124500,20241223
175140,20241004
290380,20241105
174880,20250117
226950,20250808
458870,20251020
115960,20251118
224060,20260206
066410,20240102
412930,20250213
100790,20251223
219550,20251027
032685,20260317
046070,20260602
439730,20251226
217480,20250813
419270,20250710
456490,20260527
052020,20241025
299910,20241118
391060,20250319
436610,20250415
418210,20250313
039310,20240305
036630,20250415
430230,20241118
036690,20260410
440790,20260320
023790,20260506
386580,20250618
222160,20240409
021040,20240528
413600,20250513
050090,20260128
180400,20250926
222160,20260409
177350,20240627
161570,20260414
284620,20251127
426550,20250414
436530,20260107
035890,20250828
175140,20240801
226360,20240327
214450,20250430
067630,20251224
091440,20251124
016790,20240327
372290,20240724
222160,20260206
258830,20250924
068940,20241004
321370,20260128
066410,20240930
426550,20250609
402030,20250616
164060,20241206
473370,20251106
150840,20251224
052710,20250918
093640,20250829
099520,20260616
056090,20240312
317240,20241125
457630,20240409
307280,20250429
064800,20260506
446840,20240617
199430,20251212
354320,20260128
457630,20260409
066790,20241115
054630,20250908
372290,20260107
208860,20241216
449020,20260615
446840,20240731
458320,20250904
023460,20251215
177350,20241014
348080,20250915
073640,20260113
089530,20240527
047080,20240909
452670,20260422
169330,20260105
012340,20260414
065570,20250404
269620,20251107
425290,20260424
062970,20240919
284620,20250616
219750,20240603
419270,20260617
340930,20260410
032685,20260615
054180,20251124
407400,20250417
175140,20250331
174880,20240819
427950,20240626
073190,20260428
046070,20251126
217480,20251127
093640,20251210
067630,20250828
091440,20260210
203690,20240607
455250,20240718
388800,20241213
068940,20240801
115160,20260423
072520,20250801
406760,20240507
321820,20240919
079970,20251230
435620,20260528
466910,20251104
040910,20250922
224060,20260602
054630,20250909
183490,20260616
425290,20250821
002680,20241015
440790,20251021
097800,20260427
446190,20250915
192410,20251223
010280,20240624
419270,20260616
208340,20240115
040350,20250829
477760,20260406
023460,20250219
065650,20251216
214310,20260304
288330,20251105
067630,20250729
115960,20250730
136510,20250310
448740,20260113
208340,20260504
182400,20250923
426550,20241028
043090,20250205
196490,20241213
446150,20260310
435380,20260611
053590,20241206
181340,20260610
071200,20251023
091440,20260526
054180,20260210
900070,20260508
036690,20240513
418170,20250409
309710,20251013
072520,20251128
217480,20250616
047820,20240603
115960,20240715
032685,20250102
148140,20251030
439250,20260204
038340,20250926
377400,20250617
049180,20250319
276730,20240813
219550,20260114
418170,20250210
121800,20251031
174880,20250306
089030,20240226
419530,20250604
900280,20250911
422040,20251022
150840,20250521
203690,20260624
391060,20260128
115180,20250528
269620,20240904
066410,20251105
222160,20260602
427950,20250429
179900,20260625
065150,20251105
308100,20250411
101390,20260102
101670,20250625
263540,20240827
433530,20260427
041590,20250121
056090,20240418
258830,20240716
386580,20250207
049180,20250721
092600,20260416
078860,20251106
054180,20260526
036690,20251203
258830,20250416
455310,20260629
219550,20260413
123840,20241002
036690,20250731
406760,20240223
091440,20251126
083660,20240205
413640,20240115
078590,20260514
436610,20241217
457630,20260602
089030,20240426
204630,20260424
060240,20250121
041590,20251112
058450,20250630
425290,20251202
419270,20250528
062860,20240902
161570,20260511
115960,20260320
430700,20260210
215090,20250911
181340,20241106
030350,20260205
214610,20260609
117670,20250508
430460,20250801
117670,20240619
096040,20251022
405000,20250411
406760,20240214
060240,20251112
457390,20241023
397880,20250703
121850,20260512
029960,20260305
096040,20240124
096610,20260325
050960,20241213
025440,20240425
204630,20250821
139050,20251217
046070,20260312
078940,20241223
181340,20250522
151910,20241004
444920,20260311
304360,20250214
054180,20251126
268600,20240409
421800,20260115
036690,20260203
006580,20251125
268600,20260409
161570,20250715
062860,20240620
119860,20250611
079970,20251111
091440,20251113
036180,20250410
043220,20250519
175250,20250807
150840,20260106
430700,20260526
058450,20260311
309710,20260612
415580,20250204
178780,20240219
900280,20241127
140410,20260520
268600,20260206
182400,20240521
435870,20260629
437780,20250826
323230,20250718
454640,20260305
032940,20260112
419270,20240702
064090,20260227
101930,20240304
014200,20240902
043090,20260415
415580,20260519
244460,20260205
405640,20250211
393360,20260622
195990,20260402
065690,20250924
106080,20260427
096040,20250411
454750,20260108
054180,20251113
900280,20250113
175140,20250318
304360,20241227
032800,20241025
221840,20250424
297090,20260415
054630,20251015
442310,20260427
269620,20260422
245620,20250801
422040,20240625
090710,20240207
080000,20250926
044180,20260610
180400,20251107
038880,20250901
224060,20260629
258830,20241204
139050,20260604
204630,20251202
044060,20250723
415580,20250917
226440,20250410
071850,20260420
101390,20241121
101930,20250424
196170,20240308
208340,20260624
016790,20260427
415580,20251114
227100,20260128
091440,20260312
123840,20250418
313760,20250423
177350,20240905
139050,20260226
452670,20260421
054180,20241125
046070,20251017
164060,20260115
214610,20260504
180400,20250307
065650,20250516
038340,20250103
068940,20250318
445360,20250710
031860,20250929
096610,20241216
450940,20260326
151910,20240103
438220,20240129
200230,20260619
038880,20250903
222160,20260629
418170,20260630
065170,20250801
227100,20240417
024810,20251031
096040,20240625
054180,20260312
123840,20260220
054630,20251029
424140,20250625
268600,20260602
436530,20250408
160600,20240708
425290,20251023
418170,20250813
014100,20240227
044180,20241106
418250,20241224
046070,20240424
214870,20241106
427950,20251216
139050,20260618
462020,20260413
040910,20250829
160600,20240125
436610,20240522
098120,20250923
457630,20260629
442900,20260204
046070,20250717
019590,20260313
427950,20260416
430690,20260422
900280,20241031
372290,20250408
035620,20260420
150840,20250613
446840,20241018
373200,20260424
181340,20251103
372290,20250204
476470,20241203
405640,20260429
038340,20251030
161570,20250604
041520,20260527
065690,20240716
376190,20250516
007330,20260403
053590,20260115
438220,20260402
101670,20250116
241820,20240701
019590,20240605
455250,20260330
294630,20240304
445360,20260617
204630,20240708
372290,20260519
386580,20250220
457390,20241122
073570,20260402
313760,20260209
244460,20240820
298060,20250926
023790,20240611
021040,20240116
174900,20251118
010280,20241004
224060,20251017
377400,20260123
080720,20260615
106520,20240805
148140,20260527
096040,20241022
123840,20260403
456440,20260313
422040,20260521
119610,20241218
066430,20260520
001840,20260626
138580,20250411
445360,20260616
113810,20241218
465320,20260212
057880,20240627
043910,20260519
078130,20240318
052670,20250311
053350,20250619
023460,20251024
006580,20241213
418170,20251127
101400,20260428
214310,20240911
062970,20250929
377030,20260414
