Halt Date,Halt Time,Symbol,Name,Exchange,Reason,Resume Date,NYSE Resume Time
2026-01-30,19:50:00,AREBW,"""American Rebel Holdings, Inc. Warrants""",Nasdaq,News pending,2026-02-02,09:05:00
2026-01-30,19:50:00,AREBW,"""American Rebel Holdings, Inc. Warrants""",Nasdaq,News pending,,
2026-01-30,19:50:00,ATOS,"""Atossa Therapeutics, Inc. Common Stock""",Nasdaq,News pending,,
2026-01-30,19:50:00,ATOS,"""Atossa Therapeutics, Inc. Common Stock""",Nasdaq,News pending,2026-02-02,09:00:00
2026-01-30,19:50:00,FSFG,"""First Savings Financial Group, Inc""",Nasdaq,News pending,,
2026-01-30,19:50:00,PBMWW,Psyence Biomedical Ltd. Warrant,Nasdaq,News pending,,
2026-01-30,19:50:00,PBMWW,Psyence Biomedical Ltd. Warrant,Nasdaq,News pending,2026-02-02,09:05:00
2026-01-30,19:50:00,PCH,PotlatchDeltic Corporation Common Stock,Nasdaq,News pending,,
2026-01-30,19:50:00,AREB,"""American Rebel Holdings, Inc. Common Stock""",Nasdaq,News pending,2026-02-02,09:00:00
2026-01-30,19:50:00,AREB,"""American Rebel Holdings, Inc. Common Stock""",Nasdaq,News pending,,
2026-01-30,19:50:00,PBM,Psyence Biomedical Ltd. Common Shares,Nasdaq,News pending,,
2026-01-30,19:50:00,PBM,Psyence Biomedical Ltd. Common Shares,Nasdaq,News pending,2026-02-02,09:00:00
2026-01-30,16:25:00,QETAU,Quetta Acquisition Corporation Unit,Nasdaq,News pending,2026-01-30,17:05:00
2026-01-30,16:25:00,QETAR,Quetta Acquisition Corporation Right,Nasdaq,News pending,2026-01-30,17:05:00
2026-01-30,16:25:00,QETA,Quetta Acquisition Corporation Common Stock,Nasdaq,News pending,2026-01-30,17:00:00
2026-01-30,16:08:12,AZNH,AstraZeneca PLC ADRhedged,NYSE Arca,News Released,,
2026-01-30,15:47:23,INLF,INLIF LIMITED Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,16:00:00
2026-01-30,15:42:56,PHOE,Phoenix Asia Holdings Limited Ordinary Shares,Nasdaq,LULD pause,2026-01-30,16:00:00
2026-01-30,15:42:25,ELPW,Elong Power Holding Limited Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,16:00:00
2026-01-30,15:37:08,ELPW,Elong Power Holding Limited Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:42:08
2026-01-30,15:36:14,TCGL,TechCreate Group Ltd.,NYSE American,LULD pause,2026-01-30,15:41:14
2026-01-30,15:34:51,PLBL,Polibeli Group Ltd Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:39:51
2026-01-30,15:34:26,YI,"""111, Inc. American Depositary Shares""",Nasdaq,LULD pause,2026-01-30,15:39:26
2026-01-30,15:32:38,INLF,INLIF LIMITED Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:37:38
2026-01-30,15:31:53,ELPW,Elong Power Holding Limited Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:36:53
2026-01-30,15:26:25,INLF,INLIF LIMITED Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:31:25
2026-01-30,15:25:30,PHOE,Phoenix Asia Holdings Limited Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:42:28
2026-01-30,15:20:30,INLF,INLIF LIMITED Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:25:30
2026-01-30,15:20:06,PHOE,Phoenix Asia Holdings Limited Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:25:06
2026-01-30,15:14:23,ELPW,Elong Power Holding Limited Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:31:38
2026-01-30,15:09:11,YI,"""111, Inc. American Depositary Shares""",Nasdaq,LULD pause,2026-01-30,15:29:12
2026-01-30,15:09:10,INLF,INLIF LIMITED Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:19:10
2026-01-30,15:04:07,ELPW,Elong Power Holding Limited Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:14:08
2026-01-30,15:03:41,YI,"""111, Inc. American Depositary Shares""",Nasdaq,LULD pause,2026-01-30,15:08:41
2026-01-30,15:03:36,INLF,INLIF LIMITED Class A Ordinary Shares,Nasdaq,LULD pause,2026-01-30,15:08:36
