Halt Date,Halt Time,Symbol,Name,Exchange,Reason,Resume Date,NYSE Resume Time
2024-10-31,19:50:00,FGFPP,Fundamental Global Inc. 8.00% Cumulative Preferred Stock,Nasdaq,News pending,,
2024-10-31,19:50:00,FGFPP,Fundamental Global Inc. 8.00% Cumulative Preferred Stock,Nasdaq,News pending,2024-11-01,09:05:00
2024-10-31,19:50:00,GVP,"""GSE Systems, Inc.""",Nasdaq,News pending,,
2024-10-31,19:50:00,ITI,"""Iteris, Inc.""",Nasdaq,News pending,,
2024-10-31,19:50:00,FGF,Fundamental Global Inc. Common Stock,Nasdaq,News pending,2024-11-01,09:00:00
2024-10-31,19:50:00,FGF,Fundamental Global Inc. Common Stock,Nasdaq,News pending,,
2024-10-31,14:07:35,HPAI,Helport AI Limited Ordinary Shares,Nasdaq,LULD pause,2024-10-31,14:17:35
2024-10-31,13:53:23,HPAI,Helport AI Limited Ordinary Shares,Nasdaq,LULD pause,2024-10-31,14:03:23
2024-10-31,12:29:42,YOSH,Yoshiharu Global Co. Class A Common Stock,Nasdaq,LULD pause,2024-10-31,12:34:42
2024-10-31,12:20:01,YOSH,Yoshiharu Global Co. Class A Common Stock,Nasdaq,LULD pause,2024-10-31,12:25:01
2024-10-31,12:11:40,FIAC,Focus Impact Acquisition Corp. Class A Common Stock,Nasdaq,LULD pause,2024-10-31,12:16:40
2024-10-31,11:18:42,GRP U,Granite Real Estate Investment Trust,NYSE,LULD pause,2024-10-31,11:23:42
2024-10-31,10:32:20,BFRI,Biofrontera Inc. Common Stock,Nasdaq,LULD pause,2024-10-31,10:37:20
2024-10-31,10:17:20,TMTCU,TMT Acquisition Corp Unit,Nasdaq,LULD pause,2024-10-31,10:27:20
2024-10-31,10:11:36,VCNX,"""Vaccinex, Inc. Common Stock""",Nasdaq,LULD pause,2024-10-31,10:21:36
2024-10-31,10:04:16,DJT,Trump Media & Technology Group Corp. Common Stock,Nasdaq,LULD pause,2024-10-31,10:09:16
2024-10-31,10:00:34,VCNX,"""Vaccinex, Inc. Common Stock""",Nasdaq,LULD pause,2024-10-31,10:10:34
2024-10-31,09:56:04,RGC,Regencell Bioscience Holdings Limited Ordinary Shares,Nasdaq,LULD pause,2024-10-31,10:06:04
2024-10-31,09:53:53,DJT,Trump Media & Technology Group Corp. Common Stock,Nasdaq,LULD pause,2024-10-31,09:58:53
2024-10-31,09:50:05,RGC,Regencell Bioscience Holdings Limited Ordinary Shares,Nasdaq,LULD pause,2024-10-31,09:55:05
