Halt Date,Halt Time,Symbol,Name,Exchange,Reason,Resume Date,NYSE Resume Time
2025-10-31,19:50:00,CFSB,"""CFSB Bancorp, Inc. Common Stock""",Nasdaq,News pending,,
2025-10-31,19:50:00,ABPWW,"""Abpro Holdings, Inc. Warrant""",Nasdaq,News pending,,
2025-10-31,19:50:00,ABPWW,"""Abpro Holdings, Inc. Warrant""",Nasdaq,News pending,2025-11-03,09:05:00
2025-10-31,19:50:00,CJET,"""Chijet Motor Company, Inc. Ordinary Shares""",Nasdaq,News pending,2025-11-03,09:00:00
2025-10-31,19:50:00,CJET,"""Chijet Motor Company, Inc. Ordinary Shares""",Nasdaq,News pending,,
2025-10-31,19:50:00,ABP,"""Abpro Holdings, Inc Common Stock""",Nasdaq,News pending,2025-11-03,09:00:00
2025-10-31,19:50:00,ABP,"""Abpro Holdings, Inc Common Stock""",Nasdaq,News pending,,
2025-10-31,19:50:00,RETO,"""ReTo Eco-Solutions, Inc. Class A Shares""",Nasdaq,News pending,,
2025-10-31,19:50:00,RETO,"""ReTo Eco-Solutions, Inc. Class A Shares""",Nasdaq,News pending,2025-11-03,09:00:00
2025-10-31,19:50:00,ADTX,"""Aditxt, Inc. Common Stock""",Nasdaq,News pending,,
2025-10-31,19:50:00,ADTX,"""Aditxt, Inc. Common Stock""",Nasdaq,News pending,2025-11-03,09:00:00
2025-10-31,16:08:39,PSFE WS,"""Paysafe Limited Warrants, exercisable for one Common Share of Paysafe Limited at a price of $138.00 per share""",NYSE,News Released,,
2025-10-31,15:58:17,ATMVU,AlphaVest Acquisition Corp Unit,Nasdaq,LULD pause,2025-10-31,16:06:37
2025-10-31,15:45:04,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,16:00:00
2025-10-31,14:51:00,NMG,Nouveau Monde Graphite Inc.,NYSE,News pending,2025-10-31,15:31:33
2025-10-31,14:41:59,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,14:46:59
2025-10-31,14:19:12,APLM,Apollomics Inc. Class A Ordinary Shares,Nasdaq,LULD pause,2025-10-31,14:24:12
2025-10-31,13:50:40,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,14:00:40
2025-10-31,13:45:12,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,13:50:12
2025-10-31,13:00:41,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,13:05:41
2025-10-31,12:58:41,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,13:08:41
2025-10-31,12:52:48,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,12:57:48
2025-10-31,12:41:10,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,12:51:10
2025-10-31,12:34:59,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,12:39:59
2025-10-31,12:24:09,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,12:34:09
2025-10-31,12:06:39,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,12:19:14
2025-10-31,12:01:12,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,12:06:12
2025-10-31,11:11:40,TGE,The Generation Essentials Group,NYSE,LULD pause,2025-10-31,11:16:43
2025-10-31,10:58:11,NOMA,NOMADAR Corp. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,11:59:10
2025-10-31,10:57:28,APLM,Apollomics Inc. Class A Ordinary Shares,Nasdaq,LULD pause,2025-10-31,11:02:28
2025-10-31,10:56:21,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,11:01:21
2025-10-31,10:46:17,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,10:51:17
2025-10-31,10:32:17,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,10:42:17
2025-10-31,10:26:57,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,10:31:57
2025-10-31,10:20:51,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,10:25:51
2025-10-31,10:07:11,TWNP,Twin Hospitality Group Inc. Class A Common Stock,Nasdaq,LULD pause,2025-10-31,10:12:11
2025-10-31,10:04:22,NCEL,NewcelX Ltd. Ordinary Shares,Nasdaq,LULD pause,2025-10-31,10:09:22
2025-10-31,10:00:09,APLM,Apollomics Inc. Class A Ordinary Shares,Nasdaq,LULD pause,2025-10-31,10:05:09
2025-10-31,09:58:53,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,10:13:53
2025-10-31,09:52:16,NCEL,NewcelX Ltd. Ordinary Shares,Nasdaq,LULD pause,2025-10-31,10:02:16
2025-10-31,09:49:15,IMTE,Integrated Media Technology Limited Ordinary Shares,Nasdaq,LULD pause,2025-10-31,09:54:15
2025-10-31,09:48:25,BQ,Boqii Holding Limited,NYSE American,LULD pause,2025-10-31,09:58:25
2025-10-31,09:44:45,NCEL,NewcelX Ltd. Ordinary Shares,Nasdaq,LULD pause,2025-10-31,09:49:45
