Halt Date,Halt Time,Symbol,Name,Exchange,Reason,Resume Date,NYSE Resume Time
2025-06-30,19:50:00,RDFN,Redfin Corporation Common Stock,Nasdaq,News pending,,
2025-06-30,19:50:00,INZY,"""Inozyme Pharma, Inc. Common Stock""",Nasdaq,News pending,,
2025-06-30,19:50:00,EBTC,Enterprise Bancorp Inc.,Nasdaq,News pending,,
2025-06-30,19:50:00,SHYF,"""The Shyft Group, Inc. Common Stock""",Nasdaq,News pending,,
2025-06-30,19:50:00,SWTX,"""SpringWorks Therapeutics, Inc. Common Stock""",Nasdaq,News pending,,
2025-06-30,19:50:00,HSDT,"""Helius Medical Technologies, Inc. Class A Common Stock (DE)""",Nasdaq,News pending,2025-07-01,09:00:00
2025-06-30,19:50:00,HSDT,"""Helius Medical Technologies, Inc. Class A Common Stock (DE)""",Nasdaq,News pending,,
2025-06-30,19:50:00,SSBK,"""Southern States Bancshares, Inc. Common""",Nasdaq,News pending,,
2025-06-30,16:33:36,BPT,BP Prudhoe Bay Royalty Trust,NYSE,News Released,,
2025-06-30,16:07:43,BPT,BP Prudhoe Bay Royalty Trust,NYSE,News pending,See Subsequent Halt,See Subsequent Halt
2025-06-30,16:01:00,BULLZ,Webull Corporation Incentive Warrant,Nasdaq,News pending,,
2025-06-30,15:46:36,SCAG,Scage Future American Depositary Shares,Nasdaq,LULD pause,2025-06-30,16:00:00
2025-06-30,15:27:18,ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,Nasdaq,LULD pause,2025-06-30,15:32:18
2025-06-30,15:26:24,SDM,Smart Digital Group Limited Ordinary Shares,Nasdaq,LULD pause,2025-06-30,15:31:24
2025-06-30,15:21:05,GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,Nasdaq,LULD pause,2025-06-30,15:26:05
2025-06-30,15:05:14,GNLN,"""Greenlane Holdings, Inc. Class A Common Stock""",Nasdaq,LULD pause,2025-06-30,15:10:14
2025-06-30,14:51:58,MIMI,Mint Incorporation Limited Class A Ordinary Shares,Nasdaq,LULD pause,2025-06-30,14:56:58
2025-06-30,14:46:23,MIMI,Mint Incorporation Limited Class A Ordinary Shares,Nasdaq,LULD pause,2025-06-30,14:51:23
2025-06-30,14:40:37,MIMI,Mint Incorporation Limited Class A Ordinary Shares,Nasdaq,LULD pause,2025-06-30,14:45:37
2025-06-30,14:35:06,YAAS,Youxin Technology Ltd Class A Ordinary shares,Nasdaq,LULD pause,2025-06-30,14:40:06
2025-06-30,14:29:41,YAAS,Youxin Technology Ltd Class A Ordinary shares,Nasdaq,LULD pause,2025-06-30,14:34:41
2025-06-30,14:24:06,YAAS,Youxin Technology Ltd Class A Ordinary shares,Nasdaq,LULD pause,2025-06-30,14:29:06
2025-06-30,14:06:58,JVSAU,JVSPAC Acquisition Corp. Unit,Nasdaq,LULD pause,2025-06-30,14:11:58
