Halt Date,Halt Time,Symbol,Name,Exchange,Reason,Resume Date,NYSE Resume Time
2025-07-31,19:50:00,DRMAW,"""Dermata Therapeutics, Inc. Warrant""",Nasdaq,News pending,2025-08-01,09:05:00
2025-07-31,19:50:00,DRMAW,"""Dermata Therapeutics, Inc. Warrant""",Nasdaq,News pending,,
2025-07-31,19:50:00,DRMA,"""Dermata Therapeutics, Inc. Common Stock""",Nasdaq,News pending,,
2025-07-31,19:50:00,DRMA,"""Dermata Therapeutics, Inc. Common Stock""",Nasdaq,News pending,2025-08-01,09:00:00
2025-07-31,19:50:00,HCTI,"""Healthcare Triangle, Inc. Common Stock""",Nasdaq,News pending,2025-08-01,09:00:00
2025-07-31,19:50:00,HCTI,"""Healthcare Triangle, Inc. Common Stock""",Nasdaq,News pending,,
2025-07-31,16:01:07,LENZ,"""LENZ Therapeutics, Inc. Common Stock""",Nasdaq,News pending,2025-07-31,16:30:00
2025-07-31,15:29:58,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,15:34:58
2025-07-31,15:24:36,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,15:29:36
2025-07-31,15:17:22,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,15:22:22
2025-07-31,15:07:19,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,15:12:19
2025-07-31,15:01:45,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,15:06:45
2025-07-31,14:56:14,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,15:01:14
2025-07-31,14:46:26,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,14:51:26
2025-07-31,14:41:05,CPOP,"""Pop Culture Group Co., Ltd Class A Ordinary Shares""",Nasdaq,LULD pause,2025-07-31,14:46:05
