구분,시장구분,회사명,종목코드,상장일,상장주식수(천주)
주권,코스닥,에이에스텍,453860,2023-11-28,6444
주권,코스닥,그린리소스,402490,2023-11-24,16935
주권,코스닥,제이엔비,452160,2023-11-24,9618
주권,코스닥,한선엔지니어링,452280,2023-11-24,19248
주권,코스닥,에코아이,448280,2023-11-21,29631
주권,코스닥,스톰테크,352090,2023-11-20,26873
주권,코스닥,캡스톤파트너스,452300,2023-11-15,14170
주권,코스닥,에스와이스틸텍,365330,2023-11-13,50171
주권,코스닥,에이직랜드,445090,2023-11-13,10926
주권,코스닥,메가터치,446540,2023-11-09,29079
주권,코스닥,비아이매트릭스,413640,2023-11-09,7207
주권,코스닥,컨텍,451760,2023-11-09,16508
주권,코스닥,큐로셀,372320,2023-11-09,15226
주권,코스닥,쏘닉스,088280,2023-11-07,17306
주권,코스닥,세니젠,188260,2023-11-03,13263
주권,코스닥,파라택시스이더리움,290560,2023-11-03,22363
주권,코스닥,유진테크놀로지,240600,2023-11-02,6928
주권,코스닥,지구홀딩스,221800,2023-11-02,16319
주권,코스닥,퀄리타스반도체,432720,2023-10-27,14188
주권,코스닥,워트,396470,2023-10-26,16120
주권,코스닥,에스엘에스바이오,246250,2023-10-20,15348
주권,코스닥,신성에스티,416180,2023-10-19,9040
주권,코스닥,퓨릿,445180,2023-10-18,17189
주권,코스닥,아이엠티,451220,2023-10-10,7875
주권,코스닥,레뷰코퍼레이션,443250,2023-10-06,10810
주권,코스닥,한싹,430690,2023-10-04,10895
주권,코스닥,KT밀리의서재,418470,2023-09-27,8566
주권,코스닥,인스웨이브,450520,2023-09-25,14705
주권,코스닥,우듬지팜,403490,2023-09-19,45932
주권,코스닥,코어라인소프트,384470,2023-09-18,17947
주권,코스닥,율촌,146060,2023-09-08,24016
주권,코스닥,크라우드웍스,355390,2023-08-31,15874
주권,코스닥,시큐레터,418250,2023-08-24,7272
주권,코스닥,스마트레이더시스템,424960,2023-08-22,16485
주권,코스닥,캔버스엔,210120,2023-08-17,24237
주권,코스닥,코츠테크놀로지,448710,2023-08-10,5285
주권,코스닥,큐리옥스바이오시스템즈,445680,2023-08-10,17203
주권,코스닥,파두,440110,2023-08-07,50101
주권,코스닥,엠아이큐브솔루션,373170,2023-08-04,15114
주권,코스닥,시지트로닉스,429270,2023-08-03,6449
주권,코스닥,에이엘티,172670,2023-07-27,8960
주권,코스닥,파로스아이바이오,388870,2023-07-27,12946
주권,코스닥,버넥트,438700,2023-07-26,11145
주권,코스닥,뷰티스킨,406820,2023-07-24,14136
주권,코스닥,와이랩,432430,2023-07-20,16508
주권,코스닥,센서뷰,321370,2023-07-19,51665
주권,코스닥,필에너지,378340,2023-07-14,21644
주권,코스닥,이노시뮬레이션,274400,2023-07-06,9086
주권,코스닥,알멕,354320,2023-06-30,6391
주권,코스닥,오픈놀,440320,2023-06-30,9980
주권,코스닥,아이티센피엔에스,232830,2023-06-29,16534
주권,코스닥,프로티아,303360,2023-06-16,12880
주권,코스닥,큐라티스,348080,2023-06-15,115450
주권,코스닥,마녀공장,439090,2023-06-08,16393
주권,코스닥,나라셀라,405920,2023-06-02,12878
주권,코스닥,진영,285800,2023-06-01,17477
주권,코스닥,기가비스,420770,2023-05-24,12676
주권,코스닥,팸텍,271830,2023-05-23,29490
주권,코스닥,모니터랩,434480,2023-05-19,12310
주권,코스닥,시선AI,340810,2023-05-19,13645
주권,코스닥,지슨,446840,2023-05-17,11017
주권,코스닥,트루엔,417790,2023-05-17,10468
주권,코스닥,에스바이오메딕스,304360,2023-05-04,12385
주권,코스닥,슈어소프트테크,298830,2023-04-28,53458
주권,코스닥,토마토시스템,393210,2023-04-27,15615
주권,코스닥,마이크로투나노,424980,2023-04-26,5919
주권,코스닥,셀바이오휴먼텍,318160,2023-04-20,9338
주권,코스닥,지아이이노베이션,358570,2023-03-30,64516
주권,코스닥,LB인베스트먼트,309960,2023-03-29,23217
주권,코스닥,엑스게이트,356680,2023-03-16,28543
주권,코스닥,금양그린파워,282720,2023-03-13,12120
주권,코스닥,라온텍,418420,2023-03-09,30775
주권,코스닥,자람테크놀로지,389020,2023-03-07,6905
주권,코스닥,나노팀,417010,2023-03-03,20173
주권,코스닥,바이오인프라,199730,2023-03-02,4864
주권,코스닥,이노진,344860,2023-02-20,12030
주권,코스닥,화인써키트,127980,2023-02-17,11841
주권,코스닥,제이오,418550,2023-02-16,32018
주권,코스닥,샌즈랩,411080,2023-02-15,15268
주권,코스닥,꿈비,407400,2023-02-09,14635
주권,코스닥,스튜디오미르,408900,2023-02-07,32753
주권,코스닥,삼기에너지솔루션즈,419050,2023-02-03,57196
주권,코스닥,오브젠,417860,2023-01-30,4707
주권,코스닥,미래반도체,254490,2023-01-27,14438
주권,코스닥,티이엠씨,425040,2023-01-19,21923
주권,코스닥,한주라이트메탈,198940,2023-01-19,19910
주권,코스닥,옵티코어,380540,2022-12-29,24457
주권,코스닥,신스틸,162300,2022-12-23,41471
주권,코스닥,핑거스토리,417180,2022-12-08,3510
주권,코스닥,SAMG엔터,419530,2022-12-06,10207
주권,코스닥,펨트론,168360,2022-11-24,22393
주권,코스닥,인벤티지랩,389470,2022-11-22,13308
주권,코스닥,엔젯,419080,2022-11-18,10872
주권,코스닥,유비온,084440,2022-11-18,19132
주권,코스닥,티쓰리,204610,2022-11-17,55521
주권,코스닥,티에프이,425420,2022-11-17,12347
주권,코스닥,윤성에프앤씨,372170,2022-11-14,7979
주권,코스닥,디티앤씨알오,383930,2022-11-11,12784
주권,코스닥,뉴로메카,348340,2022-11-04,12409
주권,코스닥,제이아이테크,417500,2022-11-04,32785
주권,코스닥,큐알티,405100,2022-11-02,12289
주권,코스닥,저스템,417840,2022-10-28,22869
주권,코스닥,산돌,419120,2022-10-27,14223
주권,코스닥,플라즈맵,405000,2022-10-21,3838
주권,코스닥,핀텔,291810,2022-10-20,11369
주권,코스닥,샤페론,378800,2022-10-19,46243
주권,코스닥,비스토스,419540,2022-10-18,5958
주권,코스닥,탑머티리얼,360070,2022-10-18,8192
주권,코스닥,에스비비테크,389500,2022-10-17,6663
주권,코스닥,오에스피,368970,2022-10-14,8740
주권,코스닥,모델솔루션,417970,2022-10-07,6397
주권,코스닥,이노에이엑스,296640,2022-10-07,5178
주권,코스닥,파인엠텍,441270,2022-10-07,42044
주권,코스닥,선바이오,067370,2022-10-05,12214
주권,코스닥,더블유씨피,393890,2022-09-30,33843
주권,코스닥,알피바이오,314140,2022-09-29,8666
주권,코스닥,오픈엣지테크놀로지,394280,2022-09-26,26347
주권,코스닥,대성하이텍,129920,2022-08-22,16249
주권,코스닥,에이치와이티씨,148930,2022-08-09,10175
주권,코스닥,새빗켐,107600,2022-08-04,5650
주권,코스닥,아이씨에이치,368600,2022-07-29,25795
주권,코스닥,성일하이텍,365340,2022-07-28,12921
주권,코스닥,에이프릴바이오,397030,2022-07-28,23414
주권,코스닥,벨로크,424760,2022-07-22,10054
주권,코스닥,루닛,328130,2022-07-21,74458
주권,코스닥,HPSP,403870,2022-07-15,82300
주권,코스닥,와이씨켐,112290,2022-07-14,20221
주권,코스닥,코난테크놀로지,402030,2022-07-07,12517
주권,코스닥,넥스트칩,396270,2022-07-01,32887
주권,코스닥,레이저쎌,412350,2022-06-24,14603
주권,코스닥,보로노이,310210,2022-06-24,18421
주권,코스닥,큐에이드,377460,2022-06-23,62056
주권,코스닥,비큐AI,148780,2022-06-20,31446
주권,코스닥,범한퓨얼셀,382900,2022-06-17,8761
주권,코스닥,청담글로벌,362320,2022-06-03,21151
주권,코스닥,가온칩스,399720,2022-05-20,11859
주권,코스닥,대명에너지,389260,2022-05-16,17916
주권,코스닥,포바이포,389140,2022-04-28,14270
주권,코스닥,지투파워,388050,2022-04-01,18709
주권,코스닥,씨피시스템,413630,2022-03-31,36437
주권,코스닥,세아메카닉스,396300,2022-03-24,26490
주권,코스닥,나인앤컴퍼니,366030,2022-03-23,22654
주권,코스닥,유일로보틱스,388720,2022-03-18,11781
주권,코스닥,모아데이타,288980,2022-03-10,36381
주권,코스닥,메쎄이상,408920,2022-03-07,43232
주권,코스닥,노을,376930,2022-03-03,51291
주권,코스닥,비씨엔씨,146320,2022-03-03,12798
주권,코스닥,풍원정밀,371950,2022-02-28,22663
주권,코스닥,스톤브릿지벤처스,330730,2022-02-25,18218
주권,코스닥,브이씨,365900,2022-02-24,7310
주권,코스닥,퓨런티어,370090,2022-02-23,8557
주권,코스닥,바이오에프디엔씨,251120,2022-02-21,8696
주권,코스닥,인카금융서비스,211050,2022-02-16,49264
주권,코스닥,나래나노텍,137080,2022-02-08,10710
주권,코스닥,아셈스,136410,2022-02-07,11019
주권,코스닥,스코넥,276040,2022-02-04,21630
주권,코스닥,이지트로닉스,377330,2022-02-04,8140
주권,코스닥,애드바이오텍,179530,2022-01-24,26950
주권,코스닥,케이옥션,102370,2022-01-24,25888
주권,코스닥,오토앤,353590,2022-01-20,12876
주권,코스닥,아티스트스튜디오,200350,2021-12-30,9996
주권,코스닥,툴젠,199800,2021-12-10,8998
주권,코스닥,마음AI,377480,2021-11-23,7110
주권,코스닥,알비더블유,361570,2021-11-22,28743
주권,코스닥,트윔,290090,2021-11-17,7441
주권,코스닥,아이티아이즈,372800,2021-11-11,7037
주권,코스닥,지오엘리먼트,311320,2021-11-11,12615
주권,코스닥,SKAI,357880,2021-11-10,52940
주권,코스닥,디어유,376300,2021-11-10,23738
주권,코스닥,지니너스,389030,2021-11-08,39392
주권,코스닥,피코그램,376180,2021-11-03,18561
주권,코스닥,엔켐,348370,2021-11-01,21911
주권,코스닥,리파인,377450,2021-10-29,17330
주권,코스닥,지앤비에스 에코,382800,2021-10-29,31831
주권,코스닥,아이패밀리에스씨,114840,2021-10-28,16681
주권,코스닥,아리바이오LAB,261780,2021-10-22,28014
주권,코스닥,지아이텍,382480,2021-10-21,39357
주권,코스닥,코닉오토메이션,391710,2021-10-15,42620
주권,코스닥,씨유테크,376290,2021-10-08,17658
주권,코스닥,아스플로,159010,2021-10-07,13335
주권,코스닥,원준,382840,2021-10-07,15272
주권,코스닥,실리콘투,257720,2021-09-29,65576
주권,코스닥,에스앤디,260970,2021-09-29,2893
주권,코스닥,프롬바이오,377220,2021-09-28,28310
주권,코스닥,바이오플러스,099430,2021-09-27,61641
주권,코스닥,와이엠텍,273640,2021-09-10,10966
주권,코스닥,에이비온,203400,2021-09-08,90101
주권,코스닥,라이콤,388790,2021-09-03,30614
주권,코스닥,바이젠셀,308080,2021-08-25,20499
주권,코스닥,브레인즈컴퍼니,099390,2021-08-19,8208
주권,코스닥,딥노이드,315640,2021-08-17,29372
주권,코스닥,엠로,058970,2021-08-13,12363
주권,코스닥,플래티어,367000,2021-08-12,8388
주권,코스닥,원티드랩,376980,2021-08-11,9766
주권,코스닥,HK이노엔,195940,2021-08-09,28330
주권,코스닥,에브리봇,270660,2021-07-28,12691
주권,코스닥,비트맥스,377030,2021-07-27,14292
주권,코스닥,큐라클,365270,2021-07-22,22157
주권,코스닥,오비고,352910,2021-07-13,12638
주권,코스닥,아모센스,357580,2021-06-25,11790
주권,코스닥,이노뎁,303530,2021-06-18,7339
주권,코스닥,라온로보틱스,232680,2021-06-17,13258
주권,코스닥,페니트리움바이오,187660,2021-06-03,55466
주권,코스닥,에코프로에이치엔,383310,2021-05-28,20975
주권,코스닥,진시스템,363250,2021-05-26,8508
주권,코스닥,한울앤제주,276730,2021-05-26,2285
주권,코스닥,삼영에스앤씨,361670,2021-05-21,5668
주권,코스닥,샘씨엔에스,252990,2021-05-20,60218
주권,코스닥,씨앤씨인터내셔널,352480,2021-05-17,13630
주권,코스닥,에이치피오,357230,2021-05-14,41293
주권,코스닥,쿠콘,294570,2021-04-28,10092
주권,코스닥,이삭엔지니어링,351330,2021-04-21,8289
주권,코스닥,해성에어로보틱스,059270,2021-04-21,11165
주권,코스닥,엔시스,333620,2021-04-01,10998
주권,코스닥,자이언트스텝,289220,2021-03-24,22312
주권,코스닥,제노코,361390,2021-03-24,9736
주권,코스닥,스피어,347700,2021-03-23,51551
주권,코스닥,바이오다인,314930,2021-03-17,29764
주권,코스닥,싸이버원,356890,2021-03-11,11954
주권,코스닥,프레스티지바이오로직스,334970,2021-03-11,77753
주권,코스닥,나노씨엠에스,247660,2021-03-09,4344
주권,코스닥,뷰노,338220,2021-02-26,14002
주권,코스닥,엑스플러스,373200,2021-02-26,25043
주권,코스닥,성원에너텍,340930,2021-02-25,68876
주권,코스닥,씨이랩,189330,2021-02-24,9382
주권,코스닥,오로스테크놀로지,322310,2021-02-24,9367
주권,코스닥,피엔에이치테크,239890,2021-02-16,9936
주권,코스닥,모비데이즈,363260,2021-02-10,32164
주권,코스닥,아이퀘스트,262840,2021-02-05,10567
주권,코스닥,레인보우로보틱스,277810,2021-02-03,19400
주권,코스닥,아티스트컴퍼니,321820,2021-02-03,15591
주권,코스닥,핑거,163730,2021-01-29,12016
주권,코스닥,모비릭스,348030,2021-01-28,9604
주권,코스닥,씨앤투스,352700,2021-01-28,26277
주권,코스닥,선진뷰티사이언스,086710,2021-01-27,12203
주권,코스닥,엔비티,236810,2021-01-21,16975
주권,코스닥,파이버프로,368770,2021-01-21,32854
주권,코스닥,블리츠웨이엔터테인먼트,369370,2020-12-23,49872
주권,코스닥,석경에이티,357550,2020-12-23,5455
주권,코스닥,지놈앤컴퍼니,314130,2020-12-23,45178
주권,코스닥,프리시젼바이오,335810,2020-12-22,21950
주권,코스닥,알체라,347860,2020-12-21,42154
주권,코스닥,하이딥,365590,2020-12-21,36815
주권,코스닥,에프앤가이드,064850,2020-12-17,11410
주권,코스닥,티엘비,356860,2020-12-14,9833
주권,코스닥,인바이오,352940,2020-12-11,10868
주권,코스닥,엔젠바이오,354200,2020-12-10,8937
주권,코스닥,퀀타매트릭스,317690,2020-12-09,20135
주권,코스닥,셀레스트라,352770,2020-12-04,2592
주권,코스닥,포인트모바일,318020,2020-12-03,12301
주권,코스닥,앱코,129890,2020-12-02,45546
주권,코스닥,엔에프씨,265740,2020-12-02,17864
주권,코스닥,제일일렉트릭,199820,2020-11-26,22220
주권,코스닥,하나기술,299030,2020-11-25,7995
주권,코스닥,티앤엘,340570,2020-11-20,8128
주권,코스닥,고바이오랩,348150,2020-11-18,19419
주권,코스닥,네패스아크,330860,2020-11-17,12184
주권,코스닥,소룩스,290690,2020-11-06,52600
주권,코스닥,위드텍,348350,2020-10-30,9979
주권,코스닥,센코,347000,2020-10-29,37811
주권,코스닥,바이브컴퍼니,301300,2020-10-28,13155
주권,코스닥,롤링스톤,214610,2020-10-22,8383
주권,코스닥,피플바이오,304840,2020-10-19,24321
주권,코스닥,넥스틴,348210,2020-10-08,10477
주권,코스닥,케이엔솔,053080,2020-09-24,13000
주권,코스닥,비나텍,126340,2020-09-23,7180
주권,코스닥,씨엔알리서치,359090,2020-09-23,11494
주권,코스닥,박셀바이오,323990,2020-09-22,23257
주권,코스닥,비비씨,318410,2020-09-21,5555
주권,코스닥,코스텍시스,355150,2020-09-18,7797
주권,코스닥,핌스,347770,2020-09-18,22857
주권,코스닥,압타머사이언스,291650,2020-09-16,61039
주권,코스닥,이오플로우,294090,2020-09-14,41809
주권,코스닥,카카오게임즈,293490,2020-09-10,107245
주권,코스닥,피엔케이피부임상연구센타,347740,2020-09-09,30011
주권,코스닥,아이디피,332370,2020-08-24,13274
주권,코스닥,셀레믹스,331920,2020-08-21,11182
주권,코스닥,젝시믹스,337930,2020-08-13,29676
주권,코스닥,영림원소프트랩,060850,2020-08-12,8131
주권,코스닥,한국파마,032300,2020-08-10,10907
주권,코스닥,솔브레인,357780,2020-08-06,7779
주권,코스닥,PS일렉트로닉스,332570,2020-07-31,46712
주권,코스닥,에코앤드림,101360,2020-07-30,17786
주권,코스닥,엠엑스온,347890,2020-07-29,17013
주권,코스닥,더네이쳐홀딩스,298540,2020-07-27,14486
주권,코스닥,제놀루션,225220,2020-07-24,19190
주권,코스닥,솔트룩스,304100,2020-07-23,12594
주권,코스닥,티에스아이,277880,2020-07-22,19843
주권,코스닥,에이프로,262260,2020-07-16,15078
주권,코스닥,신도기연,290520,2020-07-06,15736
주권,코스닥,위더스제약,330350,2020-07-03,13200
주권,코스닥,엠브레인,169330,2020-07-01,18317
주권,코스닥,젠큐릭스,229000,2020-06-25,23428
주권,코스닥,HB솔루션,297890,2020-06-22,73141
주권,코스닥,넥사다이내믹스,351320,2020-06-22,29699
주권,코스닥,풍전약품,298060,2020-06-17,9637
주권,코스닥,휴럼,353190,2020-06-17,7876
주권,코스닥,이지바이오,353810,2020-06-05,33082
주권,코스닥,드림씨아이에스,223250,2020-05-22,24600
주권,코스닥,캐프,198080,2020-03-16,21535
주권,코스닥,플레이디,237820,2020-03-12,12827
주권,코스닥,서울바이오시스,092190,2020-03-06,45868
주권,코스닥,제이앤티씨,204270,2020-03-04,57848
주권,코스닥,켄코아에어로스페이스,274090,2020-03-03,13774
주권,코스닥,레몬,294140,2020-02-28,24915
주권,코스닥,서남,294630,2020-02-20,26499
주권,코스닥,위세아이텍,065370,2020-02-10,7384
주권,코스닥,세림B&G,340440,2019-12-27,28378
주권,코스닥,CJ 바이오사이언스,311690,2019-12-26,13065
주권,코스닥,한국첨단소재,062970,2019-12-26,57089
주권,코스닥,RF머트리얼즈,327260,2019-12-24,8995
주권,코스닥,아이비김영,339950,2019-12-24,44947
주권,코스닥,파라택시스코리아,288330,2019-12-20,106081
주권,코스닥,다보링크,340360,2019-12-19,52063
주권,코스닥,메드팩토,235980,2019-12-19,34275
주권,코스닥,원텍,336570,2019-12-19,89281
주권,코스닥,신테카바이오,226330,2019-12-17,24258
주권,코스닥,제이엘케이,322510,2019-12-11,25726
주권,코스닥,태웅로직스,124560,2019-12-10,38721
주권,코스닥,윙스풋,335870,2019-12-09,16750
주권,코스닥,리메드,302550,2019-12-06,30907
주권,코스닥,웨이버스,336060,2019-11-28,48155
주권,코스닥,HLB바이오스텝,278650,2019-11-27,17432
주권,코스닥,티움바이오,321550,2019-11-22,30038
주권,코스닥,씨에스베어링,297090,2019-11-21,27270
주권,코스닥,우양,103840,2019-11-20,16366
주권,코스닥,코리아에셋투자증권,190650,2019-11-20,6388
주권,코스닥,에스제이그룹,306040,2019-11-18,9866
주권,코스닥,제테마,216080,2019-11-14,37287
주권,코스닥,라파스,214260,2019-11-11,8922
주권,코스닥,아이티엠반도체,084850,2019-11-07,22683
주권,코스닥,일승,333430,2019-11-06,30727
주권,코스닥,미디어젠,279600,2019-11-05,4685
주권,코스닥,LS티라유텍,322180,2019-10-31,21496
주권,코스닥,이노테나,333050,2019-10-31,4924
주권,코스닥,밸로프,331520,2019-10-29,10173
주권,코스닥,에피소드컴퍼니,317530,2019-10-29,17495
주권,코스닥,케이엔제이,272110,2019-10-25,8025
주권,코스닥,엔바이오니아,317870,2019-10-24,8842
주권,코스닥,팜스빌,318010,2019-10-22,7929
주권,코스닥,라온피플,300120,2019-10-18,49504
주권,코스닥,아톤,158430,2019-10-17,24482
주권,코스닥,녹십자웰빙,234690,2019-10-14,17963
주권,코스닥,누보,332290,2019-10-11,39904
주권,코스닥,포커스에이아이,331380,2019-10-02,36561
주권,코스닥,올리패스,244460,2019-09-20,8126
주권,코스닥,라닉스,317120,2019-09-18,15260
주권,코스닥,한울반도체,320000,2019-09-18,6735
주권,코스닥,한독크린텍,256150,2019-09-05,8395
주권,코스닥,네오크레마,311390,2019-08-22,12654
주권,코스닥,마니커에프앤지,195500,2019-08-20,15978
주권,코스닥,솔트웨어,328380,2019-08-20,6853
주권,코스닥,나노실리칸첨단소재,286750,2019-08-19,32029
주권,코스닥,에스피시스템스,317830,2019-08-14,10774
주권,코스닥,레이,228670,2019-08-08,15640
주권,코스닥,그린플러스,186230,2019-08-07,10920
주권,코스닥,코윈테크,282880,2019-08-05,11694
주권,코스닥,덕산테코피아,317330,2019-08-02,20477
주권,코스닥,KBG,318000,2019-08-01,8740
주권,코스닥,엑스페릭스,317770,2019-08-01,36644
주권,코스닥,세경하이테크,148150,2019-07-30,35543
주권,코스닥,캐리,313760,2019-07-25,11207
주권,코스닥,대모,317850,2019-07-24,8324
주권,코스닥,에이스토리,241840,2019-07-19,9540
주권,코스닥,플리토,300080,2019-07-17,16505
주권,코스닥,헥토파이낸셜,234340,2019-07-12,13971
주권,코스닥,아이스크림에듀,289010,2019-07-11,13945
주권,코스닥,펌텍코리아,251970,2019-07-04,12400
주권,코스닥,에이에프더블류,312610,2019-07-01,20257
주권,코스닥,태성,323280,2019-06-24,30538
주권,코스닥,압타바이오,293780,2019-06-12,28093
주권,코스닥,형지글로벌,308100,2019-06-10,24023
주권,코스닥,마이크로디지탈,305090,2019-06-05,18621
주권,코스닥,코퍼스코리아,322780,2019-05-31,8975
주권,코스닥,프로이천,321260,2019-05-31,28192
주권,코스닥,수젠텍,253840,2019-05-28,16743
주권,코스닥,컴퍼니케이,307930,2019-05-23,15610
주권,코스닥,피에스케이,319660,2019-05-10,28967
주권,코스닥,현대무벡스,319400,2019-05-08,111376
주권,코스닥,TS트릴리온,317240,2019-04-29,29177
주권,코스닥,아모그린텍,125210,2019-03-29,16497
주권,코스닥,지노믹트리,228760,2019-03-27,24859
주권,코스닥,이지케어텍,099750,2019-03-22,13659
주권,코스닥,미래에셋벤처투자,100790,2019-03-15,53121
주권,코스닥,에코프로비엠,247540,2019-03-05,97830
주권,코스닥,셀리드,299660,2019-02-20,29503
주권,코스닥,천보,278280,2019-02-11,12253
주권,코스닥,SCL사이언스,246960,2019-02-01,34017
주권,코스닥,노랑풍선,104620,2019-01-30,16811
주권,코스닥,웹케시,053580,2019-01-25,12954
주권,코스닥,비피도,238200,2018-12-26,8180
주권,코스닥,유틸렉스,263050,2018-12-24,36835
주권,코스닥,디케이티,290550,2018-12-21,20001
주권,코스닥,아이엘,307180,2018-12-21,36916
주권,코스닥,애니플러스,310200,2018-12-21,52163
주권,코스닥,디와이씨,310870,2018-12-20,21923
주권,코스닥,위지윅스튜디오,299900,2018-12-20,171049
주권,코스닥,조이웍스앤코,309930,2018-12-20,19256
주권,코스닥,국전,307750,2018-12-19,53986
주권,코스닥,에이비엘바이오,298380,2018-12-19,55987
주권,코스닥,머큐리,100590,2018-12-14,17140
주권,코스닥,전진바이오팜,110020,2018-12-14,9059
주권,코스닥,뉴트리,270870,2018-12-13,9200
주권,코스닥,비투엔,307870,2018-12-12,74299
주권,코스닥,이노메트리,302430,2018-12-12,9833
주권,코스닥,DH오토리드,290120,2018-12-07,15825
주권,코스닥,에코캡,128540,2018-12-05,26690
주권,코스닥,원바이오젠,307280,2018-12-05,7095
주권,코스닥,남화산업,111710,2018-11-29,20588
주권,코스닥,엠아이텍,179290,2018-11-29,32366
주권,코스닥,티로보틱스,117730,2018-11-29,22558
주권,코스닥,다이나믹솔루션,290660,2018-11-28,42838
주권,코스닥,티앤알바이오팹,246710,2018-11-28,47665
주권,코스닥,디알젬,263690,2018-11-22,11326
주권,코스닥,싸이토젠,217330,2018-11-22,23130
주권,코스닥,아주IB투자,027360,2018-11-21,121145
주권,코스닥,디케이앤디,263020,2018-11-20,13836
주권,코스닥,노바렉스,194700,2018-11-14,18255
주권,코스닥,대보마그네틱,290670,2018-11-06,7858
주권,코스닥,노바텍,285490,2018-11-02,10576
주권,코스닥,엘앤씨바이오,290650,2018-11-01,26970
주권,코스닥,지아이에스,306620,2018-10-31,47942
주권,코스닥,로보티즈,108490,2018-10-26,14661
주권,코스닥,옵티팜,153710,2018-10-26,14670
주권,코스닥,에스프리즘,288620,2018-10-15,6979
주권,코스닥,나우IB,293580,2018-10-04,94930
주권,코스닥,푸드나무,290720,2018-10-04,35460
주권,코스닥,크리스에프앤씨,110790,2018-10-01,23431
주권,코스닥,더블유에스아이,299170,2018-09-21,41511
주권,코스닥,한국비티비,219750,2018-09-21,13085
주권,코스닥,엔피,291230,2018-09-13,44096
주권,코스닥,피엔티엠에스,257370,2018-09-13,12505
주권,코스닥,디지캡,197140,2018-09-07,13013
주권,코스닥,지니틱스,303030,2018-08-30,9157
주권,코스닥,액트로,290740,2018-08-28,10065
주권,코스닥,오파스넷,173130,2018-08-24,13046
주권,코스닥,브이엠,089970,2018-08-23,26327
주권,코스닥,바이오솔루션,086820,2018-08-20,25924
주권,코스닥,디아이티,110990,2018-08-07,18900
주권,코스닥,에스에스알,275630,2018-08-06,5254
주권,코스닥,휴네시온,290270,2018-08-02,9608
주권,코스닥,한국유니온제약,080720,2018-07-26,7913
주권,코스닥,그리티,204020,2018-07-23,19451
주권,코스닥,아틀라스링크,297570,2018-07-20,34621
주권,코스닥,올릭스,226950,2018-07-18,20992
주권,코스닥,아이큐어,175250,2018-07-12,37558
주권,코스닥,SV인베스트먼트,289080,2018-07-06,60138
주권,코스닥,EDGC,245620,2018-06-26,225531
주권,코스닥,카이노스메드,284620,2018-06-08,33087
주권,코스닥,파워넷,037030,2018-06-07,25513
주권,코스닥,현대사료,016790,2018-06-01,188472
주권,코스닥,세종메디칼,258830,2018-05-29,75786
주권,코스닥,제노레이,122310,2018-05-28,14554
주권,코스닥,네오셈,253590,2018-04-04,43869
주권,코스닥,케어랩스,263700,2018-03-28,19414
주권,코스닥,린드먼아시아,277070,2018-03-14,13692
주권,코스닥,오스테오닉,226400,2018-02-22,20662
주권,코스닥,엔지켐생명과학,183490,2018-02-21,84640
주권,코스닥,동구바이오제약,006620,2018-02-13,28465
주권,코스닥,아시아종묘,154030,2018-02-12,12062
주권,코스닥,알리코제약,260660,2018-02-12,15327
주권,코스닥,카페24,042000,2018-02-08,24178
주권,코스닥,링크제니시스,219420,2018-02-05,11470
주권,코스닥,배럴,267790,2018-02-01,7689
주권,코스닥,SG,255220,2018-01-26,109563
주권,코스닥,씨앤지하이테크,264660,2018-01-25,9721
주권,코스닥,시스웍,269620,2017-12-26,148583
주권,코스닥,디바이스,187870,2017-12-20,13770
주권,코스닥,레이크머티리얼즈,281740,2017-12-12,65731
주권,코스닥,씨티케이,260930,2017-12-07,19342
주권,코스닥,메카로,241770,2017-12-06,10193
주권,코스닥,에스트래픽,234300,2017-12-05,27208
주권,코스닥,체리부로,066360,2017-12-04,47952
주권,코스닥,대원,007680,2017-12-01,13223
주권,코스닥,스튜디오드래곤,253450,2017-11-24,30058
주권,코스닥,영화테크,265560,2017-10-26,10690
주권,코스닥,폴라리스세원,234100,2017-10-20,14602
주권,코스닥,상신전자,263810,2017-10-16,15925
주권,코스닥,야스,255440,2017-09-29,13058
주권,코스닥,인산가,277410,2017-09-29,3841
주권,코스닥,휴엠앤씨,263920,2017-09-28,9809
주권,코스닥,신흥에스이씨,243840,2017-09-27,38558
주권,코스닥,유티아이,179900,2017-09-27,19790
주권,코스닥,선익시스템,171090,2017-09-20,10103
주권,코스닥,엠플러스,259630,2017-09-20,12222
주권,코스닥,앱클론,174900,2017-09-18,19952
주권,코스닥,펄어비스,263750,2017-09-14,62844
주권,코스닥,킵스파마,256940,2017-09-06,20078
주권,코스닥,덕우전자,263600,2017-08-28,15930
주권,코스닥,앱튼,270520,2017-08-22,19659
주권,코스닥,케일럼,258610,2017-08-22,36485
주권,코스닥,알에스오토메이션,140670,2017-08-11,12840
주권,코스닥,와이즈버즈,273060,2017-08-07,50460
주권,코스닥,모트렉스,118990,2017-08-04,24537
주권,코스닥,데이타솔루션,263800,2017-08-03,16225
주권,코스닥,지니언스,263860,2017-08-02,9080
주권,코스닥,디앤씨미디어,263720,2017-08-01,12413
주권,코스닥,힘스,238490,2017-07-20,11312
주권,코스닥,브이원텍,251630,2017-07-13,15943
주권,코스닥,아우딘퓨쳐스,227610,2017-07-12,19375
주권,코스닥,이녹스첨단소재,272290,2017-07-10,19938
주권,코스닥,하림지주,003380,2017-06-30,112006
