구분,시장구분,회사명,종목코드,상장일,상장주식수(천주)
주권,유가증권,유니켐,011330,1989-12-14,9019
주권,유가증권,대창,012800,1989-12-05,91140
주권,유가증권,일성건설,013360,1989-12-02,54025
주권,유가증권,까뮤이앤씨,013700,1989-11-30,59751
주권,유가증권,보락,002760,1989-11-30,59900
주권,유가증권,선도전기,007610,1989-11-30,18000
주권,유가증권,씨아이테크,004920,1989-11-30,52180
주권,유가증권,광동제약,009290,1989-11-17,49800
주권,유가증권,갤럭시아에스엠,011420,1989-11-14,27550
주권,유가증권,남성,004270,1989-11-14,3621
주권,유가증권,KISCO홀딩스,001940,1989-11-13,14176
주권,유가증권,태영건설,009410,1989-11-13,298240
주권,유가증권,한국특강,007280,1989-11-13,28647
주권,유가증권,한솔로지스틱스,009180,1989-11-13,28156
주권,유가증권,SYTS,002170,1989-11-10,3000
주권,유가증권,SK텔레콤,017670,1989-11-07,214790
주권,유가증권,진양폴리우레탄,010640,1989-09-30,16700
주권,유가증권,미창석유공업,003650,1989-09-27,1740
주권,유가증권,삼익THK,004380,1989-09-26,20700
주권,유가증권,미원상사,002840,1989-09-25,4750
주권,유가증권,서연,007860,1989-09-09,23480
주권,유가증권,세우글로벌,013000,1989-09-05,28705
주권,유가증권,현대모비스,012330,1989-09-05,90733
주권,유가증권,KG케미칼,001390,1989-08-25,67233
주권,유가증권,아진전자부품,009320,1989-08-25,49300
주권,유가증권,현대해상,001450,1989-08-25,85248
주권,유가증권,현대지에프홀딩스,005440,1989-08-22,183397
주권,유가증권,한국전력공사,015760,1989-08-10,641964
주권,유가증권,국도화학,007690,1989-08-05,9261
주권,유가증권,녹십자,006280,1989-08-01,11687
주권,유가증권,SIMPAC,009160,1989-07-29,65371
주권,유가증권,윌비스,008600,1989-07-28,6724
주권,유가증권,대창단조,015230,1989-07-25,27144
주권,유가증권,사조산업,007160,1989-07-25,5000
주권,유가증권,한익스프레스,014130,1989-07-25,12000
주권,유가증권,사조동아원,008040,1989-06-24,141145
주권,유가증권,경인전자,009140,1989-06-20,1571
주권,유가증권,무림P&P,009580,1989-06-20,62368
주권,유가증권,인디에프,014990,1989-06-20,15023
주권,유가증권,디와이,013570,1989-05-30,26320
주권,유가증권,방림,003610,1989-05-30,32111
주권,유가증권,DKME,015590,1989-05-27,53396
주권,유가증권,한솔케미칼,014680,1989-05-20,11013
주권,유가증권,퍼스텍,010820,1989-05-10,48772
주권,유가증권,동원산업,006040,1989-03-07,44141
주권,유가증권,대덕,008060,1989-01-26,32499
주권,유가증권,한성기업,003680,1989-01-26,6210
주권,유가증권,이스타코,015020,1988-12-23,21426
주권,유가증권,태림포장,011280,1988-12-20,70806
주권,유가증권,아세아제지,002310,1988-12-15,39450
주권,유가증권,화천기계,010660,1988-12-12,22000
주권,유가증권,CJ씨푸드,011150,1988-11-26,36131
주권,유가증권,SHD,001770,1988-11-23,1215
주권,유가증권,조일알미늄,018470,1988-11-22,126632
주권,유가증권,에스엘,005850,1988-11-08,46449
주권,유가증권,영원무역홀딩스,009970,1988-11-07,12954
주권,유가증권,보령,003850,1988-10-24,85787
주권,유가증권,이건산업,008250,1988-10-21,10953
주권,유가증권,모나리자,012690,1988-10-14,36571
주권,유가증권,대구백화점,006370,1988-10-10,10822
주권,유가증권,우성,006980,1988-10-10,3090
주권,유가증권,유성기업,002920,1988-10-10,25948
주권,유가증권,한일철강,002220,1988-10-07,26697
주권,유가증권,삼익악기,002450,1988-09-30,90531
주권,유가증권,HS화성,002460,1988-09-29,10150
주권,유가증권,DN오토모티브,007340,1988-09-24,58511
주권,유가증권,보해양조,000890,1988-09-23,27624
주권,유가증권,상상인증권,001290,1988-09-23,108337
주권,유가증권,혜인,003010,1988-09-20,12713
주권,유가증권,금강공업,014280,1988-09-10,29919
주권,유가증권,플레이그램,009810,1988-08-31,15189
주권,유가증권,율촌화학,008730,1988-08-30,24800
주권,유가증권,신원,009270,1988-08-24,114770
주권,유가증권,동방,004140,1988-08-10,47972
주권,유가증권,한국쉘석유,002960,1988-08-10,1300
주권,유가증권,부광약품,003000,1988-08-05,98665
주권,유가증권,풍산홀딩스,005810,1988-07-28,14417
주권,유가증권,부국증권,001270,1988-07-19,13370
주권,유가증권,계양전기,012200,1988-07-06,28392
주권,유가증권,한솔테크닉스,004710,1988-07-06,40630
주권,유가증권,DB증권,016610,1988-06-27,42446
주권,유가증권,한미사이언스,008930,1988-06-20,68392
주권,유가증권,삼진제약,005500,1988-06-18,13320
주권,유가증권,POSCO홀딩스,005490,1988-06-10,79242
주권,유가증권,범양건영,002410,1988-05-25,27480
주권,유가증권,파미셀,005690,1988-05-20,60004
주권,유가증권,동국홀딩스,001230,1988-05-09,155508
주권,유가증권,대원전선,006340,1988-05-04,81036
주권,유가증권,이수화학,005950,1988-04-28,26294
주권,유가증권,삼성증권,016360,1988-03-28,89300
주권,유가증권,삼영무역,002810,1988-03-28,18467
주권,유가증권,한양증권,001750,1988-03-04,13201
주권,유가증권,금호석유화학,011780,1988-01-22,28181
주권,유가증권,유안타증권,003470,1988-01-21,205491
주권,유가증권,제일파마홀딩스,002620,1988-01-20,15973
주권,유가증권,에이엔피,015260,1988-01-18,47117
주권,유가증권,한창제지,009460,1987-12-23,11933
주권,유가증권,넥센,005720,1987-12-19,56145
주권,유가증권,삼성공조,006660,1987-11-28,8126
주권,유가증권,세방전지,004490,1987-11-28,13860
주권,유가증권,진원생명과학,011000,1987-11-16,18177
주권,유가증권,참엔지니어링,009310,1987-11-12,4377
주권,유가증권,한국무브넥스,010100,1987-10-02,30450
주권,유가증권,코스모신소재,005070,1987-09-28,33215
주권,유가증권,덕성,004830,1987-09-25,17072
주권,유가증권,신영증권,001720,1987-08-24,16440
주권,유가증권,유진증권,001200,1987-08-24,96866
주권,유가증권,유화증권,003460,1987-08-24,74179
주권,유가증권,한신기계공업,011700,1987-07-24,32446
주권,유가증권,코스모화학,005420,1987-07-23,38408
주권,유가증권,가온전선,000500,1987-06-08,16543
주권,유가증권,S-Oil,010950,1987-05-27,116605
주권,유가증권,한화에어로스페이스,012450,1987-05-27,51563
주권,유가증권,삼화전자공업,011230,1987-05-25,19166
주권,유가증권,현대제철,004020,1987-05-23,133446
주권,유가증권,써니전자,004770,1987-04-22,35507
주권,유가증권,현대비앤지스틸,004560,1987-03-24,15079
주권,유가증권,사조오양,006090,1986-12-24,9423
주권,유가증권,한화투자증권,003530,1986-11-25,219348
주권,유가증권,삼화전기,009470,1986-11-24,6614
주권,유가증권,SK증권,001510,1986-09-20,233251
주권,유가증권,평화홀딩스,010770,1986-03-31,14625
주권,유가증권,일신석재,007110,1986-03-04,77457
주권,유가증권,KG스틸,016380,1986-02-03,100009
주권,유가증권,아이에스동서,010780,1986-01-27,30187
주권,유가증권,SH에너지화학,002360,1985-12-23,11113
주권,유가증권,대한화섬,003830,1985-12-23,1328
주권,유가증권,코리아써키트,007810,1985-09-09,27731
주권,유가증권,신세계,004170,1985-08-19,9445
주권,유가증권,OCI홀딩스,010060,1985-07-09,18670
주권,유가증권,삼일제약,000520,1985-05-29,21692
주권,유가증권,프리티,006490,1985-01-17,29577
주권,유가증권,일성아이에스,003120,1985-01-14,13300
주권,유가증권,현대건설,000720,1984-12-22,112410
주권,유가증권,TCC스틸,002710,1984-12-21,26214
주권,유가증권,에이프로젠바이오로직스,003060,1984-10-19,14412
주권,유가증권,F&F 홀딩스,007700,1984-10-04,39114
주권,유가증권,아남전자,008700,1984-08-11,77125
주권,유가증권,GS건설,006360,1981-08-03,85581
주권,유가증권,삼아알미늄,006110,1980-12-05,15123
주권,유가증권,한국전자홀딩스,006200,1979-11-30,9361
주권,유가증권,삼성SDI,006400,1979-02-27,82203
주권,유가증권,삼성전기,009150,1979-02-27,77601
주권,유가증권,동부건설,005960,1978-10-30,23172
주권,유가증권,케이씨티시,009070,1978-09-29,30000
주권,유가증권,코오롱글로벌,003070,1978-09-15,26165
주권,유가증권,빙그레,005180,1978-08-31,9269
주권,유가증권,녹십자홀딩스,005250,1978-08-28,47874
주권,유가증권,시알홀딩스,000480,1978-06-30,46890
주권,유가증권,현대약품,004310,1978-06-28,32000
주권,유가증권,남양유업,003920,1978-06-24,8000
주권,유가증권,남선알미늄,008350,1978-05-22,129387
주권,유가증권,한국화장품제조,003350,1978-02-06,22660
주권,유가증권,현대코퍼레이션,011760,1977-12-01,13229
주권,유가증권,LS,006260,1977-06-30,31200
주권,유가증권,SK네트웍스,001740,1977-06-30,200594
주권,유가증권,경농,002100,1977-06-30,19523
주권,유가증권,티웨이홀딩스,004870,1977-06-30,113163
주권,유가증권,동방아그로,007590,1977-06-29,13618
주권,유가증권,송원산업,004430,1977-06-25,24000
주권,유가증권,진흥기업,002780,1977-06-25,146624
주권,유가증권,한국석유공업,004090,1977-06-25,12694
주권,유가증권,천일고속,000650,1977-06-23,1429
주권,유가증권,대원강업,000430,1977-06-22,62000
주권,유가증권,만호제강,001080,1977-06-18,41500
주권,유가증권,조광피혁,004700,1977-05-27,6649
주권,유가증권,세방,004360,1977-05-19,22805
주권,유가증권,KBI동양철관,008970,1977-03-05,103767
주권,유가증권,디와이에이,002880,1977-02-18,46774
주권,유가증권,남광토건,001260,1976-12-28,9833
주권,유가증권,삼영전자공업,005680,1976-12-28,20000
주권,유가증권,신영와코루,005800,1976-12-28,9000
주권,유가증권,오리엔트바이오,002630,1976-12-28,59292
주권,유가증권,조비,001550,1976-12-28,5192
주권,유가증권,한국공항,005430,1976-12-28,3166
주권,유가증권,조광페인트,004910,1976-12-27,12800
주권,유가증권,SB성보,003080,1976-12-23,20020
주권,유가증권,삼천리,004690,1976-12-23,3627
주권,유가증권,조흥,002600,1976-12-23,600
주권,유가증권,금양,001570,1976-12-17,63967
주권,유가증권,사조대림,003960,1976-09-16,9164
주권,유가증권,비비안,002070,1976-07-13,2404
주권,유가증권,SNT다이내믹스,003570,1976-07-08,33253
주권,유가증권,한신공영,004960,1976-07-07,11571
주권,유가증권,농심,004370,1976-06-30,6083
주권,유가증권,삼영,003720,1976-06-30,34000
주권,유가증권,성신양회,004980,1976-06-30,25252
주권,유가증권,신라교역,004970,1976-06-30,16000
주권,유가증권,신풍,002870,1976-06-30,34959
주권,유가증권,종근당홀딩스,001630,1976-06-30,5010
주권,유가증권,크라운해태홀딩스,005740,1976-06-30,15448
주권,유가증권,한독,002390,1976-06-30,13764
주권,유가증권,SG글로벌,001380,1976-06-29,22482
주권,유가증권,SK디스커버리,006120,1976-06-29,18645
주권,유가증권,샘표,007540,1976-06-29,2876
주권,유가증권,흥아해운,003280,1976-06-29,240425
주권,유가증권,GS글로벌,001250,1976-06-26,82534
주권,유가증권,금호건설,002990,1976-06-26,37552
주권,유가증권,삼부토건,001470,1976-06-26,229682
주권,유가증권,삼화콘덴서공업,001820,1976-06-26,10395
주권,유가증권,페이퍼코리아,001020,1976-06-26,35597
주권,유가증권,동양,001520,1976-06-25,107590
주권,유가증권,한화,000880,1976-06-24,89912
주권,유가증권,JW중외제약,001060,1976-06-14,23838
주권,유가증권,영풍,000670,1976-06-12,18411
주권,유가증권,PKC,001340,1976-06-10,45028
주권,유가증권,성창기업지주,000180,1976-06-02,13950
주권,유가증권,한창,005110,1976-06-01,21106
주권,유가증권,삼화왕관,004450,1976-05-28,2154
주권,유가증권,KR모터스,000040,1976-05-25,86375
주권,유가증권,고려제강,002240,1976-05-25,27000
주권,유가증권,태양금속공업,004100,1976-05-25,40000
주권,유가증권,SUN&L,002820,1976-05-22,12608
주권,유가증권,DRB동일,004840,1976-05-21,19272
주권,유가증권,넥센타이어,002350,1976-05-19,104168
주권,유가증권,SG세계물산,004060,1976-04-19,20242
주권,유가증권,롯데정밀화학,004000,1976-04-15,25800
주권,유가증권,동화약품,000020,1976-03-24,27931
주권,유가증권,DL,000210,1976-02-02,22642
주권,유가증권,LX인터내셔널,001120,1976-01-30,38760
주권,유가증권,국제약품,002720,1975-12-27,21160
주권,유가증권,태광산업,003240,1975-12-27,1113
주권,유가증권,부산주공,005030,1975-12-26,92783
주권,유가증권,CS홀딩스,000590,1975-12-22,1154
주권,유가증권,DB하이텍,000990,1975-12-12,43505
주권,유가증권,대림통상,006570,1975-11-20,15225
주권,유가증권,유유제약,000220,1975-11-18,18337
주권,유가증권,강남제비스코,000860,1975-11-12,13000
주권,유가증권,대신증권,003540,1975-10-01,81656
주권,유가증권,NH투자증권,005940,1975-09-30,388077
주권,유가증권,미래에셋증권,006800,1975-09-30,710143
주권,유가증권,신일전자,002700,1975-09-30,70048
주권,유가증권,삼성제약,001360,1975-07-04,94162
주권,유가증권,삼성화재해상보험,000810,1975-06-30,47654
주권,유가증권,삼양식품,003230,1975-06-30,7533
주권,유가증권,한화손해보험,000370,1975-06-30,116739
주권,유가증권,NI스틸,008260,1975-06-28,28600
주권,유가증권,일동홀딩스,000230,1975-06-28,11540
주권,유가증권,대동,000490,1975-06-27,28827
주권,유가증권,오리온홀딩스,001800,1975-06-27,60157
주권,유가증권,깨끗한나라,004540,1975-06-25,37607
주권,유가증권,태원물산,001420,1975-06-24,7600
주권,유가증권,코오롱,002020,1975-06-23,14068
주권,유가증권,삼성전자,005930,1975-06-11,6648650
주권,유가증권,DH오토넥스,000300,1975-06-09,41437
주권,유가증권,BYC,001460,1975-06-02,8400
주권,유가증권,KG모빌리티,003620,1975-05-29,202375
주권,유가증권,삼립,005610,1975-05-02,8629
주권,유가증권,흥국화재,000540,1974-12-05,65011
주권,유가증권,일양약품,007570,1974-08-28,19531
주권,유가증권,한진,002320,1974-08-12,15519
주권,유가증권,한국수출포장공업,002200,1974-06-28,33500
주권,유가증권,현대자동차,005380,1974-06-28,265390
주권,유가증권,모나미,005360,1974-06-26,18897
주권,유가증권,한화솔루션,009830,1974-06-19,174468
주권,유가증권,아세아,002030,1974-06-03,2059
주권,유가증권,카프로,006380,1974-05-28,169000
주권,유가증권,롯데지주,004990,1974-02-16,100469
주권,유가증권,대한방직,001070,1973-12-28,5300
주권,유가증권,서울식품공업,004410,1973-12-28,39677
주권,유가증권,LS네트웍스,000680,1973-11-15,78803
주권,유가증권,금호전기,001210,1973-11-15,61880
주권,유가증권,하이트진로홀딩스,000140,1973-09-19,23678
주권,유가증권,노루홀딩스,000320,1973-08-10,13535
주권,유가증권,기아,000270,1973-07-21,390413
주권,유가증권,효성,004800,1973-06-30,16740
주권,유가증권,CJ,001040,1973-06-29,35664
주권,유가증권,두산,000150,1973-06-29,21083
주권,유가증권,휴스틸,005010,1973-06-29,56188
주권,유가증권,DB손해보험,005830,1973-06-28,65500
주권,유가증권,TYM,002900,1973-06-26,41400
주권,유가증권,대웅,003090,1973-06-26,58142
주권,유가증권,진양산업,003780,1973-06-26,13000
주권,유가증권,영진약품,003520,1973-06-25,182893
주권,유가증권,케이씨씨,002380,1973-06-25,8593
주권,유가증권,롯데칠성음료,005300,1973-06-21,10054
주권,유가증권,일신방직,003200,1973-05-23,22960
주권,유가증권,아모레퍼시픽홀딩스,002790,1973-04-30,89932
주권,유가증권,제주은행,006220,1972-12-28,37799
주권,유가증권,한솔홀딩스,004150,1972-05-17,41027
주권,유가증권,벽산,007210,1972-01-04,65360
주권,유가증권,롯데손해보험,000400,1971-04-16,310336
주권,유가증권,대한제분,001130,1970-11-25,16900
주권,유가증권,대상,001680,1970-04-01,36018
주권,유가증권,LG,003550,1970-02-13,154203
주권,유가증권,동아쏘시오홀딩스,000640,1970-02-10,6733
주권,유가증권,코리안리,003690,1969-12-22,176721
주권,유가증권,한국주철관공업,000970,1969-12-12,22801
주권,유가증권,한일홀딩스,003300,1969-11-20,30831
주권,유가증권,엔피씨,004250,1969-09-08,42000
주권,유가증권,세아제강지주,003030,1969-05-13,4142
주권,유가증권,대한전선,001440,1968-12-27,195993
주권,유가증권,대한제당,001790,1968-12-27,92725
주권,유가증권,삼양홀딩스,000070,1968-12-27,7763
주권,유가증권,세기상사,002420,1968-12-27,5970
주권,유가증권,한국앤컴퍼니,000240,1968-12-27,94935
주권,유가증권,전방,000950,1968-10-21,1680
주권,유가증권,대한항공,003490,1966-03-18,369331
주권,유가증권,디아이동일,001530,1964-01-04,20716
주권,유가증권,유한양행,000100,1962-11-01,80829
주권,유가증권,CJ대한통운,000120,1956-07-02,22812
주권,유가증권,경방,000050,1956-03-03,27415
주권,유가증권,유수홀딩스,000700,1956-03-03,26042
주권,유가증권,한진중공업홀딩스,003480,1956-03-03,29530
외국주권,유가증권,엘브이엠씨,900140,2010-11-30,193240
주식예탁증권(DR),유가증권,프레스티지바이오파마,950210,2021-02-05,60096
주권,코스닥,레메디,387690,2026-07-13,7626
주권,코스닥,레몬헬스케어,365660,2026-07-06,13352
주권,코스닥,매드업,0039P0,2026-07-01,18807
주권,코스닥,스트라드비젼,475040,2026-06-30,53255
주권,코스닥,져스텍,153890,2026-06-29,12050
주권,코스닥,세미티에스,0017J0,2026-06-10,30137
주권,코스닥,피스피스스튜디오,0117P0,2026-06-08,14169
주권,코스닥,마키나락스,477850,2026-05-20,17755
주권,코스닥,케이피항공산업,288180,2026-05-19,7393
주권,코스닥,폴레드,487580,2026-05-14,25183
주권,코스닥,코스모로보틱스,439960,2026-05-11,32451
주권,코스닥,채비,0011T0,2026-04-29,46950
주권,코스닥,보원케미칼,0010F0,2026-04-03,11144
주권,코스닥,인벤테라,0007J0,2026-04-02,7866
주권,코스닥,리센스메디컬,394420,2026-03-31,10935
주권,코스닥,메쥬,0088M0,2026-03-26,9882
주권,코스닥,한패스,408470,2026-03-25,10572
주권,코스닥,아이엠바이오로직스,493280,2026-03-20,14837
주권,코스닥,카나프테라퓨틱스,0082N0,2026-03-16,13265
주권,코스닥,액스비스,0011A0,2026-03-09,9334
주권,코스닥,에스팀,458350,2026-03-06,8683
주권,코스닥,덕양에너젠,0001A0,2026-01-30,25469
주권,코스닥,엔비알모션,0004V0,2026-01-14,11010
주권,코스닥,지에프아이,493330,2026-01-14,7840
주권,코스닥,삼미금속,012210,2025-12-29,23052
주권,코스닥,세미파이브,490470,2025-12-29,34025
주권,코스닥,리브스메드,491000,2025-12-24,25004
주권,코스닥,삼진식품,0013V0,2025-12-22,9919
주권,코스닥,알지노믹스,476830,2025-12-18,28055
주권,코스닥,나라스페이스테크놀로지,478340,2025-12-17,11570
주권,코스닥,아크릴,0007C0,2025-12-16,8030
주권,코스닥,쿼드메디슨,464490,2025-12-12,11482
주권,코스닥,이지스,261520,2025-12-11,10278
주권,코스닥,페스카로,0015S0,2025-12-10,9867
주권,코스닥,에임드바이오,0009K0,2025-12-04,64671
주권,코스닥,아로마티카,0015N0,2025-11-27,12577
주권,코스닥,비츠로넥스텍,488900,2025-11-21,28976
주권,코스닥,씨엠티엑스,388210,2025-11-20,9654
주권,코스닥,더핑크퐁컴퍼니,403850,2025-11-18,14351
주권,코스닥,그린광학,0015G0,2025-11-17,11703
주권,코스닥,알트,459550,2025-11-17,25221
주권,코스닥,세나테크놀로지,061090,2025-11-14,5468
주권,코스닥,큐리오시스,494120,2025-11-13,7630
주권,코스닥,이노테크,469610,2025-11-07,8943
주권,코스닥,노타,486990,2025-11-03,21346
주권,코스닥,삼익제약,014950,2025-10-27,10008
주권,코스닥,에스투더블유,488280,2025-09-19,10803
주권,코스닥,오아,342870,2025-09-09,5450
주권,코스닥,그래피,318060,2025-08-25,11173
주권,코스닥,애드포러스,397810,2025-08-22,5161
주권,코스닥,제이피아이헬스케어,0010V0,2025-08-21,5105
주권,코스닥,한라캐스트,125490,2025-08-20,36502
주권,코스닥,에스엔시스,0008Z0,2025-08-19,9437
주권,코스닥,삼양컴텍,484590,2025-08-18,41210
주권,코스닥,지투지바이오,456160,2025-08-14,16629
주권,코스닥,아이티켐,309710,2025-08-07,12783
주권,코스닥,프로티나,468530,2025-07-29,11035
주권,코스닥,엔알비,475230,2025-07-28,10899
주권,코스닥,뉴로핏,380550,2025-07-25,12199
주권,코스닥,도우인시스,484120,2025-07-23,10957
주권,코스닥,아우토크립트,331740,2025-07-15,9751
주권,코스닥,뉴키즈온,462310,2025-07-09,7899
주권,코스닥,싸이닉솔루션,234030,2025-07-07,23605
주권,코스닥,뉴엔AI,463020,2025-07-04,8879
주권,코스닥,지에프씨생명과학,388610,2025-06-30,5325
주권,코스닥,케이지에이,455180,2025-06-17,13958
주권,코스닥,지씨지놈,340450,2025-06-11,23651
주권,코스닥,링크솔루션,474650,2025-06-10,5752
주권,코스닥,키스트론,475430,2025-06-02,17848
주권,코스닥,인투셀,287840,2025-05-23,15022
주권,코스닥,바이오비쥬,489460,2025-05-20,15044
주권,코스닥,이뮨온시아,424870,2025-05-19,91272
주권,코스닥,바이오포트,188040,2025-05-16,4679
주권,코스닥,티씨머티리얼즈,125020,2025-05-15,35039
주권,코스닥,로킷헬스케어,376900,2025-05-12,15874
주권,코스닥,오가노이드사이언스,476040,2025-05-09,6586
주권,코스닥,원일티엔아이,136150,2025-05-09,8381
주권,코스닥,나우로보틱스,459510,2025-05-08,12978
주권,코스닥,에이아이코리아,364950,2025-04-29,8296
주권,코스닥,쎄크,081180,2025-04-28,8826
주권,코스닥,한국피아이엠,448900,2025-04-04,6074
주권,코스닥,에이유브랜즈,481070,2025-04-03,14330
주권,코스닥,우양에이치씨,101970,2025-03-28,14790
주권,코스닥,더즌,462860,2025-03-24,71757
주권,코스닥,심플랫폼,444530,2025-03-21,6419
주권,코스닥,티엑스알로보틱스,484810,2025-03-20,15451
주권,코스닥,한텍,098070,2025-03-20,11121
주권,코스닥,에스엠씨지,460870,2025-03-07,20073
주권,코스닥,엠디바이스,226590,2025-03-07,10717
주권,코스닥,대진첨단소재,393970,2025-03-06,17851
주권,코스닥,에르코스,435570,2025-02-28,7617
주권,코스닥,엘케이켐,489500,2025-02-25,6391
주권,코스닥,위너스일렉,479960,2025-02-24,7126
주권,코스닥,모티브링크,463480,2025-02-20,12390
주권,코스닥,동국생명과학,303810,2025-02-17,31984
주권,코스닥,오름테라퓨틱,475830,2025-02-14,21720
주권,코스닥,동방메디컬,240550,2025-02-13,20934
주권,코스닥,아이에스티이,212710,2025-02-12,9715
주권,코스닥,아이지넷,462980,2025-02-04,18234
주권,코스닥,피아이이,452450,2025-02-04,36029
주권,코스닥,삼양엔씨켐,482630,2025-02-03,21888
주권,코스닥,데이원컴퍼니,373160,2025-01-24,13807
주권,코스닥,아스테라시스,450950,2025-01-24,37628
주권,코스닥,와이즈넛,096250,2025-01-24,13107
주권,코스닥,미트박스,475460,2025-01-23,5647
주권,코스닥,블랙야크아이앤씨,478560,2025-01-21,25830
주권,코스닥,엠에프씨,432980,2024-12-26,8592
주권,코스닥,파인메딕스,387570,2024-12-26,5626
주권,코스닥,쓰리에이로직스,177900,2024-12-24,9628
주권,코스닥,듀켐바이오,176750,2024-12-20,28489
주권,코스닥,에스지헬스케어,398120,2024-12-19,11819
주권,코스닥,온코닉테라퓨틱스,476060,2024-12-19,45408
주권,코스닥,온코크로스,382150,2024-12-18,12196
주권,코스닥,벡트,457600,2024-12-16,13708
주권,코스닥,셀로맥스사이언스,471820,2024-12-13,11303
주권,코스닥,위츠,459100,2024-11-20,13466
주권,코스닥,유디엠텍,389680,2024-11-20,8321
주권,코스닥,RF시스템즈,474610,2024-11-19,14415
주권,코스닥,사이냅소프트,466410,2024-11-19,5037
주권,코스닥,에스켐,475660,2024-11-18,7930
주권,코스닥,엠오티,413390,2024-11-18,11580
주권,코스닥,쓰리빌리언,394800,2024-11-14,31823
주권,코스닥,닷밀,464580,2024-11-13,18406
주권,코스닥,노머스,473980,2024-11-12,11059
주권,코스닥,에어레인,163280,2024-11-08,13603
주권,코스닥,토모큐브,475960,2024-11-07,13383
주권,코스닥,HEM파마,376270,2024-11-05,7209
주권,코스닥,에이럭스,475580,2024-11-01,13625
주권,코스닥,탑런토탈솔루션,336680,2024-11-01,39146
주권,코스닥,성우,458650,2024-10-31,15046
주권,코스닥,클로봇,466100,2024-10-28,25459
주권,코스닥,에이치엔에스하이텍,044990,2024-10-25,7685
주권,코스닥,웨이비스,289930,2024-10-25,13149
주권,코스닥,씨메스로보틱스,475400,2024-10-24,11807
주권,코스닥,한켐,457370,2024-10-22,8062
주권,코스닥,루미르,474170,2024-10-21,17818
주권,코스닥,와이제이링크,209640,2024-10-18,28443
주권,코스닥,인스피언,465480,2024-10-18,10138
주권,코스닥,셀비온,308430,2024-10-16,12905
주권,코스닥,제닉스로보틱스,381620,2024-09-30,13118
주권,코스닥,차이커뮤니케이션,351870,2024-09-27,11161
주권,코스닥,아이언디바이스,464500,2024-09-23,13993
주권,코스닥,아이비젼웍스,469750,2024-09-03,34456
주권,코스닥,아이스크림미디어,461300,2024-08-30,13324
주권,코스닥,이엔셀,456070,2024-08-23,11030
주권,코스닥,M83,476080,2024-08-22,8077
주권,코스닥,티디에스팜,464280,2024-08-21,5530
주권,코스닥,넥스트바이오메디컬,389650,2024-08-20,8277
주권,코스닥,케이쓰리아이,431190,2024-08-20,7486
주권,코스닥,유라클,088340,2024-08-16,4364
주권,코스닥,뱅크웨어글로벌,199480,2024-08-12,10197
주권,코스닥,아이빔테크놀로지,460470,2024-08-06,15119
주권,코스닥,피앤에스로보틱스,460940,2024-07-31,13455
주권,코스닥,엑셀세라퓨틱스,373110,2024-07-15,17294
주권,코스닥,하스,450330,2024-07-03,8187
주권,코스닥,이노스페이스,462350,2024-07-02,33651
주권,코스닥,에이치브이엠,295310,2024-06-28,12047
주권,코스닥,하이젠알앤엠,160190,2024-06-27,30888
주권,코스닥,에스오에스랩,464080,2024-06-25,17947
주권,코스닥,한중엔시에스,107640,2024-06-24,9065
주권,코스닥,씨어스,458870,2024-06-19,38060
주권,코스닥,라메디텍,462510,2024-06-17,8803
주권,코스닥,그리드위즈,453450,2024-06-14,7943
주권,코스닥,다원넥스뷰,323350,2024-06-11,8011
주권,코스닥,노브랜드,145170,2024-05-23,16908
주권,코스닥,아이씨티케이,456010,2024-05-17,14502
주권,코스닥,코칩,126730,2024-05-07,8770
주권,코스닥,민테크,452200,2024-05-03,24333
주권,코스닥,카티스,140430,2024-05-03,10690
주권,코스닥,디앤디파마텍,347850,2024-05-02,45838
주권,코스닥,제일엠앤에스,412540,2024-04-30,20601
주권,코스닥,삐아,451250,2024-04-25,10226
주권,코스닥,아이엠비디엑스,461030,2024-04-03,14335
주권,코스닥,엔젤로보틱스,455900,2024-03-26,15374
주권,코스닥,제이투케이바이오,420570,2024-03-25,5847
주권,코스닥,삼현,437730,2024-03-21,31708
주권,코스닥,오상헬스케어,036220,2024-03-13,14309
주권,코스닥,케이엔알시스템,199430,2024-03-07,11197
주권,코스닥,E8,418620,2024-02-23,19850
주권,코스닥,코셈,360350,2024-02-23,5438
주권,코스닥,케이웨더,068100,2024-02-22,11928
주권,코스닥,사피엔반도체,452430,2024-02-19,8255
주권,코스닥,에스피소프트,443670,2024-02-15,24011
주권,코스닥,스튜디오삼익,415380,2024-02-06,11443
주권,코스닥,폰드그룹,472850,2024-02-02,57572
주권,코스닥,레이저옵텍,199550,2024-02-01,14846
주권,코스닥,이닉스,452400,2024-02-01,9071
주권,코스닥,포스뱅크,105760,2024-01-29,10191
주권,코스닥,현대힘스,460930,2024-01-26,35511
주권,코스닥,HB인베스트먼트,440290,2024-01-25,27506
주권,코스닥,드림인사이트,362990,2024-01-25,16801
주권,코스닥,우진엔텍,457550,2024-01-24,9319
주권,코스닥,한빛레이저,452190,2024-01-04,23921
주권,코스닥,씨싸이트,109670,2023-12-21,5837
주권,코스닥,블루엠텍,439580,2023-12-13,33847
주권,코스닥,LS머트리얼즈,417200,2023-12-12,67653
주권,코스닥,케이엔에스,432470,2023-12-06,8772
주권,코스닥,와이바이오로직스,338840,2023-12-05,15367
주권,코스닥,에이텀,355690,2023-12-01,9405
