code,listed,traded_days,amt_sum,amt_avg,no_trade_pct,years,group,mktcap,name,spac,decile,susi,susi_after,susi_corr,action,susi_yr,susi_after_yr,action_yr
060280,606,606,4830135428500.0,7970520509.075908,0.0,2.5041322314049586,ST,359372770900.0,큐렉소,N,D2,34.0,15.0,2.0,5.0,13.577557755775578,5.99009900990099,1.9966996699669968
200470,596,596,4748725962000.0,7967661010.067114,0.0,2.462809917355372,ST,243582034750.0,에이팩트,N,D2,38.0,24.0,6.0,10.0,15.429530201342281,9.74496644295302,4.060402684563758
131290,596,596,4731322047000.0,7938459810.402684,0.0,2.462809917355372,ST,2981055115500.0,티에스이,N,D2,29.0,17.0,3.0,4.0,11.775167785234899,6.902684563758388,1.6241610738255032
077360,606,606,4810013539500.0,7937316071.782178,0.0,2.5041322314049586,ST,433468999080.0,덕산하이메탈,N,D2,33.0,13.0,2.0,4.0,13.178217821782178,5.191419141914191,1.5973597359735974
015750,606,606,4804222495000.0,7927759892.739274,0.0,2.5041322314049586,ST,476000000000.0,성우하이텍,N,D2,24.0,1.0,4.0,1.0,9.584158415841584,0.39933993399339934,0.39933993399339934
452430,564,564,4465094113000.0,7916833533.687943,0.0,2.330578512396694,ST,255918051000.0,사피엔반도체,N,D2,33.0,15.0,9.0,3.0,14.159574468085108,6.436170212765958,1.2872340425531916
033340,467,467,3690903267500.0,7903433120.985011,0.0,1.9297520661157024,ST,52644152994.0,좋은사람들,N,D2,15.0,13.0,0.0,8.0,7.773019271948608,6.736616702355461,4.145610278372591
297890,606,606,4786940929500.0,7899242457.920792,0.0,2.5041322314049586,ST,126460640306.0,HB솔루션,N,D2,35.0,25.0,7.0,3.0,13.976897689768977,9.983498349834983,1.198019801980198
393890,606,606,4776331045500.0,7881734398.514852,0.0,2.5041322314049586,ST,302219275920.0,더블유씨피,N,D2,55.0,29.0,4.0,7.0,21.963696369636963,11.58085808580858,2.7953795379537953
177900,366,366,2879751953000.0,7868174734.972677,0.0,1.512396694214876,ST,40965438000.0,쓰리에이로직스,N,D2,20.0,11.0,1.0,0.0,13.224043715846994,7.273224043715847,0.0
038110,606,606,4699753435000.0,7755368704.620462,0.0,2.5041322314049586,ST,83162127400.0,에코플라스틱,N,D2,52.0,40.0,10.0,5.0,20.765676567656765,15.973597359735974,1.9966996699669968
389500,596,596,4608421325500.0,7732250546.14094,0.0,2.462809917355372,ST,238219124000.0,에스비비테크,N,D2,33.0,15.0,5.0,9.0,13.399328859060402,6.090604026845637,3.654362416107382
052420,589,589,4545426138500.0,7717192085.73854,0.0,2.4338842975206614,ST,86801300190.0,오성첨단소재,N,D2,76.0,54.0,21.0,2.0,31.2258064516129,22.186757215619693,0.8217317487266552
460940,462,462,3561492761500.0,7708858791.125541,0.0,1.9090909090909087,ST,59472337600.0,피앤에스로보틱스,N,D2,33.0,17.0,4.0,4.0,17.28571428571429,8.904761904761907,2.095238095238096
388790,562,562,4326779198500.0,7698895370.996441,0.0,2.322314049586777,ST,148784817600.0,라이콤,N,D2,22.0,13.0,2.0,12.0,9.473309608540925,5.597864768683274,5.167259786476868
214370,576,576,4434142497000.0,7698164057.291667,0.0,2.3801652892561984,ST,3281986500000.0,케어젠,N,D2,60.0,22.0,10.0,20.0,25.208333333333332,9.243055555555555,8.402777777777777
047310,596,596,4573257548500.0,7673250920.302013,0.0,2.462809917355372,ST,116605254675.0,파워로직스,N,D2,18.0,6.0,1.0,6.0,7.308724832214764,2.436241610738255,2.436241610738255
053050,606,606,4640231877500.0,7657148312.70627,0.0,2.5041322314049586,ST,56556607942.0,지에스이,N,D2,25.0,16.0,0.0,5.0,9.983498349834983,6.3894389438943895,1.9966996699669968
378800,576,576,4396975662500.0,7633638302.951389,0.0,2.3801652892561984,ST,25757368267.0,샤페론,N,D2,41.0,27.0,5.0,10.0,17.225694444444443,11.34375,4.201388888888888
393210,606,606,4624163896000.0,7630633491.749175,0.0,2.5041322314049586,ST,34664287680.0,토마토시스템,N,D2,44.0,13.0,5.0,3.0,17.570957095709574,5.191419141914191,1.198019801980198
213420,606,606,4623852089500.0,7630118959.570957,0.0,2.5041322314049586,ST,748660046850.0,덕산네오룩스,N,D2,37.0,23.0,6.0,4.0,14.775577557755776,9.184818481848184,1.5973597359735974
413630,487,487,3706654603500.0,7611200417.864476,0.0,2.012396694214876,ST,79067432850.0,씨피시스템,N,D2,24.0,12.0,0.0,13.0,11.926078028747433,5.963039014373717,6.459958932238193
425040,606,606,4600775835500.0,7592039332.508251,0.0,2.5041322314049586,ST,222078956740.0,티이엠씨,N,D2,27.0,20.0,0.0,5.0,10.782178217821782,7.986798679867987,1.9966996699669968
450950,346,346,2615508441000.0,7559272950.867052,0.0,1.4297520661157024,ST,237430105520.0,아스테라시스,N,D2,22.0,7.0,0.0,2.0,15.38728323699422,4.895953757225434,1.3988439306358382
163730,594,594,4452040721500.0,7495018049.6633,0.0,2.4545454545454546,ST,114269468670.0,핑거,N,D2,42.0,21.0,7.0,9.0,17.11111111111111,8.555555555555555,3.6666666666666665
126730,522,522,3900753520000.0,7472707892.720306,0.0,2.15702479338843,ST,135586147960.0,코칩,N,D2,39.0,33.0,6.0,4.0,18.080459770114942,15.298850574712644,1.8544061302681991
041440,606,606,4522484476000.0,7462845669.966997,0.0,2.5041322314049586,ST,118290550560.0,현대에버다임,N,D2,56.0,35.0,1.0,4.0,22.363036303630363,13.976897689768977,1.5973597359735974
294630,586,586,4357945794500.0,7436767567.406143,0.0,2.4214876033057853,ST,70793566515.0,서남,N,D3,24.0,16.0,5.0,8.0,9.911262798634812,6.607508532423208,3.303754266211604
014940,606,606,4501410943500.0,7428070863.861386,0.0,2.5041322314049586,ST,213284733480.0,오리엔탈정공,N,D3,18.0,2.0,3.0,3.0,7.188118811881188,0.7986798679867987,1.198019801980198
094360,606,606,4463430395500.0,7365396692.244225,0.0,2.5041322314049586,ST,260107237320.0,칩스앤미디어,N,D3,54.0,19.0,5.0,2.0,21.564356435643564,7.587458745874588,0.7986798679867987
474610,391,391,2866880205000.0,7332174437.340154,0.0,1.615702479338843,ST,94419691000.0,RF시스템즈,N,D3,32.0,10.0,1.0,3.0,19.805626598465473,6.18925831202046,1.856777493606138
408900,605,605,4421669863000.0,7308545228.099174,0.0,2.5,ST,36388504119.0,스튜디오미르,N,D3,31.0,20.0,0.0,4.0,12.4,8.0,1.6
205470,588,588,4291504225000.0,7298476573.1292515,0.0,2.4297520661157024,ST,57122627315.0,휴마시스,N,D3,42.0,29.0,12.0,5.0,17.285714285714285,11.935374149659864,2.057823129251701
462510,495,495,3606455962000.0,7285769620.202021,0.0,2.0454545454545454,ST,24956405775.0,라메디텍,N,D3,17.0,13.0,0.0,3.0,8.311111111111112,6.355555555555556,1.4666666666666668
013990,606,606,4414389290500.0,7284470776.40264,0.0,2.5041322314049586,ST,116586315120.0,아가방컴퍼니,N,D3,23.0,9.0,0.0,6.0,9.184818481848184,3.594059405940594,2.396039603960396
211270,606,606,4411782530000.0,7280169191.419142,0.0,2.5041322314049586,ST,136645674240.0,AP위성,N,D3,51.0,28.0,21.0,6.0,20.366336633663366,11.181518151815181,2.396039603960396
073570,270,270,1965249580500.0,7278702150.0,0.0,1.115702479338843,ST,20114375088.0,리튬포어스,N,D3,28.0,26.0,3.0,3.0,25.096296296296295,23.303703703703704,2.6888888888888887
272290,606,606,4391828468000.0,7247241696.369637,0.0,2.5041322314049586,ST,452581454300.0,이녹스첨단소재,N,D3,56.0,26.0,12.0,1.0,22.363036303630363,10.382838283828383,0.39933993399339934
464500,429,429,3098540287000.0,7222704631.701632,0.0,1.7727272727272727,ST,26139415284.0,아이언디바이스,N,D3,22.0,8.0,0.0,8.0,12.41025641025641,4.512820512820513,4.512820512820513
204620,606,606,4375108163000.0,7219650433.9934,0.0,2.5041322314049586,ST,357742149700.0,글로벌텍스프리,N,D3,54.0,24.0,5.0,5.0,21.564356435643564,9.584158415841584,1.9966996699669968
032500,606,606,4371160716500.0,7213136495.874587,0.0,2.5041322314049586,ST,740886269560.0,케이엠더블유,N,D3,31.0,20.0,3.0,18.0,12.37953795379538,7.986798679867987,7.188118811881188
033790,575,575,4130963928500.0,7184285093.043478,0.0,2.37603305785124,ST,504097416350.0,피노,N,D3,120.0,69.0,16.0,34.0,50.50434782608695,29.04,14.309565217391302
252990,606,606,4337784408500.0,7158060080.033003,0.0,2.5041322314049586,ST,704549301300.0,샘씨엔에스,N,D3,45.0,11.0,0.0,2.0,17.970297029702973,4.392739273927393,0.7986798679867987
115500,596,596,4263798733500.0,7154024720.637584,0.0,2.462809917355372,ST,105120000000.0,케이씨에스,N,D3,23.0,9.0,1.0,4.0,9.338926174496644,3.654362416107382,1.6241610738255032
082920,594,594,4247834295500.0,7151236187.710438,0.0,2.4545454545454546,ST,1410057734700.0,비츠로셀,N,D3,37.0,13.0,3.0,6.0,15.074074074074074,5.296296296296296,2.444444444444444
005860,606,606,4285861672000.0,7072378996.69967,0.0,2.5041322314049586,ST,96342009825.0,한일사료,N,D3,21.0,20.0,2.0,2.0,8.386138613861387,7.986798679867987,0.7986798679867987
101170,596,596,4200206789000.0,7047326827.181208,0.0,2.462809917355372,ST,103005000000.0,우림피티에스,N,D3,29.0,13.0,1.0,10.0,11.775167785234899,5.278523489932885,4.060402684563758
475430,263,263,1850305614500.0,7035382564.638783,0.0,1.0867768595041325,ST,81565862700.0,키스트론,N,D3,11.0,9.0,2.0,2.0,10.121673003802279,8.281368821292773,1.8403041825095052
053800,606,606,4251479517000.0,7015642767.326733,0.0,2.5041322314049586,ST,617521083000.0,안랩,N,D3,55.0,16.0,2.0,7.0,21.963696369636963,6.3894389438943895,2.7953795379537953
250060,596,596,4154732229500.0,6971027230.704698,0.0,2.462809917355372,ST,87827687220.0,모비스,N,D3,45.0,14.0,10.0,5.0,18.27181208053691,5.684563758389261,2.030201342281879
025950,582,582,4033648833500.0,6930668098.797251,0.0,2.4049586776859506,ST,114828000000.0,동신건설,N,D3,40.0,17.0,17.0,7.0,16.63230240549828,7.0687285223367695,2.910652920962199
419530,574,574,3958524454500.0,6896384067.073171,0.0,2.371900826446281,ST,284784702300.0,SAMG엔터,N,D3,37.0,24.0,4.0,17.0,15.599303135888503,10.118466898954704,7.167247386759582
042370,606,606,4151155005000.0,6850090767.326733,0.0,2.5041322314049586,ST,227416217000.0,비츠로테크,N,D3,46.0,25.0,4.0,3.0,18.36963696369637,9.983498349834983,1.198019801980198
174900,370,370,2524209122500.0,6822186817.567568,0.0,1.5289256198347108,ST,468875031500.0,앱클론,N,D3,31.0,14.0,5.0,1.0,20.275675675675675,9.156756756756756,0.654054054054054
457370,411,411,2785815296000.0,6778139406.326034,0.0,1.6983471074380163,ST,65222664060.0,한켐,N,D3,23.0,6.0,2.0,3.0,13.542579075425792,3.5328467153284677,1.7664233576642339
089890,586,586,3960694853000.0,6758864936.860068,0.0,2.4214876033057853,ST,552279234600.0,코세스,N,D3,30.0,6.0,10.0,15.0,12.389078498293514,2.477815699658703,6.194539249146757
046120,576,576,3891338327000.0,6755795706.597222,0.0,2.3801652892561984,ST,169954273660.0,오르비텍,N,D3,105.0,75.0,50.0,8.0,44.11458333333333,31.510416666666664,3.361111111111111
085670,606,606,4084666801500.0,6740374259.900991,0.0,2.5041322314049586,ST,80730007495.0,뉴프렉스,N,D3,30.0,14.0,2.0,2.0,11.98019801980198,5.590759075907591,0.7986798679867987
069540,557,557,3744305662500.0,6722272284.560143,0.0,2.301652892561984,ST,262008660525.0,빛과전자,N,D3,179.0,141.0,59.0,18.0,77.77019748653498,61.26032315978454,7.820466786355474
418620,570,570,3831379891000.0,6721719107.017544,0.0,2.355371900826446,ST,14173240578.0,E8,N,D3,54.0,34.0,7.0,18.0,22.926315789473684,14.435087719298245,7.642105263157895
435570,310,310,2081421957000.0,6714264377.419354,0.0,1.28099173553719,ST,48748691200.0,에르코스,N,D3,19.0,7.0,3.0,5.0,14.832258064516129,5.464516129032258,3.903225806451613
094170,596,596,4000745523000.0,6712660273.489933,0.0,2.462809917355372,ST,657617487200.0,동운아나텍,N,D3,26.0,7.0,1.0,3.0,10.55704697986577,2.8422818791946307,1.2181208053691275
095500,606,606,4036706337500.0,6661231580.033003,0.0,2.5041322314049586,ST,235675992400.0,미래나노텍,N,D3,37.0,14.0,3.0,5.0,14.775577557755776,5.590759075907591,1.9966996699669968
267320,606,606,4036509215500.0,6660906296.20462,0.0,2.5041322314049586,ST,120572119500.0,나인테크,N,D3,51.0,25.0,9.0,1.0,20.366336633663366,9.983498349834983,0.39933993399339934
430690,595,595,3937629100500.0,6617864034.453781,0.0,2.458677685950413,ST,24623387040.0,한싹,N,D3,21.0,7.0,1.0,4.0,8.541176470588235,2.847058823529412,1.626890756302521
207760,606,606,4005935267500.0,6610454236.79868,0.0,2.5041322314049586,ST,41124492585.0,미스터블루,N,D3,46.0,40.0,6.0,5.0,18.36963696369637,15.973597359735974,1.9966996699669968
123410,606,606,3993653114500.0,6590186657.590759,0.0,2.5041322314049586,ST,155353137120.0,코리아에프티,N,D3,37.0,32.0,0.0,3.0,14.775577557755776,12.778877887788779,1.198019801980198
412540,224,224,1471842397000.0,6570724986.607142,0.0,0.9256198347107438,ST,81063616775.0,제일엠앤에스,N,D3,16.0,10.0,1.0,1.0,17.285714285714285,10.803571428571429,1.0803571428571428
058970,606,606,3976385628000.0,6561692455.445544,0.0,2.5041322314049586,ST,192859586400.0,엠로,N,D3,50.0,43.0,5.0,2.0,19.966996699669966,17.171617161716174,0.7986798679867987
416180,596,596,3885397298500.0,6519122984.060403,0.0,2.462809917355372,ST,178897206620.0,신성에스티,N,D3,50.0,32.0,12.0,5.0,20.30201342281879,12.993288590604026,2.030201342281879
036200,606,606,3921613342000.0,6471309145.214521,0.0,2.5041322314049586,ST,275671364770.0,유니셈,N,D3,19.0,11.0,2.0,5.0,7.587458745874588,4.392739273927393,1.9966996699669968
413390,392,392,2521362854000.0,6432048096.938775,0.0,1.6198347107438016,ST,71797116000.0,엠오티,N,D3,33.0,10.0,9.0,2.0,20.372448979591837,6.173469387755103,1.2346938775510206
054920,606,606,3881524972000.0,6405156719.471948,0.0,2.5041322314049586,ST,88883805150.0,한컴위드,N,D3,30.0,20.0,2.0,7.0,11.98019801980198,7.986798679867987,2.7953795379537953
053300,606,606,3862925819500.0,6374465048.679868,0.0,2.5041322314049586,ST,174338757320.0,한국정보인증,N,D3,36.0,26.0,6.0,0.0,14.376237623762377,10.382838283828383,0.0
314930,605,605,3819267160000.0,6312838280.991735,0.0,2.5,ST,255376003740.0,바이오다인,N,D3,24.0,7.0,5.0,7.0,9.6,2.8,2.8
0010V0,208,208,1310903401500.0,6302420199.519231,0.0,0.859504132231405,ST,37933122000.0,제이피아이헬스케어,N,D3,7.0,1.0,0.0,1.0,8.144230769230768,1.1634615384615383,1.1634615384615383
458650,404,404,2536086878500.0,6277442768.564357,0.0,1.6694214876033058,ST,131499155800.0,성우,N,D3,28.0,7.0,0.0,2.0,16.77227722772277,4.193069306930693,1.198019801980198
420770,596,596,3725534230000.0,6250896359.060403,0.0,2.462809917355372,ST,2085162191000.0,기가비스,N,D3,38.0,17.0,7.0,9.0,15.429530201342281,6.902684563758388,3.654362416107382
126700,606,606,3774971875500.0,6229326527.227723,0.0,2.5041322314049586,ST,149271698880.0,하이비젼시스템,N,D3,37.0,19.0,7.0,1.0,14.775577557755776,7.587458745874588,0.39933993399339934
126340,586,586,3647142962500.0,6223793451.365188,0.0,2.4214876033057853,ST,515553725200.0,비나텍,N,D3,47.0,31.0,6.0,16.0,19.40955631399317,12.802047781569964,6.607508532423208
047770,606,606,3771543927500.0,6223669847.359736,0.0,2.5041322314049586,ST,106526924630.0,코데즈컴바인,N,D3,20.0,20.0,0.0,7.0,7.986798679867987,7.986798679867987,2.7953795379537953
064290,598,598,3719717235000.0,6220262934.782609,0.0,2.471074380165289,ST,579491010000.0,인텍플러스,N,D3,35.0,29.0,5.0,12.0,14.16387959866221,11.73578595317726,4.856187290969901
086390,606,606,3749546848000.0,6187371036.303631,0.0,2.5041322314049586,ST,229093925840.0,유니테스트,N,D3,23.0,11.0,2.0,4.0,9.184818481848184,4.392739273927393,1.5973597359735974
033160,596,596,3652842331000.0,6128930085.57047,0.0,2.462809917355372,ST,414935091900.0,엠케이전자,N,D3,46.0,29.0,3.0,12.0,18.677852348993287,11.775167785234899,4.87248322147651
373110,475,475,2910795246000.0,6127989991.578947,0.0,1.962809917355372,ST,21081866286.0,엑셀세라퓨틱스,N,D3,30.0,11.0,3.0,3.0,15.284210526315789,5.604210526315789,1.528421052631579
452400,584,584,3552370063000.0,6082825450.342465,0.0,2.413223140495868,ST,51707139600.0,이닉스,N,D3,25.0,13.0,3.0,6.0,10.359589041095889,5.386986301369862,2.486301369863013
085660,606,606,3682692964000.0,6077051095.709571,0.0,2.5041322314049586,ST,948323029200.0,차바이오텍,N,D3,108.0,83.0,19.0,16.0,43.12871287128713,33.14521452145215,6.3894389438943895
228760,606,606,3666883197500.0,6050962372.112211,0.0,2.5041322314049586,ST,275937142200.0,지노믹트리,N,D3,22.0,17.0,0.0,4.0,8.785478547854787,6.788778877887789,1.5973597359735974
451760,606,606,3646366883500.0,6017107068.481848,0.0,2.5041322314049586,ST,142792245100.0,컨텍,N,D3,51.0,14.0,6.0,3.0,20.366336633663366,5.590759075907591,1.198019801980198
000440,606,606,3645205563000.0,6015190698.019802,0.0,2.5041322314049586,ST,86993006100.0,중앙에너비스,N,D3,18.0,7.0,0.0,6.0,7.188118811881188,2.7953795379537953,2.396039603960396
199550,584,584,3510099931500.0,6010445088.184932,0.0,2.413223140495868,ST,44537373000.0,레이저옵텍,N,D3,36.0,14.0,3.0,4.0,14.91780821917808,5.801369863013698,1.6575342465753422
003310,596,596,3570594141000.0,5990929766.778523,0.0,2.462809917355372,ST,57901884600.0,대주산업,N,D3,18.0,8.0,2.0,10.0,7.308724832214764,3.2483221476510065,4.060402684563758
338220,606,606,3609838428500.0,5956829089.933993,0.0,2.5041322314049586,ST,110894438160.0,뷰노,N,D3,57.0,28.0,5.0,1.0,22.762376237623762,11.181518151815181,0.39933993399339934
282720,606,606,3591753362500.0,5926985746.69967,0.0,2.5041322314049586,ST,86048450000.0,금양그린파워,N,D3,69.0,43.0,18.0,5.0,27.554455445544555,17.171617161716174,1.9966996699669968
122640,606,606,3587638385500.0,5920195355.610561,0.0,2.5041322314049586,ST,679954842000.0,예스티,N,D3,63.0,12.0,10.0,4.0,25.15841584158416,4.792079207920792,1.5973597359735974
452200,513,513,3022636769500.0,5892079472.709552,0.0,2.1198347107438016,ST,37959168000.0,민테크,N,D3,30.0,11.0,4.0,6.0,14.152046783625732,5.189083820662768,2.8304093567251463
304360,438,438,2578154787000.0,5886198143.835616,0.0,1.8099173553719008,ST,248941072800.0,에스바이오메딕스,N,D3,27.0,10.0,2.0,4.0,14.917808219178083,5.525114155251142,2.2100456621004567
460470,459,459,2683917145000.0,5847314041.394336,0.0,1.896694214876033,ST,44526544650.0,아이빔테크놀로지,N,D3,27.0,5.0,3.0,5.0,14.235294117647058,2.636165577342048,2.636165577342048
382900,605,605,3487900170000.0,5765124247.933885,0.0,2.5,ST,145783040000.0,범한퓨얼셀,N,D3,52.0,27.0,18.0,7.0,20.8,10.8,2.8
086960,586,586,3371006048500.0,5752570048.634812,0.0,2.4214876033057853,ST,85057340000.0,MDS테크,N,D3,35.0,30.0,6.0,2.0,14.453924914675767,12.389078498293514,0.825938566552901
317830,606,606,3476532610500.0,5736852492.574258,0.0,2.5041322314049586,ST,53276530010.0,에스피시스템스,N,D3,27.0,22.0,4.0,6.0,10.782178217821782,8.785478547854787,2.396039603960396
465480,413,413,2366035773500.0,5728900177.966102,0.0,1.706611570247934,ST,36800112360.0,인스피언,N,D3,25.0,12.0,2.0,3.0,14.648910411622275,7.031476997578691,1.7578692493946728
035760,606,606,3468855621000.0,5724184193.069307,0.0,2.5041322314049586,ST,706118758800.0,CJ ENM,N,D3,82.0,54.0,4.0,8.0,32.74587458745875,21.564356435643564,3.1947194719471947
354320,592,592,3362646540500.0,5680146183.277027,0.0,2.446280991735537,ST,199091518150.0,알멕,N,D3,24.0,9.0,6.0,16.0,9.810810810810812,3.6790540540540544,6.540540540540541
045660,593,593,3361377814500.0,5668428017.706576,0.0,2.450413223140496,ST,65749600000.0,에이텍,N,D3,40.0,32.0,3.0,3.0,16.32377740303541,13.059021922428329,1.2242833052276558
078350,606,606,3431064204500.0,5661822119.636964,0.0,2.5041322314049586,ST,350620786000.0,한양디지텍,N,D3,23.0,8.0,3.0,5.0,9.184818481848184,3.1947194719471947,1.9966996699669968
080580,591,591,3342475015000.0,5655626082.910321,0.0,2.4421487603305785,ST,299069741900.0,오킨스전자,N,D3,36.0,31.0,2.0,5.0,14.741116751269036,12.693739424703892,2.047377326565144
352480,606,606,3418426348500.0,5640967571.782178,0.0,2.5041322314049586,ST,275324000200.0,씨앤씨인터내셔널,N,D3,67.0,25.0,5.0,1.0,26.755775577557756,9.983498349834983,0.39933993399339934
348210,606,606,3415914295000.0,5636822268.976897,0.0,2.5041322314049586,ST,425366403000.0,넥스틴,N,D3,47.0,27.0,5.0,6.0,18.768976897689768,10.782178217821782,2.396039603960396
032940,595,595,3324806881500.0,5587910725.210084,0.0,2.458677685950413,ST,107885853900.0,원익,N,D3,15.0,3.0,0.0,15.0,6.100840336134454,1.2201680672268909,6.100840336134454
039860,595,595,3316616622500.0,5574145584.033613,0.0,2.458677685950413,ST,141706157160.0,나노엔텍,N,D3,25.0,17.0,2.0,5.0,10.168067226890757,6.914285714285715,2.033613445378151
053580,586,586,3248961147500.0,5544302299.488054,0.0,2.4214876033057853,ST,81224313720.0,웹케시,N,D3,26.0,17.0,5.0,7.0,10.737201365187712,7.020477815699659,2.8907849829351533
451220,606,606,3334069542500.0,5501764921.617162,0.0,2.5041322314049586,ST,81423477740.0,아이엠티,N,D3,51.0,25.0,16.0,7.0,20.366336633663366,9.983498349834983,2.7953795379537953
138610,606,606,3332264380500.0,5498786106.435643,0.0,2.5041322314049586,ST,183248823160.0,나이벡,N,D3,37.0,27.0,3.0,2.0,14.775577557755776,10.782178217821782,0.7986798679867987
357880,595,595,3268720639000.0,5493648132.773109,0.0,2.458677685950413,ST,136850024080.0,SKAI,N,D3,113.0,64.0,41.0,11.0,45.95966386554622,26.030252100840336,4.473949579831933
110990,606,606,3319441964000.0,5477627003.30033,0.0,2.5041322314049586,ST,343980000000.0,디아이티,N,D3,43.0,10.0,6.0,5.0,17.171617161716174,3.9933993399339935,1.9966996699669968
064550,606,606,3313950393000.0,5468565004.950495,0.0,2.5041322314049586,ST,165443965310.0,바이오니아,N,D3,32.0,23.0,4.0,0.0,12.778877887788779,9.184818481848184,0.0
024740,596,596,3252428121500.0,5457094163.590604,0.0,2.462809917355372,ST,69741743880.0,한일단조,N,D3,20.0,13.0,1.0,4.0,8.120805369127517,5.278523489932885,1.6241610738255032
049070,606,606,3299241140000.0,5444292310.231023,0.0,2.5041322314049586,ST,298174032770.0,인탑스,N,D3,36.0,10.0,2.0,7.0,14.376237623762377,3.9933993399339935,2.7953795379537953
039240,606,606,3295244093500.0,5437696523.927393,0.0,2.5041322314049586,ST,54094106020.0,경남스틸,N,D3,20.0,10.0,3.0,8.0,7.986798679867987,3.9933993399339935,3.1947194719471947
377480,606,606,3294610449500.0,5436650906.7656765,0.0,2.5041322314049586,ST,64774605250.0,마음AI,N,D3,46.0,32.0,7.0,1.0,18.36963696369637,12.778877887788779,0.39933993399339934
289930,408,408,2209575656000.0,5415626607.843137,0.0,1.6859504132231404,ST,110451684000.0,웨이비스,N,D3,24.0,4.0,5.0,4.0,14.23529411764706,2.372549019607843,2.372549019607843
372320,606,606,3275942256500.0,5405845307.755775,0.0,2.5041322314049586,ST,399680347500.0,큐로셀,N,D3,43.0,24.0,0.0,1.0,17.171617161716174,9.584158415841584,0.39933993399339934
473980,396,396,2138927720500.0,5401332627.525252,0.0,1.6363636363636365,ST,128841101300.0,노머스,N,D3,25.0,19.0,6.0,1.0,15.277777777777777,11.61111111111111,0.611111111111111
293490,606,606,3265421048000.0,5388483577.557755,0.0,2.5041322314049586,ST,894425510100.0,카카오게임즈,N,D3,93.0,71.0,14.0,11.0,37.13861386138614,28.353135313531354,4.392739273927393
469750,440,440,2364699100500.0,5374316137.5,0.0,1.818181818181818,ST,22155517283.0,아이비젼웍스,N,D3,23.0,10.0,5.0,2.0,12.650000000000002,5.500000000000001,1.1
351330,606,606,3230145466000.0,5330273046.20462,0.0,2.5041322314049586,ST,31164835200.0,이삭엔지니어링,N,D3,25.0,7.0,2.0,3.0,9.983498349834983,2.7953795379537953,1.198019801980198
327260,574,574,3058853463000.0,5329013001.74216,0.0,2.371900826446281,ST,469546047000.0,RF머트리얼즈,N,D3,48.0,23.0,7.0,14.0,20.23693379790941,9.69686411149826,5.902439024390244
254490,596,596,3167270792500.0,5314212739.09396,0.0,2.462809917355372,ST,242702780000.0,미래반도체,N,D3,25.0,16.0,0.0,3.0,10.151006711409394,6.496644295302013,1.2181208053691275
093520,606,606,3215815415500.0,5306626098.184818,0.0,2.5041322314049586,ST,209829386310.0,매커스,N,D3,31.0,8.0,1.0,7.0,12.37953795379538,3.1947194719471947,2.7953795379537953
201490,578,578,3066337744500.0,5305082602.941176,0.0,2.3884297520661155,ST,67247256930.0,미투온,N,D3,41.0,27.0,1.0,4.0,17.166089965397926,11.304498269896195,1.6747404844290659
046970,568,568,3012815433000.0,5304252522.887324,0.0,2.347107438016529,ST,218248495020.0,우리로,N,D3,21.0,17.0,5.0,5.0,8.947183098591548,7.242957746478873,2.130281690140845
417010,596,596,3161159443000.0,5303958796.979866,0.0,2.462809917355372,ST,99249821760.0,나노팀,N,D3,20.0,10.0,2.0,4.0,8.120805369127517,4.060402684563758,1.6241610738255032
417840,593,593,3141825953500.0,5298188791.736931,0.0,2.450413223140496,ST,290898526320.0,저스템,N,D3,38.0,24.0,3.0,9.0,15.507588532883641,9.794266441821247,3.672849915682968
054450,606,606,3207116357000.0,5292271216.1716175,0.0,2.5041322314049586,ST,164920697370.0,텔레칩스,N,D3,28.0,16.0,1.0,0.0,11.181518151815181,6.3894389438943895,0.0
046890,596,596,3145911470500.0,5278374950.503356,0.0,2.462809917355372,ST,586552324000.0,서울반도체,N,D3,71.0,49.0,14.0,14.0,28.82885906040268,19.895973154362416,5.684563758389261
103840,596,596,3143516360000.0,5274356308.724833,0.0,2.462809917355372,ST,33387513120.0,우양,N,D3,26.0,16.0,3.0,6.0,10.55704697986577,6.496644295302013,2.436241610738255
099220,606,606,3174352501000.0,5238205447.194719,0.0,2.5041322314049586,ST,49977813900.0,SDN,N,D3,26.0,17.0,4.0,0.0,10.382838283828383,6.788778877887789,0.0
340570,606,606,3174019586000.0,5237656082.508251,0.0,2.5041322314049586,ST,429158400000.0,티앤엘,N,D3,25.0,13.0,5.0,0.0,9.983498349834983,5.191419141914191,0.0
140430,486,486,2541459330000.0,5229340185.185185,0.0,2.008264462809917,ST,19187665065.0,카티스,N,D3,31.0,13.0,5.0,20.0,15.436213991769549,6.473251028806585,9.958847736625515
006730,606,606,3165881403500.0,5224226738.448845,0.0,2.5041322314049586,ST,693547999170.0,서부T&D,N,D3,91.0,56.0,32.0,0.0,36.33993399339934,22.363036303630363,0.0
405100,596,596,3087175867500.0,5179825281.040269,0.0,2.462809917355372,ST,134322059930.0,큐알티,N,D3,32.0,14.0,4.0,8.0,12.993288590604026,5.684563758389261,3.2483221476510065
370090,606,606,3122083630000.0,5151953184.818481,0.0,2.5041322314049586,ST,60496788100.0,퓨런티어,N,D3,18.0,6.0,1.0,2.0,7.188118811881188,2.396039603960396,0.7986798679867987
