code,listed,traded_days,amt_sum,amt_avg,no_trade_pct,years,group,mktcap,name,spac,decile,susi,susi_after,susi_corr,action,susi_yr,susi_after_yr,action_yr
456070,437,437,7823096019500.0,17901821554.919907,0.0,1.8057851239669425,ST,79633112740.0,이엔셀,N,D1,33.0,23.0,2.0,7.0,18.274599542334094,12.736842105263156,3.876430205949656
389650,450,450,8047629754500.0,17883621676.666668,0.0,1.859504132231405,ST,313295275100.0,넥스트바이오메디컬,N,D1,15.0,9.0,0.0,1.0,8.066666666666666,4.84,0.5377777777777778
222080,606,606,10831642624500.0,17873997730.19802,0.0,2.5041322314049586,ST,619129946240.0,SFA넥셀,N,D1,97.0,67.0,59.0,10.0,38.73597359735974,26.755775577557756,3.9933993399339935
397030,606,606,10815944153500.0,17848092662.541256,0.0,2.5041322314049586,ST,639197449800.0,에이프릴바이오,N,D1,43.0,11.0,4.0,4.0,17.171617161716174,4.392739273927393,1.5973597359735974
455900,549,549,9790088882500.0,17832584485.42805,0.0,2.268595041322314,ST,280414117440.0,엔젤로보틱스,N,D1,30.0,18.0,6.0,4.0,13.224043715846996,7.9344262295081975,1.7632058287795993
031980,576,576,10215700175500.0,17735590582.46528,0.0,2.3801652892561984,ST,2936798199000.0,피에스케이홀딩스,N,D1,28.0,8.0,1.0,10.0,11.76388888888889,3.361111111111111,4.201388888888888
041510,606,606,10719022021000.0,17688155150.165016,0.0,2.5041322314049586,ST,1774338475000.0,에스엠,N,D1,79.0,52.0,10.0,2.0,31.54785478547855,20.765676567656765,0.7986798679867987
214150,606,606,10714818307000.0,17681218328.38284,0.0,2.5041322314049586,ST,3163929461500.0,클래시스,N,D1,138.0,34.0,14.0,6.0,55.10891089108911,13.577557755775578,2.396039603960396
484590,211,211,3711915760000.0,17592017819.905212,0.0,0.871900826446281,ST,262098462000.0,삼양컴텍,N,D1,10.0,6.0,0.0,1.0,11.469194312796208,6.881516587677726,1.146919431279621
476080,448,448,7839765153500.0,17499475789.0625,0.0,1.851239669421488,ST,30652215000.0,M83,N,D1,24.0,20.0,2.0,3.0,12.96428571428571,10.803571428571425,1.6205357142857137
036540,606,606,10582833866000.0,17463422221.122112,0.0,2.5041322314049586,ST,879862621050.0,SFA반도체,N,D1,32.0,23.0,5.0,9.0,12.778877887788779,9.184818481848184,3.594059405940594
475400,409,409,7129546157000.0,17431653195.599022,0.0,1.6900826446280992,ST,205558024540.0,씨메스로보틱스,N,D1,31.0,15.0,1.0,1.0,18.34229828850856,8.875305623471883,0.5916870415647921
459550,151,151,2627284658500.0,17399236149.006622,0.0,0.6239669421487604,ST,28474239169.0,알트,N,D1,7.0,5.0,0.0,2.0,11.218543046357615,8.013245033112582,3.205298013245033
038500,571,571,9932532507500.0,17394978121.716286,0.0,2.3595041322314048,ST,891388687560.0,삼표시멘트,N,D1,20.0,11.0,1.0,7.0,8.476357267950965,4.66199649737303,2.966725043782837
039980,569,569,9840604596000.0,17294559922.671352,0.0,2.351239669421488,ST,65218805490.0,폴라리스AI,N,D1,33.0,27.0,3.0,8.0,14.035149384885761,11.48330404217926,3.402460456942003
068760,606,606,10149598073500.0,16748511672.442244,0.0,2.5041322314049586,ST,1820495612000.0,셀트리온제약,N,D1,26.0,15.0,3.0,6.0,10.382838283828383,5.99009900990099,2.396039603960396
281740,606,606,10118266296000.0,16696809069.30693,0.0,2.5041322314049586,ST,842665625360.0,레이크머티리얼즈,N,D1,36.0,15.0,8.0,12.0,14.376237623762377,5.99009900990099,4.792079207920792
124500,332,332,5514133982500.0,16608837296.686749,0.0,1.371900826446281,ST,493096198750.0,아이티센글로벌,N,D1,34.0,18.0,13.0,13.0,24.78313253012048,13.120481927710843,9.475903614457831
382150,370,370,6130422811500.0,16568710301.35135,0.0,1.5289256198347108,ST,45247000470.0,온코크로스,N,D1,22.0,20.0,1.0,2.0,14.389189189189189,13.08108108108108,1.308108108108108
443670,565,565,9356500256500.0,16560177445.132744,0.0,2.334710743801653,ST,68550160220.0,에스피소프트,N,D1,26.0,11.0,4.0,4.0,11.136283185840707,4.711504424778761,1.7132743362831857
463480,331,331,5480559266500.0,16557580865.558912,0.0,1.3677685950413223,ST,56500032480.0,모티브링크,N,D1,10.0,6.0,0.0,0.0,7.311178247734139,4.386706948640484,0.0
452190,584,584,9622918906000.0,16477600866.438356,0.0,2.413223140495868,ST,89343280395.0,한빛레이저,N,D1,24.0,11.0,3.0,11.0,9.945205479452053,4.558219178082191,4.558219178082191
089010,606,606,9968575204500.0,16449794066.831684,0.0,2.5041322314049586,ST,384033618300.0,켐트로닉스,N,D1,40.0,28.0,6.0,1.0,15.973597359735974,11.181518151815181,0.39933993399339934
457550,590,590,9600090665000.0,16271340110.16949,0.0,2.43801652892562,ST,146214451020.0,우진엔텍,N,D1,29.0,11.0,3.0,3.0,11.894915254237288,4.511864406779661,1.230508474576271
403850,150,150,2437094566000.0,16247297106.666666,0.0,0.6198347107438017,ST,153699317100.0,더핑크퐁컴퍼니,N,D1,5.0,3.0,0.0,1.0,8.066666666666666,4.84,1.6133333333333333
