공시일,시각,애프터,종목코드,종목명,decile,관리부담,사유성격,정지사유,동반공시,정지공시_원문
20250211,16:23:30,Y,433530,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,키움제7호기업인수목적 주식회사 주권매매거래정지(SPAC 소멸합병)
20250212,16:02:13,Y,065170,비엘팜텍,D7,뉴스형(즉시조치),자본·조직변동,무상증자,(주)비엘팜텍 무상증자결정,(주)비엘팜텍 주권매매거래정지(무상증자)
20250213,16:16:23,Y,180400,DXVX,D3,뉴스형(즉시조치),부실·위험,관리종목지정우려,디엑스앤브이엑스(주) 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,디엑스앤브이엑스(주) 주권매매거래정지(관리종목지정우려)
20250213,16:59:24,Y,073570,리튬포어스,D3,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)리튬포어스 내부결산시점 관리종목 지정ㆍ형식적 상장폐지ㆍ상장적격성 실질심사 사유 발생,(주)리튬포어스 주권매매거래정지(관리종목지정우려)
20250214,16:11:18,Y,219550,디와이디,D6,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)디와이디 기타시장안내(관리종목지정우려종목),(주)디와이디 주권매매거래정지(관리종목지정우려)
20250217,16:12:40,Y,024810,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자보호,이화전기공업(주) 기타시장안내(정리매매 보류 관련),이화전기공업(주) 주권매매거래정지(투자자보호)
20250217,16:13:16,Y,096040,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,투자자보호,이트론(주) (정정)상장폐지,이트론(주) 주권매매거래정지(투자자보호)
20250220,15:37:24,,092600,앤씨앤,D7,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)앤씨앤 기타시장안내(관리종목지정우려종목),(주)앤씨앤 주권매매거래정지(관리종목지정우려)
20250221,17:11:16,Y,101390,(상장폐지),D6,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)아이엠 기타시장안내(관리종목지정우려종목),(주)아이엠 주권매매거래정지(관리종목지정우려)
20250225,17:45:22,Y,060240,스타코링크,D10,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"(주)스타코링크 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250226,17:16:13,Y,027040,서울전자통신,D9,뉴스형(즉시조치),부실·위험,관리종목지정우려,서울전자통신(주) 기타시장안내(관리종목지정우려종목),서울전자통신(주) 주권매매거래정지(관리종목지정우려)
20250227,09:52:12,,095270,웨이브일렉트로,D8,뉴스형(즉시조치),부실·위험,회계처리 기준위반,(주)웨이브일렉트로닉스 회계처리기준 위반에 따른 임원의 해임권고 조치,(주)웨이브일렉트로닉스 주권매매거래정지(회계처리 기준위반)
20250227,16:26:33,Y,054300,팬스타엔터프라이즈,D7,뉴스형(즉시조치),자본·조직변동,우회상장여부 및 요건충족확인,(주)팬스타엔터프라이즈 회사합병 결정,(주)팬스타엔터프라이즈 주권매매거래정지(우회상장여부 및 요건충족확인)
20250227,17:06:29,Y,032980,(상장폐지),D8,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,"바이온(주) 불성실공시법인지정(공시불이행 2건, 공시번복 1건)",바이온(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250304,16:40:18,Y,458320,(상장폐지),(유니버스 밖),집행형(부담 낮음),자본·조직변동,SPAC 소멸합병,,케이비제26호기업인수목적(주) 주권매매거래정지(SPAC 소멸합병)
20250304,17:27:56,Y,430700,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지 사유발생,유안타제9호기업인수목적 주식회사 상장폐지,유안타제9호기업인수목적 주식회사 주권매매거래정지(상장폐지 사유발생)
20250306,14:28:20,,405000,플라즈맵,D8,뉴스형(즉시조치),부실·위험,관리종목지정우려,주식회사 플라즈맵 기타시장안내(관리종목지정우려종목),주식회사 플라즈맵 주권매매거래정지(관리종목지정우려)
20250306,17:34:35,Y,340360,다보링크,D4,뉴스형(즉시조치),부실·위험,불성실공시법인 지정,"주식회사 다보링크 불성실공시법인지정(공시불이행 1건, 공시번복 1건)",주식회사 다보링크 주권매매거래정지(불성실공시법인 지정)
20250307,16:15:23,Y,083640,인콘,D9,뉴스형(즉시조치),자본·조직변동,자본감소,(주)인콘 감자결정,(주)인콘 주권매매거래정지(자본감소)
20250310,16:47:14,Y,288330,파라택시스코리아,D3,뉴스형(즉시조치),부실·위험,관리종목지정우려,브릿지바이오테라퓨틱스 주식회사 기타시장안내(관리종목지정우려종목),브릿지바이오테라퓨틱스 주식회사 주권매매거래정지(관리종목지정우려)
20250311,17:02:38,Y,036630,세종텔레콤,D7,집행형(부담 낮음),자본·조직변동,"주식의 병합, 분할 등 전자등록 변경, 말소",,"세종텔레콤(주) 주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)"
20250312,17:33:27,Y,223310,사토시홀딩스,D7,뉴스형(즉시조치),부실·위험,상장적격성 실질심사 대상 (사유발생,딥마인드플랫폼(주) 기타시장안내(상장적격성 실질심사 사유 발생 ),딥마인드플랫폼(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20250313,16:04:18,Y,405000,플라즈맵,D8,뉴스형(즉시조치),자본·조직변동,자본감소,주식회사 플라즈맵 감자결정,주식회사 플라즈맵 주권매매거래정지(자본감소)
20250313,16:45:11,Y,290720,푸드나무,D8,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)푸드나무 기타시장안내(관리종목지정우려종목),(주)푸드나무 주권매매거래정지(관리종목지정우려)
20250313,16:46:10,Y,088800,에이스테크,D4,뉴스형(즉시조치),자본·조직변동,자본감소,(주)에이스테크놀로지 감자결정,(주)에이스테크놀로지 주권매매거래정지(자본감소)
20250314,14:02:18,,294090,이오플로우,D2,뉴스형(즉시조치),부실·위험,관리종목지정우려,이오플로우(주) 기타시장안내(관리종목지정우려종목),이오플로우(주) 주권매매거래정지(관리종목지정우려)
20250314,15:11:16,,214610,롤링스톤,D4,뉴스형(즉시조치),자본·조직변동,자본감소,주식회사 미코바이오메드 감자결정,주식회사 미코바이오메드 주권매매거래정지(자본감소)
20250314,15:42:13,Y,019660,글로본,D10,뉴스형(즉시조치),자본·조직변동,자본감소,글로본(주) 감자결정,글로본(주) 주권매매거래정지(자본감소)
20250314,16:38:16,Y,298060,풍전약품,D8,뉴스형(즉시조치),부실·위험,관리종목지정우려,에스씨엠생명과학(주) 기타시장안내(관리종목지정우려종목),에스씨엠생명과학(주) 주권매매거래정지(관리종목지정우려)
20250314,16:44:12,Y,065060,지엔코,D9,뉴스형(즉시조치),자본·조직변동,자본감소,(주)지엔코 감자결정,(주)지엔코 주권매매거래정지(자본감소)
20250314,16:51:43,Y,049180,셀루메드,D3,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)셀루메드 기타시장안내(관리종목지정우려종목),(주)셀루메드 주권매매거래정지(관리종목지정우려)
20250314,17:31:21,Y,030350,드래곤플라이,D7,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)드래곤플라이 기타시장안내(관리종목지정우려종목),(주)드래곤플라이 주권매매거래정지(관리종목지정우려)
20250317,15:27:12,,405000,플라즈맵,D8,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,주식회사 플라즈맵 감사보고서 제출,주식회사 플라즈맵 주권매매거래정지(관리종목지정사유발생)
20250318,07:49:10,,029960,(상장폐지),D8,뉴스형(즉시조치),자본·조직변동,"주식교환, 이전",(주)코엔텍 주식교환ㆍ이전 결정,"(주)코엔텍 주권매매거래정지(주식교환, 이전)"
20250318,16:11:17,Y,092600,앤씨앤,D7,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,(주)앤씨앤 감사보고서 제출,(주)앤씨앤 주권매매거래정지(관리종목지정사유발생)
20250319,17:17:24,Y,033790,피노,D3,뉴스형(즉시조치),대형계약,단일판매공급계약,(주)피노 단일판매ㆍ공급계약체결,(주)피노 주권매매거래정지(단일판매공급계약)
20250320,16:45:14,Y,027040,서울전자통신,D9,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,서울전자통신(주) 감사보고서 제출,서울전자통신(주) 주권매매거래정지(관리종목지정사유발생)
20250320,17:26:23,Y,065650,하이퍼코퍼레이션,D7,뉴스형(즉시조치),부실·위험,관리종목지정우려,(주)하이퍼코퍼레이션 기타시장안내(관리종목지정우려종목),(주)하이퍼코퍼레이션 주권매매거래정지(관리종목지정우려)
20250320,17:35:14,Y,180400,DXVX,D3,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,디엑스앤브이엑스(주) 감사보고서 제출,디엑스앤브이엑스(주) 주권매매거래정지(관리종목지정사유발생)
20250321,15:21:18,,284620,카이노스메드,D7,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,주식회사 카이노스메드 감사보고서 제출,주식회사 카이노스메드 주권매매거래정지(관리종목지정사유발생)
20250321,15:33:40,,065650,하이퍼코퍼레이션,D7,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,(주)하이퍼코퍼레이션 감사보고서 제출,(주)하이퍼코퍼레이션 주권매매거래정지(관리종목지정사유발생)
20250321,15:41:50,Y,298060,풍전약품,D8,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,에스씨엠생명과학(주) 관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),에스씨엠생명과학(주) 주권매매거래정지(관리종목지정사유발생)
20250321,15:44:15,Y,049180,셀루메드,D3,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,(주)셀루메드 감사보고서 제출,(주)셀루메드 주권매매거래정지(관리종목지정사유발생)
20250321,15:58:18,Y,196300,HLB펩,D7,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,애니젠(주) 감사보고서 제출,애니젠(주) 주권매매거래정지(관리종목지정사유발생)
20250321,16:44:18,Y,073570,리튬포어스,D3,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,(주)리튬포어스 감사보고서 제출,(주)리튬포어스 주권매매거래정지(관리종목지정사유발생)
20250321,17:16:16,Y,294090,이오플로우,D2,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,이오플로우(주) 조회공시요구(풍문또는보도)(감사의견 비적정설),이오플로우(주) 주권매매거래정지(풍문 또는 보도 관련)
20250321,17:45:22,Y,219550,디와이디,D6,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,(주)디와이디 감사보고서 제출,(주)디와이디 주권매매거래정지(관리종목지정사유발생)
20250321,17:51:15,Y,079970,투비소프트,D7,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,(주)투비소프트 조회공시요구(풍문또는보도)(감사의견 비적정설),(주)투비소프트 주권매매거래정지(풍문 또는 보도 관련)
20250321,19:26:53,Y,068790,DMS,D8,뉴스형(즉시조치),부실·위험,상장폐지 사유발생,(주)디엠에스 관리종목지정(상장폐지사유 발생),(주)디엠에스 주권매매거래정지(상장폐지 사유발생)
20250321,19:27:12,Y,030350,드래곤플라이,D7,뉴스형(즉시조치),부실·위험,투자자 보호,(주)드래곤플라이 투자주의환기종목지정(내부회계관리제도 비적정 등),(주)드래곤플라이 주권매매거래정지(투자자 보호)
20250321,22:06:48,,241820,피씨엘,(유니버스 밖),뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,피씨엘(주) 조회공시요구(풍문또는보도)(주된 영업의 정지설(반기 또는 분기 매출액 미달)),피씨엘(주) 주권매매거래정지(풍문 또는 보도 관련)
20250324,17:07:27,Y,418210,(상장폐지),(유니버스 밖),뉴스형(즉시조치),부실·위험,상장폐지사유 발생,신한제10호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),신한제10호기업인수목적 주식회사 주권매매거래정지(상장폐지사유 발생)
20250325,17:09:11,Y,052770,아이톡시,D8,뉴스형(즉시조치),부실·위험,관리종목지정사유발생,(주)아이톡시 감사보고서 제출,(주)아이톡시 주권매매거래정지(관리종목지정사유발생)
20250326,17:06:45,Y,440790,(상장폐지),(유니버스 밖),뉴스형(즉시조치),자본·조직변동,SPAC 합병(예비심사청구대상,교보13호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),교보13호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20250331,15:43:11,Y,043220,티에스넥스젠,D7,뉴스형(즉시조치),부실·위험,풍문 또는 보도 관련,(주)티에스넥스젠 조회공시요구(풍문또는보도)(감사의견 비적정설),(주)티에스넥스젠 주권매매거래정지(풍문 또는 보도 관련)
20250401,16:11:28,Y,308100,형지글로벌,D5,뉴스형(즉시조치),자본·조직변동,무상증자,(주)형지글로벌 유무상증자결정,(주)형지글로벌 주권매매거래정지(무상증자)
20250401,16:29:43,Y,067630,HLB생명과학,D1,뉴스형(즉시조치),자본·조직변동,합병,에이치엘비생명과학(주) 신주인수권증권 매매거래정지(합병),에이치엘비생명과학(주) 주권매매거래정지(합병)
