code,amihud,intraday,ext15,vol,decile,충격_5천만원_pct,충격_1억원_pct
051360,0.0919,3.7145,0.1658,2.4954,D5,0.0459,0.0919
051370,0.1026,4.3812,0.1653,3.4998,D3,0.0513,0.1026
051380,0.7112,4.5257,0.3306,3.0696,D8,0.3556,0.7112
051390,1.7338,2.2123,0.0,1.2801,D10,0.8669,1.7338
051490,0.5187,3.6084,0.1653,2.8248,D7,0.2593,0.5187
051500,0.1971,3.5515,0.0,2.478,D7,0.0985,0.1971
051780,1.4821,6.7808,2.812,5.2974,D8,0.7411,1.4821
051980,0.0299,8.6462,3.4711,6.234,D1,0.0149,0.0299
052220,0.1607,4.5504,1.4876,3.8427,D4,0.0804,0.1607
052260,0.2846,3.3229,0.3306,2.5862,D7,0.1423,0.2846
052300,0.9749,4.7536,0.0,2.8658,D10,0.4874,0.9749
052330,0.3104,2.5198,0.1653,1.8249,D9,0.1552,0.3104
052400,0.0495,5.5894,2.1488,5.0572,D2,0.0248,0.0495
052420,0.0995,4.045,1.0187,3.3626,D2,0.0497,0.0995
052460,0.5161,5.0527,0.8264,3.649,D7,0.258,0.5161
052600,0.422,3.4962,0.1653,2.3376,D7,0.211,0.422
052710,0.2652,6.193,2.1488,4.8324,D4,0.1326,0.2652
052770,0.6941,8.9008,3.626,6.6474,D8,0.3471,0.6941
052790,0.823,3.8865,0.0,2.4108,D9,0.4115,0.823
052860,0.7726,5.6361,1.157,4.0761,D8,0.3863,0.7726
052900,0.5119,4.1461,0.6612,3.2563,D7,0.256,0.5119
053030,0.0277,5.4403,1.157,4.4529,D1,0.0138,0.0277
053050,0.102,4.2487,1.3223,3.8663,D2,0.051,0.102
053060,0.8811,2.8826,0.0,2.1573,D10,0.4406,0.8811
053080,0.1049,4.6922,0.8264,3.7417,D3,0.0524,0.1049
053160,0.4215,5.4953,1.6529,4.5239,D6,0.2107,0.4215
053260,0.8905,4.0371,0.4959,3.1534,D6,0.4453,0.8905
053270,0.5079,3.3775,0.1653,2.4173,D8,0.254,0.5079
053280,0.2997,3.2532,0.9917,3.3199,D5,0.1498,0.2997
053290,0.4992,5.0916,0.9917,3.6521,D5,0.2496,0.4992
053300,0.12,4.0604,0.6612,3.264,D3,0.06,0.12
053350,0.6253,5.7463,1.157,4.2066,D8,0.3127,0.6253
053450,0.1888,4.0492,0.4959,2.9047,D5,0.0944,0.1888
053580,0.33,4.8295,1.4876,4.2638,D3,0.165,0.33
053610,0.1285,5.112,0.4959,3.8562,D4,0.0642,0.1285
053620,3.0005,1.9167,0.0,1.1755,D10,1.5003,3.0005
053700,0.2271,3.6732,1.157,3.436,D5,0.1135,0.2271
053800,0.0323,2.9741,0.4959,2.6754,D3,0.0162,0.0323
053950,0.3621,5.5426,2.2767,4.9655,D6,0.181,0.3621
053980,0.4122,3.1294,0.1653,2.2383,D8,0.2061,0.4122
054040,0.3044,3.2012,0.1653,2.582,D7,0.1522,0.3044
054050,0.3067,1.9552,0.0,1.1816,D9,0.1533,0.3067
054090,1.5489,4.7558,1.3223,3.5415,D9,0.7744,1.5489
054210,0.1658,4.6202,0.6612,3.4777,D5,0.0829,0.1658
054220,0.9247,5.668,0.846,3.9191,D8,0.4624,0.9247
054300,0.6242,4.8782,1.0169,3.9142,D7,0.3121,0.6242
054410,3.6762,3.5365,0.0,2.0019,D10,1.8381,3.6762
054450,0.0894,4.4691,0.1653,3.3413,D3,0.0447,0.0894
054540,0.1556,5.5118,1.3223,4.2139,D2,0.0778,0.1556
054620,0.6105,4.9034,0.9917,3.8299,D7,0.3052,0.6105
054670,0.2333,2.8755,0.3306,2.2041,D6,0.1167,0.2333
054780,0.4684,4.5049,0.3306,3.2218,D8,0.2342,0.4684
054800,1.0393,2.923,0.1653,1.9661,D10,0.5196,1.0393
054920,0.1655,6.1731,1.4876,4.614,D3,0.0827,0.1655
054930,0.2922,3.5241,0.3306,2.51,D8,0.1461,0.2922
054940,0.759,3.0417,0.1653,2.199,D10,0.3795,0.759
054950,0.0767,3.464,0.0,2.3975,D5,0.0383,0.0767
056080,0.0383,5.7448,2.4793,4.9436,D2,0.0191,0.0383
056090,0.1819,5.8368,1.8036,4.5115,D4,0.0909,0.1819
056190,0.0577,3.4173,0.0,2.7049,D4,0.0288,0.0577
056360,0.3346,5.2393,0.9917,3.9533,D5,0.1673,0.3346
056700,0.6278,3.1938,0.1653,2.0024,D9,0.3139,0.6278
056730,4.0822,3.7242,0.1692,1.8806,D10,2.0411,4.0822
057030,0.4077,4.0579,0.3306,2.807,D7,0.2039,0.4077
057540,0.4634,3.8136,0.3306,2.9156,D7,0.2317,0.4634
057680,0.5966,6.0999,1.1844,4.2156,D7,0.2983,0.5966
058110,0.6162,5.7213,1.4876,4.2383,D6,0.3081,0.6162
058400,0.296,2.5064,0.1653,1.9556,D9,0.148,0.296
058450,2.1575,8.8235,4.0541,6.5354,D8,1.0787,2.1575
058470,0.0058,4.6942,0.3367,3.6527,D1,0.0029,0.0058
058610,0.02,5.3406,1.8182,4.6354,D1,0.01,0.02
058630,0.1991,3.2559,0.1653,2.2741,D7,0.0996,0.1991
058820,0.1115,3.361,0.3306,2.7841,D5,0.0557,0.1115
058970,0.0405,5.0633,0.4959,3.6959,D3,0.0203,0.0405
059090,0.0488,5.757,1.4876,4.4854,D2,0.0244,0.0488
059100,1.0035,4.2723,0.3306,2.585,D9,0.5017,1.0035
059120,0.168,5.7442,1.4876,4.3997,D3,0.084,0.168
059210,0.1134,4.2537,0.4959,3.2014,D5,0.0567,0.1134
059270,0.1078,7.6246,2.9752,5.9378,D3,0.0539,0.1078
060150,0.2359,2.5415,0.0,1.9311,D8,0.1179,0.2359
060230,0.4369,8.3551,4.3071,6.2101,D6,0.2184,0.4369
060240,1.502,7.2811,4.4828,6.6735,D10,0.751,1.502
060250,0.0406,4.8075,1.4876,4.2621,D1,0.0203,0.0406
060260,0.9663,5.2576,1.3605,4.0718,D8,0.4832,0.9663
060280,0.0572,4.9925,0.8264,3.8853,D2,0.0286,0.0572
060310,0.1698,4.8697,0.4959,3.4455,D3,0.0849,0.1698
060370,0.0312,5.5725,0.8264,4.3281,D2,0.0156,0.0312
060380,1.4825,3.4557,0.4959,2.9228,D9,0.7412,1.4825
060480,1.7665,3.267,0.1653,2.009,D10,0.8833,1.7665
060540,0.5717,3.5258,0.1653,2.5036,D9,0.2859,0.5717
060560,0.6172,3.4101,0.1736,2.2322,D10,0.3086,0.6172
060570,0.7778,4.9862,0.4959,3.4712,D8,0.3889,0.7778
060590,0.3318,3.9117,0.1653,2.5919,D7,0.1659,0.3318
060720,0.0792,3.8843,0.6612,3.2795,D4,0.0396,0.0792
060850,1.0541,3.1616,0.0,1.8055,D9,0.5271,1.0541
060900,1.246,6.7829,2.4348,5.2083,D8,0.623,1.246
061040,0.4898,4.1573,1.1885,3.7526,D8,0.2449,0.4898
061090,0.1462,6.2005,2.649,5.8421,D2,0.0731,0.1462
061250,0.2578,3.4324,0.5111,2.5831,D5,0.1289,0.2578
061970,0.1559,4.7553,0.8264,3.8811,D4,0.0779,0.1559
063080,0.2293,5.0125,0.9917,3.8964,D5,0.1146,0.2293
063170,0.2099,4.5156,0.8264,3.5658,D5,0.105,0.2099
063440,0.3637,3.2004,0.0,2.048,D8,0.1819,0.3637
063570,0.3258,2.5674,0.0,1.7195,D9,0.1629,0.3258
063760,1.7855,4.287,0.0,2.3123,D10,0.8928,1.7855
064090,0.5576,7.7015,1.9608,5.2088,D7,0.2788,0.5576
064240,0.7973,5.759,0.6612,3.7146,D9,0.3986,0.7973
064260,0.0345,5.1944,1.8182,4.6937,D1,0.0173,0.0345
064290,0.0855,5.9956,1.6529,4.7317,D3,0.0428,0.0855
064480,0.2776,4.3718,0.6612,3.1517,D5,0.1388,0.2776
064520,2.3013,4.7075,0.3306,2.7281,D10,1.1507,2.3013
064550,0.0638,4.3235,0.6612,3.5076,D3,0.0319,0.0638
064760,0.0323,5.1038,0.1653,3.7471,D2,0.0161,0.0323
064800,0.2128,6.647,2.1997,4.869,D5,0.1064,0.2128
064820,0.1745,5.2779,0.9917,3.9899,D4,0.0873,0.1745
064850,0.4844,5.1871,2.1523,4.7991,D7,0.2422,0.4844
065060,1.6118,5.3818,1.7544,4.2894,D9,0.8059,1.6118
065130,0.7235,4.1002,0.0,2.7576,D9,0.3617,0.7235
065170,0.8644,8.0815,6.3032,7.6741,D7,0.4322,0.8644
065350,0.0138,6.3822,3.4711,5.295,D1,0.0069,0.0138
065370,0.553,5.9633,1.6529,4.7906,D6,0.2765,0.553
065420,1.0411,7.2282,1.6863,4.8853,D8,0.5205,1.0411
065440,0.3776,4.6698,1.6529,4.3455,D5,0.1888,0.3776
065450,0.0444,4.0869,0.4959,3.3338,D2,0.0222,0.0444
065500,0.2258,6.6094,4.3118,6.2716,D2,0.1129,0.2258
065510,0.2466,3.4423,0.1653,2.4435,D7,0.1233,0.2466
065530,0.8326,3.7123,0.4959,2.9796,D7,0.4163,0.8326
065570,0.731,7.9811,1.8657,5.6181,D8,0.3655,0.731
065650,0.473,7.2383,2.8319,5.6732,D7,0.2365,0.473
065660,0.363,5.4139,1.3223,4.1759,D7,0.1815,0.363
065680,0.2012,5.1366,0.4959,3.611,D6,0.1006,0.2012
065710,0.2187,3.0764,0.1653,2.3797,D8,0.1093,0.2187
065770,1.1271,6.4179,2.8862,5.5847,D8,0.5635,1.1271
065950,0.446,3.9565,0.1653,2.6488,D7,0.223,0.446
066130,0.4963,2.8711,0.1653,2.138,D9,0.2481,0.4963
066310,0.3148,4.8636,0.9917,3.9919,D4,0.1574,0.3148
066360,1.0082,3.861,0.4959,3.1439,D9,0.5041,1.0082
066430,0.7425,6.9317,2.9752,5.5047,D3,0.3712,0.7425
066590,0.2424,3.6518,0.4959,2.7474,D7,0.1212,0.2424
066620,0.6,2.9938,0.0,2.0139,D10,0.3,0.6
066670,0.7227,3.7793,0.1653,2.2811,D9,0.3613,0.7227
066700,0.3547,3.1268,0.0,1.9479,D9,0.1774,0.3547
066790,0.0427,9.3091,6.2323,7.5606,D1,0.0214,0.0427
066900,2.9534,4.3618,0.1653,2.7877,D10,1.4767,2.9534
066910,0.4548,6.1541,1.3746,4.17,D7,0.2274,0.4548
066980,0.3594,6.425,2.314,5.2108,D5,0.1797,0.3594
067000,0.3298,5.0455,1.157,3.8845,D6,0.1649,0.3298
067010,1.3167,3.005,0.0,1.668,D10,0.6584,1.3167
067080,0.0842,5.0311,1.9835,4.5811,D2,0.0421,0.0842
067160,0.0211,3.9655,0.3306,3.0865,D2,0.0106,0.0211
067170,0.8793,4.7814,1.6529,4.1286,D7,0.4396,0.8793
067280,0.3598,2.1817,0.0,1.3717,D10,0.1799,0.3598
067290,0.4818,4.3641,0.9917,3.9479,D4,0.2409,0.4818
067310,0.0109,5.6073,1.157,4.4123,D1,0.0055,0.0109
067370,1.459,4.7528,0.3306,2.8309,D10,0.7295,1.459
067390,0.3217,5.3134,0.6745,3.8385,D7,0.1609,0.3217
067570,0.3806,2.6743,0.0,1.5857,D9,0.1903,0.3806
067630,0.0442,5.3415,1.6529,4.5513,D1,0.0221,0.0442
067730,1.3647,4.1784,0.3306,2.8455,D9,0.6824,1.3647
067770,3.565,4.0614,0.4959,2.585,D10,1.7825,3.565
067900,0.3285,2.6371,0.0,1.9522,D8,0.1642,0.3285
067920,0.3743,2.7869,0.1653,1.8739,D9,0.1871,0.3743
067990,0.2264,2.5586,0.0,1.8449,D8,0.1132,0.2264
068050,0.5196,3.9316,0.3306,2.9513,D6,0.2598,0.5196
068100,0.7105,6.1301,0.3509,3.6103,D4,0.3552,0.7105
068240,0.1052,4.4621,0.9398,3.7268,D5,0.0526,0.1052
068330,0.4434,4.4552,0.8264,3.4149,D5,0.2217,0.4434
068760,0.0151,3.5104,0.0,2.6494,D1,0.0075,0.0151
068790,0.2965,3.7506,0.2674,2.9902,D8,0.1482,0.2965
068930,0.2973,2.4049,0.0,1.3723,D9,0.1486,0.2973
069080,0.1201,3.3342,0.1653,2.5651,D6,0.0601,0.1201
069140,1.0662,5.642,0.6612,3.7334,D9,0.5331,1.0662
069330,1.5486,4.0002,0.3306,2.5439,D10,0.7743,1.5486
069410,0.6704,4.3163,0.3306,2.9173,D8,0.3352,0.6704
069510,0.7422,3.015,0.1653,2.0466,D10,0.3711,0.7422
069540,0.237,9.3774,5.6385,7.3722,D3,0.1185,0.237
069920,0.9792,9.4973,3.9655,6.7041,D7,0.4896,0.9792
070300,0.7815,8.0243,3.4711,6.247,D7,0.3908,0.7815
070590,1.6896,5.4523,1.157,3.8741,D9,0.8448,1.6896
071200,0.2939,4.3078,0.1848,2.9914,D6,0.147,0.2939
071280,0.2159,5.3313,0.8264,3.9105,D6,0.108,0.2159
071670,0.4953,4.2501,0.9917,3.6016,D8,0.2476,0.4953
071850,3.6335,4.451,0.4959,2.6155,D10,1.8167,3.6335
072020,0.1895,1.7913,0.0,1.2072,D9,0.0948,0.1895
072470,0.9966,4.9785,0.6612,3.7859,D6,0.4983,0.9966
072770,0.305,7.5936,2.7165,5.4678,D6,0.1525,0.305
072870,0.219,1.5601,0.0,1.0521,D9,0.1095,0.219
072950,0.3836,5.4871,1.8182,4.8344,D4,0.1918,0.3836
072990,0.4734,4.0831,0.3306,2.9699,D8,0.2367,0.4734
073010,0.1394,5.9827,0.4959,3.8831,D4,0.0697,0.1394
073110,1.0609,3.7112,0.3306,2.5206,D9,0.5305,1.0609
073190,1.8293,5.6311,1.6529,4.5389,D9,0.9146,1.8293
073490,0.1327,4.3279,0.3306,3.3786,D4,0.0664,0.1327
073540,1.867,4.7535,1.6529,4.3006,D8,0.9335,1.867
073560,0.3817,2.2105,0.1653,1.7959,D9,0.1909,0.3817
073570,0.2584,8.0998,4.223,6.51,D3,0.1292,0.2584
074430,0.5421,3.9262,0.6612,3.1815,D7,0.2711,0.5421
074600,0.0283,4.5293,0.6612,3.5282,D2,0.0141,0.0283
075130,0.5368,4.1451,0.9917,3.4691,D6,0.2684,0.5368
075970,0.3906,3.34,0.1653,2.2128,D7,0.1953,0.3906
076080,1.5049,5.06,0.8264,3.4082,D9,0.7524,1.5049
076610,0.8352,6.9446,2.4917,5.5772,D5,0.4176,0.8352
077360,0.0889,5.4758,1.6529,4.7495,D2,0.0445,0.0889
078020,0.2651,3.78,0.1653,2.8737,D6,0.1325,0.2651
078070,0.4609,3.0721,0.1653,2.5297,D7,0.2305,0.4609
078130,0.3014,6.341,1.8519,4.9637,D5,0.1507,0.3014
078140,0.1426,4.5687,0.9917,3.9252,D2,0.0713,0.1426
078150,0.046,5.4267,0.8264,4.264,D1,0.023,0.046
078160,0.1842,5.7535,1.9835,4.7172,D5,0.0921,0.1842
078340,0.0634,3.3336,0.0,2.4431,D5,0.0317,0.0634
078350,0.0741,5.9916,1.157,4.7798,D3,0.037,0.0741
078590,0.4757,6.4426,2.7875,5.4929,D6,0.2379,0.4757
078600,0.0125,5.3052,1.4876,4.59,D1,0.0062,0.0125
078860,0.8506,7.6184,2.9617,5.7256,D7,0.4253,0.8506
078890,0.3312,5.4759,0.9917,4.1292,D4,0.1656,0.3312
079000,1.4468,4.0422,0.8264,3.5833,D10,0.7234,1.4468
079170,0.6523,3.0932,0.0,1.9448,D10,0.3261,0.6523
079190,1.7164,6.249,2.381,5.2128,D8,0.8582,1.7164
079370,0.0423,4.7864,0.6612,3.7881,D2,0.0211,0.0423
079650,4.0187,4.3106,1.8242,4.3412,D10,2.0093,4.0187
079810,0.1914,5.0158,0.9917,3.8533,D5,0.0957,0.1914
079940,0.1971,4.0784,0.3306,3.177,D6,0.0985,0.1971
079950,2.0973,6.7635,2.901,5.7864,D9,1.0487,2.0973
079960,0.1675,3.0945,0.1653,2.5265,D7,0.0837,0.1675
079970,1.149,9.5608,3.2847,45.0048,D7,0.5745,1.149
080000,0.4951,3.5978,0.905,2.9422,D8,0.2475,0.4951
080010,1.1358,2.56,0.0,1.6401,D10,0.5679,1.1358
080160,0.115,3.2346,0.3306,2.5891,D6,0.0575,0.115
080220,0.0085,6.5053,3.1405,5.2949,D1,0.0043,0.0085
080420,3.5227,3.5011,0.1653,2.0565,D10,1.7614,3.5227
080470,2.3424,3.4687,0.1653,2.2781,D10,1.1712,2.3424
080520,1.4272,3.502,0.4959,2.6615,D10,0.7136,1.4272
080530,1.1977,5.7518,1.3722,3.9965,D8,0.5989,1.1977
080580,0.1029,6.9648,2.8099,5.3124,D3,0.0514,0.1029
080720,1.2185,5.7185,1.0638,4.2357,D9,0.6093,1.2185
081150,0.1689,3.6373,0.3306,2.7682,D5,0.0845,0.1689
081180,0.1078,6.859,2.4648,5.2881,D2,0.0539,0.1078
081580,0.5396,4.7368,0.6612,3.1942,D8,0.2698,0.5396
082210,0.8189,5.5205,0.8264,3.7025,D8,0.4094,0.8189
082270,0.0373,6.8953,2.1488,5.2471,D2,0.0187,0.0373
082800,0.1544,6.4518,1.9835,4.8651,D4,0.0772,0.1544
082850,0.0929,4.6447,0.6612,3.6401,D2,0.0464,0.0929
082920,0.0506,4.862,0.0,3.4022,D3,0.0253,0.0506
083310,0.118,4.2678,0.4959,3.5086,D4,0.059,0.118
083450,0.0268,5.468,0.9917,4.4751,D1,0.0134,0.0268
083470,1.1226,5.8564,0.9917,3.9998,D9,0.5613,1.1226
083500,0.1664,5.8986,0.8264,4.3819,D5,0.0832,0.1664
083550,1.1084,3.6657,0.4959,2.7493,D9,0.5542,1.1084
083640,1.272,5.1627,1.3913,4.1039,D9,0.636,1.272
083650,0.0107,6.4476,1.8182,4.8674,D1,0.0054,0.0107
083660,1.1086,8.0007,3.8017,5.9081,D7,0.5543,1.1086
083790,0.479,5.0228,0.3306,3.2823,D9,0.2395,0.479
083930,0.1167,3.8918,0.0,2.8399,D5,0.0584,0.1167
084110,0.1092,5.6499,1.157,4.2687,D4,0.0546,0.1092
084180,0.6225,5.5527,0.8489,3.748,D8,0.3112,0.6225
084370,0.0205,5.7091,0.9917,4.5946,D1,0.0102,0.0205
084440,2.356,5.2803,0.4959,3.4294,D10,1.178,2.356
084650,0.0726,5.4282,2.1488,4.3792,D2,0.0363,0.0726
084730,0.334,3.5433,0.3306,2.5099,D8,0.167,0.334
084850,0.2795,4.7322,0.8264,3.7811,D6,0.1398,0.2795
084990,0.2639,6.1443,1.4876,4.7549,D5,0.1319,0.2639
085660,0.0354,3.9106,0.4959,3.2648,D3,0.0177,0.0354
085670,0.1034,5.2552,1.157,4.1141,D3,0.0517,0.1034
085810,1.1503,6.4416,1.5254,4.5578,D8,0.5752,1.1503
085910,0.4673,4.6094,1.3223,3.8123,D6,0.2337,0.4673
086040,0.883,4.0362,0.4959,2.844,D8,0.4415,0.883
086060,0.3901,3.4765,0.3306,2.137,D7,0.195,0.3901
086390,0.0852,5.7149,1.3223,4.5639,D3,0.0426,0.0852
086450,0.039,3.3009,0.1653,2.7178,D3,0.0195,0.039
086520,0.002,5.2336,1.3468,4.5602,D1,0.001,0.002
086670,0.3555,3.8261,0.3306,2.7552,D7,0.1778,0.3555
086710,0.2289,4.8058,0.3306,3.3638,D4,0.1144,0.2289
086820,0.2715,5.7948,0.4959,3.9172,D6,0.1357,0.2715
086890,0.2197,4.1782,0.1653,2.8066,D7,0.1099,0.2197
086900,0.0212,3.9182,0.1653,3.021,D2,0.0106,0.0212
086960,0.0939,5.1673,0.8532,3.8755,D3,0.0469,0.0939
086980,0.1239,3.4883,0.3306,2.5811,D5,0.062,0.1239
087010,0.0065,7.7479,3.9669,6.2065,D1,0.0032,0.0065
087260,0.261,5.1076,1.6529,4.0359,D5,0.1305,0.261
087600,0.9011,4.6604,0.6612,3.1758,D6,0.4505,0.9011
088130,0.2915,5.6091,2.314,4.7453,D5,0.1458,0.2915
088280,1.008,6.6192,1.4876,4.4246,D7,0.504,1.008
088290,1.5478,6.2973,1.528,4.4632,D9,0.7739,1.5478
088340,0.1341,7.2919,3.3259,6.0178,D2,0.067,0.1341
088390,0.5262,5.2652,0.6612,3.9402,D7,0.2631,0.5262
088800,0.3886,7.274,2.7211,5.654,D4,0.1943,0.3886
088910,0.6463,2.3892,0.1653,1.8924,D10,0.3232,0.6463
089010,0.0326,5.2324,1.4876,4.2244,D1,0.0163,0.0326
089030,0.0079,6.7653,0.8264,5.016,D1,0.004,0.0079
089140,0.8746,5.5261,1.157,4.1816,D8,0.4373,0.8746
089150,0.6876,5.3514,0.9917,3.8042,D4,0.3438,0.6876
089230,0.9288,7.4924,1.6949,4.8623,D8,0.4644,0.9288
089600,0.2638,2.62,0.0,1.9256,D8,0.1319,0.2638
089790,0.3675,5.3317,0.9917,4.0524,D6,0.1838,0.3675
089850,0.2787,3.6409,0.6612,2.8835,D6,0.1394,0.2787
089890,0.0972,6.5686,2.1488,5.282,D3,0.0486,0.0972
089970,0.0916,6.4578,0.9917,4.613,D2,0.0458,0.0916
089980,0.1314,4.0799,0.4959,3.3052,D5,0.0657,0.1314
090150,0.998,4.4713,0.4959,3.3604,D8,0.499,0.998
090360,0.0411,5.5617,2.8099,4.9118,D1,0.0206,0.0411
090410,0.3259,3.1575,0.9917,3.0439,D7,0.163,0.3259
090470,0.449,5.321,0.3306,3.5987,D8,0.2245,0.449
090710,0.0175,7.229,3.4014,5.8916,D1,0.0088,0.0175
090850,0.2345,3.085,0.0,2.0283,D8,0.1173,0.2345
091120,0.0799,5.4099,0.4959,3.8749,D4,0.04,0.0799
091340,1.2618,3.7324,0.3306,2.6918,D10,0.6309,1.2618
091440,0.3895,7.5054,1.6529,4.9423,D7,0.1947,0.3895
091580,0.147,5.0353,0.4959,3.7206,D4,0.0735,0.147
091590,1.0064,3.8107,0.6612,3.237,D9,0.5032,1.0064
091700,0.059,2.0755,0.0,1.633,D6,0.0295,0.059
091970,2.5715,6.9456,1.6978,5.0948,D9,1.2858,2.5715
092040,0.1504,5.9772,1.8182,4.5266,D4,0.0752,0.1504
092070,0.2005,5.1554,0.3306,3.6954,D6,0.1002,0.2005
092130,0.3476,1.5479,0.0,1.0177,D10,0.1738,0.3476
092190,1.2042,4.9777,1.6556,4.6498,D9,0.6021,1.2042
092300,0.4803,3.964,0.1653,2.7527,D7,0.2401,0.4803
092460,0.1949,4.6646,0.3306,3.3582,D4,0.0974,0.1949
092600,2.0775,6.5643,2.027,4.9543,D7,1.0387,2.0775
092730,0.1214,3.9086,0.0,2.5818,D6,0.0607,0.1214
092870,0.0525,6.7432,2.314,5.1322,D1,0.0262,0.0525
093190,1.0002,2.966,0.1653,2.0663,D10,0.5001,1.0002
093320,0.0951,4.1249,0.1653,2.9445,D5,0.0475,0.0951
093380,2.3845,2.8969,0.1653,2.2705,D10,1.1923,2.3845
093520,0.1405,5.2098,1.8182,4.3193,D3,0.0703,0.1405
093640,0.5184,5.5428,1.3223,3.886,D8,0.2592,0.5184
093920,0.432,1.5739,0.0,0.9017,D10,0.216,0.432
094170,0.0371,4.9706,0.1653,3.6282,D3,0.0186,0.0371
094360,0.0562,4.6256,0.6612,3.8207,D3,0.0281,0.0562
094480,0.0481,5.6236,1.9835,4.6787,D2,0.0241,0.0481
094820,0.1072,4.7331,0.692,3.7363,D3,0.0536,0.1072
094840,0.3583,4.262,0.8264,3.6411,D6,0.1791,0.3583
094850,0.2831,3.8284,0.1653,2.673,D6,0.1415,0.2831
094860,1.2998,5.7343,1.1986,3.8829,D9,0.6499,1.2998
094940,0.1418,4.6939,1.157,3.5999,D4,0.0709,0.1418
094970,0.3554,4.539,0.6612,3.2966,D7,0.1777,0.3554
095190,0.4185,4.3955,0.1653,2.884,D8,0.2092,0.4185
095270,0.8523,5.8652,0.9917,4.1148,D8,0.4261,0.8523
095340,0.0142,5.6037,1.157,4.4754,D1,0.0071,0.0142
095500,0.0747,4.8078,1.157,4.149,D3,0.0374,0.0747
095610,0.0294,5.4867,1.6529,4.5309,D1,0.0147,0.0294
095660,0.0658,3.2873,0.1653,2.356,D5,0.0329,0.0658
095700,0.1842,4.8985,0.6612,3.729,D5,0.0921,0.1842
095910,0.6444,6.1286,2.314,4.8532,D6,0.3222,0.6444
096240,0.144,1.6885,0.0,1.2525,D9,0.072,0.144
096250,0.1902,6.0815,2.8986,5.2636,D4,0.0951,0.1902
096350,0.3246,5.3424,0.8475,3.455,D6,0.1623,0.3246
096530,0.0209,3.8949,0.8264,3.3089,D2,0.0105,0.0209
096630,0.4063,4.7391,0.8475,3.8451,D6,0.2032,0.4063
096690,1.1158,5.2042,0.1789,3.2424,D9,0.5579,1.1158
096870,2.6592,4.3424,0.0,2.5622,D10,1.3296,2.6592
097780,0.7677,3.7477,0.3509,2.2926,D10,0.3838,0.7677
097800,0.3152,6.493,1.3536,4.9678,D5,0.1576,0.3152
097870,0.2797,3.4503,0.4959,2.7916,D6,0.1398,0.2797
098070,0.0315,7.0629,1.9293,5.4115,D1,0.0158,0.0315
098120,0.1402,5.9135,1.8182,4.9835,D4,0.0701,0.1402
098460,0.008,5.4069,1.6529,4.6135,D1,0.004,0.008
098660,2.4002,4.3814,0.1653,2.7015,D10,1.2001,2.4002
099190,0.0683,4.2736,0.6612,3.3065,D4,0.0342,0.0683
099220,0.1999,5.6618,1.4876,4.3232,D3,0.0999,0.1999
099320,0.0358,5.7225,1.3223,4.5398,D2,0.0179,0.0358
099390,1.2122,3.8954,0.0,2.1983,D10,0.6061,1.2122
099410,0.4168,5.3834,0.6612,3.6528,D5,0.2084,0.4168
099430,0.0564,4.3367,0.1653,3.1553,D4,0.0282,0.0564
099440,0.0576,5.3368,1.3223,4.2118,D2,0.0288,0.0576
099750,0.425,3.4644,0.1653,2.2597,D9,0.2125,0.425
100030,0.6957,3.4633,0.0,2.1447,D9,0.3478,0.6957
100120,0.2138,3.4048,0.8264,2.6468,D7,0.1069,0.2138
100130,0.4223,3.93,0.4959,2.9477,D8,0.2111,0.4223
100590,0.3689,4.9857,2.1488,4.313,D4,0.1845,0.3689
100660,0.368,4.2296,0.8264,3.488,D6,0.184,0.368
100700,0.4698,2.5704,0.0,1.7185,D7,0.2349,0.4698
100790,0.082,6.0474,3.1405,5.7332,D1,0.041,0.082
101000,0.3454,8.1351,2.8146,5.9255,D6,0.1727,0.3454
101160,0.0585,3.9465,0.0,2.9693,D4,0.0293,0.0585
101170,0.1618,5.7398,2.314,4.8311,D3,0.0809,0.1618
101240,0.5551,3.6542,0.0,2.486,D8,0.2775,0.5551
101330,0.4076,4.0406,1.6529,3.9676,D6,0.2038,0.4076
101360,0.042,6.4949,2.4793,5.2369,D2,0.021,0.042
101390,0.4063,9.5737,6.0703,8.8986,D6,0.2032,0.4063
101400,1.0081,5.4039,1.5437,4.1647,D8,0.5041,1.0081
101490,0.0227,5.1386,0.9917,4.087,D2,0.0113,0.0227
101670,0.0822,7.5809,3.4711,5.7591,D2,0.0411,0.0822
101680,1.6944,6.0837,1.9835,5.198,D9,0.8472,1.6944
101730,0.2296,4.9142,0.9917,3.7717,D6,0.1148,0.2296
101930,0.2805,5.4684,0.846,3.7951,D7,0.1403,0.2805
101970,0.3867,6.7377,1.3115,4.8678,D6,0.1933,0.3867
102120,0.0547,5.5281,1.3223,4.4222,D2,0.0273,0.0547
102370,0.2823,5.2458,0.8264,3.9474,D4,0.1412,0.2823
102710,0.0535,4.9017,0.0,3.608,D3,0.0267,0.0535
102940,0.1886,5.4529,1.3223,3.8401,D6,0.0943,0.1886
103230,0.9806,4.6603,0.1653,2.8779,D9,0.4903,0.9806
103840,0.2145,5.0849,0.9917,3.7689,D3,0.1073,0.2145
104040,0.7285,4.4585,0.3384,3.0464,D7,0.3642,0.7285
104200,0.4878,5.5988,1.157,3.7188,D6,0.2439,0.4878
104460,0.2424,3.9531,0.0,2.8956,D7,0.1212,0.2424
104480,0.2783,3.6399,0.3306,2.8338,D6,0.1391,0.2783
