code,amihud,intraday,ext15,vol,decile,충격_5천만원_pct,충격_1억원_pct
104540,0.5493,3.9834,0.1653,2.617,D9,0.2747,0.5493
104620,0.2915,4.2794,0.4959,2.9897,D5,0.1457,0.2915
104830,0.0928,4.4619,0.3306,3.2353,D5,0.0464,0.0928
105330,0.706,5.2013,0.8264,3.4951,D9,0.353,0.706
105550,0.2101,6.4692,0.4959,4.1777,D5,0.105,0.2101
105740,0.165,4.2568,0.4959,3.1239,D5,0.0825,0.165
105760,0.3244,4.1748,0.3413,2.8902,D4,0.1622,0.3244
106080,0.7039,8.1311,2.4528,5.4685,D7,0.3519,0.7039
106190,0.2874,4.5424,0.1653,3.0385,D8,0.1437,0.2874
106240,0.8434,6.0526,1.9835,4.691,D8,0.4217,0.8434
107600,0.269,5.8339,1.3223,4.3368,D4,0.1345,0.269
107640,0.0548,6.8705,1.8182,5.3873,D1,0.0274,0.0548
108230,0.2848,3.6629,0.1653,2.6988,D7,0.1424,0.2848
108380,0.1686,4.697,0.1653,3.2827,D5,0.0843,0.1686
108490,0.0107,6.7532,2.8099,5.3912,D1,0.0053,0.0107
108860,0.0349,4.3616,0.8264,3.7757,D2,0.0175,0.0349
109080,0.4813,4.5323,1.157,3.993,D7,0.2406,0.4813
109610,0.0925,3.8367,0.3306,3.2157,D3,0.0462,0.0925
109670,0.8637,6.2484,1.6529,4.6525,D5,0.4318,0.8637
109740,0.6899,5.299,1.157,3.5861,D9,0.3449,0.6899
109820,0.5741,5.1499,1.6556,4.4557,D7,0.287,0.5741
109860,1.7072,1.8357,0.0,1.1467,D10,0.8536,1.7072
109960,1.0177,5.8434,0.8518,3.8834,D9,0.5088,1.0177
110020,1.3173,7.2251,1.3245,4.9696,D9,0.6587,1.3173
110790,1.297,3.3303,0.0,1.9374,D10,0.6485,1.297
110990,0.0922,6.0229,0.8264,4.6716,D3,0.0461,0.0922
111710,3.5168,2.9343,0.6612,2.7215,D10,1.7584,3.5168
112040,0.0261,4.7022,0.8264,3.9252,D1,0.0131,0.0261
112290,0.0662,6.9275,2.5338,5.5137,D2,0.0331,0.0662
113810,0.4917,6.0516,3.3058,5.461,D6,0.2458,0.4917
114190,0.0831,6.1027,2.1488,4.8262,D2,0.0416,0.0831
114450,0.4263,6.2852,2.6446,5.3743,D4,0.2131,0.4263
114630,0.7773,2.9021,0.0,1.7446,D10,0.3887,0.7773
114810,0.1013,5.2856,0.3378,3.9034,D4,0.0507,0.1013
114840,0.0702,5.7251,0.3306,3.8616,D4,0.0351,0.0702
115160,0.859,4.5588,0.678,3.2573,D8,0.4295,0.859
115180,0.1397,7.0583,1.4876,4.7539,D4,0.0699,0.1397
115310,0.4518,4.558,0.6745,3.5522,D7,0.2259,0.4518
115440,0.1353,4.9243,1.3223,4.0015,D3,0.0676,0.1353
115450,0.0524,6.2001,2.1488,4.7769,D2,0.0262,0.0524
115480,1.3617,3.7368,0.1698,2.1555,D10,0.6809,1.3617
115500,0.1266,5.5041,2.1488,5.1546,D3,0.0633,0.1266
115530,1.2344,7.4306,2.1997,5.2128,D9,0.6172,1.2344
115570,2.3893,4.8362,0.9917,3.5619,D10,1.1947,2.3893
115610,0.4103,7.8663,2.0339,5.7392,D5,0.2051,0.4103
117730,0.0548,6.0911,1.4876,4.8213,D2,0.0274,0.0548
118990,0.0951,3.4719,0.3306,2.7277,D5,0.0476,0.0951
119500,0.2868,4.4485,0.9917,3.8939,D6,0.1434,0.2868
119610,0.1393,4.6406,0.2924,3.1511,D5,0.0696,0.1393
119830,0.1342,4.5748,0.4959,3.3822,D6,0.0671,0.1342
119850,0.0375,6.6426,1.3223,5.0444,D2,0.0187,0.0375
119860,0.0129,2.4344,0.6024,3.0997,D4,0.0064,0.0129
120240,0.2898,2.4085,0.0,1.4147,D8,0.1449,0.2898
121440,0.2941,2.6987,0.3306,2.5687,D8,0.1471,0.2941
121600,0.0347,5.0506,1.157,4.0966,D2,0.0173,0.0347
121850,0.8657,6.8267,4.0816,5.9937,D8,0.4328,0.8657
121890,1.5662,5.5638,0.6612,3.5521,D10,0.7831,1.5662
122310,0.6931,2.5744,0.0,1.596,D10,0.3465,0.6931
122350,0.7244,4.0223,1.157,3.568,D7,0.3622,0.7244
122450,0.4325,3.2058,0.1653,2.0609,D8,0.2163,0.4325
122640,0.0843,6.3232,1.6529,4.8602,D3,0.0422,0.0843
122690,0.8521,4.3875,0.9917,3.5591,D9,0.4261,0.8521
122870,0.0142,4.0215,0.0,2.8708,D1,0.0071,0.0142
122990,0.1992,2.8987,0.0,2.1115,D8,0.0996,0.1992
123010,0.5452,8.1157,4.4628,6.6976,D6,0.2726,0.5452
123040,0.2903,4.1139,0.4959,3.0874,D7,0.1451,0.2903
123330,0.1335,7.1175,2.1523,5.2523,D4,0.0667,0.1335
123410,0.0704,5.0221,0.4959,3.5993,D3,0.0352,0.0704
123420,0.3606,5.005,0.3306,3.2436,D5,0.1803,0.3606
123570,0.8988,3.5412,0.3306,2.5115,D7,0.4494,0.8988
123750,1.728,4.2628,0.9917,3.1884,D9,0.864,1.728
123860,0.1352,4.0164,0.3306,2.957,D5,0.0676,0.1352
124500,0.047,7.5972,3.4711,5.6771,D1,0.0235,0.047
124560,0.1768,3.5533,0.3306,2.6518,D5,0.0884,0.1768
125020,0.0603,6.9044,2.1898,5.5292,D2,0.0302,0.0603
125210,0.2029,4.6672,0.4959,3.3621,D5,0.1014,0.2029
125490,0.0086,9.2632,5.2885,7.1609,D1,0.0043,0.0086
126340,0.0885,5.9452,1.6529,4.7676,D3,0.0443,0.0885
126600,0.3974,3.6574,0.1653,2.6176,D7,0.1987,0.3974
126640,0.3498,3.6095,1.9835,4.1684,D7,0.1749,0.3498
126700,0.0608,4.0607,0.4959,3.2996,D3,0.0304,0.0608
126730,0.1516,6.6382,2.8791,5.228,D2,0.0758,0.1516
126880,0.3179,3.7128,0.1653,2.5291,D8,0.1589,0.3179
127120,0.1148,6.8745,0.9917,4.4875,D4,0.0574,0.1148
127710,2.4903,4.1305,0.0,2.4072,D10,1.2451,2.4903
127980,1.257,3.5072,0.4959,2.7481,D9,0.6285,1.257
128540,0.7274,5.4407,1.157,4.2,D7,0.3637,0.7274
128660,0.2852,3.4163,0.6612,2.6148,D5,0.1426,0.2852
129890,0.5582,4.5468,0.6612,3.3078,D7,0.2791,0.5582
129920,0.32,6.2179,2.4793,5.077,D5,0.16,0.32
130500,0.7527,4.1085,0.6612,2.946,D7,0.3763,0.7527
130580,1.638,2.2767,0.0,1.328,D10,0.819,1.638
130740,1.1607,4.8052,0.9917,3.8673,D9,0.5804,1.1607
131030,0.1983,5.1742,2.8099,4.6931,D4,0.0991,0.1983
131090,1.5693,2.9804,0.0,1.8097,D10,0.7846,1.5693
131100,1.4662,3.8475,0.1653,2.1865,D10,0.7331,1.4662
131180,2.6432,2.5799,0.0,1.5421,D10,1.3216,2.6432
131220,0.7707,2.8472,0.1653,1.9188,D9,0.3854,0.7707
131290,0.0463,5.7815,1.3223,4.5428,D2,0.0232,0.0463
131370,0.2487,3.6819,0.3306,2.8999,D5,0.1243,0.2487
131400,0.1422,6.1137,1.9835,4.8629,D3,0.0711,0.1422
131760,0.6416,4.8344,1.8676,4.5683,D7,0.3208,0.6416
131970,0.0215,5.4956,1.157,4.4941,D1,0.0108,0.0215
133750,0.538,3.9053,0.1653,2.7676,D6,0.269,0.538
134060,3.9219,3.0436,0.0,2.1562,D10,1.9609,3.9219
134580,0.8682,5.9784,0.9917,3.5414,D7,0.4341,0.8682
136150,0.1534,5.967,0.3597,4.334,D2,0.0767,0.1534
136410,0.4723,4.1678,0.0,2.6482,D8,0.2361,0.4723
136480,0.0403,2.3028,0.3306,1.9124,D4,0.0201,0.0403
136540,0.32,2.2206,0.0,1.6127,D9,0.16,0.32
137080,1.4919,4.902,0.1653,3.1488,D9,0.746,1.4919
137400,0.0196,4.7592,0.4959,3.5945,D1,0.0098,0.0196
137940,0.7873,6.6979,2.2034,4.9008,D7,0.3936,0.7873
137950,0.3595,3.7701,0.3306,2.9603,D6,0.1798,0.3595
138070,0.563,3.8616,0.4959,2.9183,D6,0.2815,0.563
138080,0.2371,5.5867,1.8182,4.3735,D3,0.1186,0.2371
138360,0.6173,7.5192,2.8146,5.7977,D6,0.3087,0.6173
138580,0.1078,3.1335,0.0,2.3685,D6,0.0539,0.1078
138610,0.0929,5.5893,0.8264,4.3937,D3,0.0464,0.0929
139670,1.4463,5.1766,0.6612,3.7679,D8,0.7231,1.4463
140070,0.6216,3.8697,0.0,2.4852,D7,0.3108,0.6216
140410,0.033,5.1704,0.6612,4.1744,D2,0.0165,0.033
140430,0.4392,8.1691,4.1502,6.5401,D3,0.2196,0.4392
140520,2.0605,2.5757,0.0,1.5727,D10,1.0303,2.0605
140670,0.0609,6.2589,1.4876,4.766,D2,0.0305,0.0609
140860,0.0253,4.6049,0.3306,3.5989,D2,0.0127,0.0253
141000,0.4844,3.5891,0.1653,2.697,D9,0.2422,0.4844
141080,0.0041,5.9031,0.9917,4.4064,D1,0.0021,0.0041
142210,0.1217,5.0383,0.6612,3.7765,D4,0.0609,0.1217
142280,0.2883,3.8855,0.9917,3.5403,D4,0.1441,0.2883
142760,0.6,6.2445,1.4876,4.2505,D8,0.3,0.6
143160,0.2832,2.7348,0.0,1.8012,D9,0.1416,0.2832
143240,0.299,2.6308,0.3306,1.8966,D9,0.1495,0.299
143540,1.3047,5.2146,0.1653,3.167,D9,0.6524,1.3047
144510,0.1382,4.1848,0.1653,3.1327,D6,0.0691,0.1382
144960,0.1246,4.1036,0.4959,3.434,D5,0.0623,0.1246
145020,0.0116,4.7805,0.0,3.4241,D1,0.0058,0.0116
145170,0.222,5.255,1.1765,4.1315,D2,0.111,0.222
146060,0.9988,4.2916,0.6612,3.389,D9,0.4994,0.9988
146320,0.245,5.5272,0.3306,3.8088,D6,0.1225,0.245
147760,1.0461,7.3151,2.6446,5.1613,D7,0.523,1.0461
147830,0.1006,5.3278,1.157,4.4808,D2,0.0503,0.1006
148150,0.0771,4.9879,0.4959,3.7572,D4,0.0385,0.0771
148250,0.6643,6.6671,2.314,4.592,D8,0.3321,0.6643
148780,0.5106,6.591,1.6529,4.8923,D5,0.2553,0.5106
148930,1.4645,3.8472,0.1653,2.3536,D9,0.7323,1.4645
149950,0.6378,4.4811,0.4959,3.3563,D7,0.3189,0.6378
149980,0.162,5.6409,0.5797,3.8794,D4,0.081,0.162
150900,0.5572,4.563,0.3306,2.9839,D6,0.2786,0.5572
151860,0.1801,3.7596,0.0,2.6881,D7,0.0901,0.1801
153460,4.3162,4.2826,0.6612,3.0278,D10,2.1581,4.3162
153490,1.063,3.4545,0.1653,2.1765,D10,0.5315,1.063
153710,1.1523,3.313,0.1653,1.7058,D10,0.5762,1.1523
154030,1.0751,4.4814,0.3306,2.8479,D9,0.5376,1.0751
154040,1.8224,4.2083,0.0,2.4603,D10,0.9112,1.8224
155650,0.5744,3.3953,0.3306,2.446,D9,0.2872,0.5744
156100,0.226,5.346,0.4959,3.6091,D6,0.113,0.226
158430,0.0802,5.5718,1.3223,4.5057,D2,0.0401,0.0802
159010,0.506,5.6271,1.4876,4.1353,D7,0.253,0.506
159580,0.2629,4.409,0.4959,3.1004,D5,0.1315,0.2629
159910,1.0862,6.9363,1.1945,4.5214,D8,0.5431,1.0862
160190,0.0315,8.4368,4.1237,6.3886,D1,0.0157,0.0315
160550,0.6345,4.2338,0.4959,3.0726,D8,0.3173,0.6345
160980,0.1264,5.2539,0.9917,3.9019,D4,0.0632,0.1264
161580,0.0152,6.605,2.8099,5.4172,D1,0.0076,0.0152
162300,0.491,4.3003,0.4959,2.9914,D5,0.2455,0.491
163280,0.1217,6.0865,1.7632,4.752,D2,0.0609,0.1217
163730,0.1319,5.667,1.3223,4.4498,D2,0.066,0.1319
164060,0.1402,3.9379,0.0,2.7449,D6,0.0701,0.1402
166090,0.0343,5.421,0.6612,4.1029,D2,0.0171,0.0343
166480,0.1941,7.1298,2.4793,5.5878,D5,0.097,0.1941
168330,1.3184,5.3315,1.4876,4.1266,D9,0.6592,1.3184
168360,0.0909,7.0948,1.3223,5.1016,D3,0.0454,0.0909
169330,3.7734,3.2027,0.0,1.7109,D10,1.8867,3.7734
170030,0.1769,3.5889,0.4959,2.7656,D5,0.0884,0.1769
170790,0.5441,3.9704,0.3306,2.7922,D8,0.272,0.5441
170920,0.1046,6.5711,1.157,4.6862,D4,0.0523,0.1046
171010,0.3419,5.3586,0.8264,3.8452,D4,0.171,0.3419
171090,0.0598,6.1461,1.8182,4.9081,D2,0.0299,0.0598
171120,0.5897,3.2191,0.3306,2.4112,D8,0.2948,0.5897
172670,0.1599,6.3572,1.8182,4.6903,D4,0.0799,0.1599
173130,0.1502,4.9177,0.6612,3.7741,D4,0.0751,0.1502
173940,3.822,4.6735,0.1653,2.6219,D10,1.911,3.822
174900,0.0684,6.6674,1.3223,4.9204,D3,0.0342,0.0684
175250,0.4212,6.0036,1.8088,4.698,D5,0.2106,0.4212
176750,0.4203,4.9561,0.4959,3.6314,D6,0.2101,0.4203
177350,0.4855,7.2887,3.0769,5.4372,D4,0.2428,0.4855
177830,0.7436,2.985,0.1653,1.5618,D9,0.3718,0.7436
177900,0.154,6.2691,1.3699,4.9194,D2,0.077,0.154
178320,0.0133,5.5729,0.4992,4.0063,D1,0.0066,0.0133
178780,1.6036,5.0537,0.2833,3.2171,D10,0.8018,1.6036
179290,0.1492,3.9538,0.0,2.5985,D6,0.0746,0.1492
179530,0.8933,8.0854,2.9752,5.9586,D8,0.4467,0.8933
179900,0.1097,6.2099,1.3223,4.8252,D5,0.0549,0.1097
180400,0.2566,7.5159,2.314,5.6212,D3,0.1283,0.2566
182360,0.1218,4.0648,0.1653,3.083,D6,0.0609,0.1218
183300,0.0224,5.6291,0.4959,4.3799,D2,0.0112,0.0224
183490,0.3766,4.5898,0.5576,3.0985,D8,0.1883,0.3766
184230,0.9849,5.6243,1.0067,4.0547,D7,0.4925,0.9849
185490,0.738,5.6345,1.157,3.8855,D8,0.369,0.738
186230,0.3451,4.43,0.0,2.6079,D8,0.1726,0.3451
187220,0.6533,5.0014,0.9917,3.2965,D7,0.3267,0.6533
187270,0.5912,3.3349,0.1653,2.1955,D8,0.2956,0.5912
187420,0.6128,5.1777,0.8264,3.4247,D8,0.3064,0.6128
187660,0.1331,8.4386,4.1459,6.5745,D2,0.0666,0.1331
187790,0.2343,7.2481,1.1834,4.7399,D5,0.1172,0.2343
187870,0.6573,4.503,1.157,3.589,D7,0.3286,0.6573
188040,0.4189,6.3277,1.4652,4.1178,D6,0.2095,0.4189
188260,1.6899,5.8478,1.4876,4.3702,D7,0.8449,1.6899
189300,0.0305,5.1647,0.6612,4.1993,D2,0.0152,0.0305
189330,0.4624,6.6499,2.8099,5.3227,D6,0.2312,0.4624
189690,0.4284,3.1497,0.3306,2.4138,D6,0.2142,0.4284
189860,0.502,5.9986,1.6529,4.914,D4,0.251,0.502
189980,0.4573,3.1774,0.3306,2.5061,D8,0.2286,0.4573
190510,0.106,3.9687,0.6612,3.4558,D3,0.053,0.106
190650,1.4286,3.0738,0.1653,2.485,D10,0.7143,1.4286
191410,1.4998,5.1987,1.8182,4.5415,D8,0.7499,1.4998
191420,0.7619,5.2792,0.9917,3.5683,D9,0.3809,0.7619
192250,0.3339,4.7598,0.6768,3.6333,D5,0.1669,0.3339
192390,0.8032,4.3456,0.8264,3.2155,D9,0.4016,0.8032
192410,0.6175,9.8585,5.6261,7.3017,D6,0.3087,0.6175
192440,0.5266,2.9831,0.0,2.0872,D10,0.2633,0.5266
193250,1.6099,6.6132,1.8644,4.759,D9,0.805,1.6099
194480,0.0672,5.147,0.8264,4.1927,D3,0.0336,0.0672
194700,0.1085,4.1139,0.3306,3.0437,D5,0.0542,0.1085
195500,0.3745,3.2878,0.4959,2.5269,D7,0.1873,0.3745
195940,0.0176,3.6151,0.1653,2.9207,D2,0.0088,0.0176
195990,0.415,5.6841,1.6892,4.696,D8,0.2075,0.415
196170,0.0013,5.6579,0.8264,4.5294,D1,0.0007,0.0013
196300,0.4547,6.2735,0.8264,4.2313,D7,0.2274,0.4547
196450,1.7895,5.5125,1.4876,4.4551,D9,0.8947,1.7895
196700,1.3184,4.9131,0.6612,3.9011,D9,0.6592,1.3184
197140,2.146,3.9481,0.8264,3.1711,D10,1.073,2.146
198080,0.5686,4.3366,0.8264,3.5153,D8,0.2843,0.5686
198440,0.8924,4.3278,1.3223,3.9523,D7,0.4462,0.8924
198940,0.9287,4.8307,1.8613,4.1508,D9,0.4643,0.9287
199430,0.1185,7.6974,3.2086,5.8979,D2,0.0593,0.1185
199480,0.1747,7.3212,3.0837,5.6176,D2,0.0874,0.1747
199550,0.2617,6.1704,1.8868,4.7411,D3,0.1308,0.2617
199730,1.8243,4.3873,0.4959,3.3132,D9,0.9122,1.8243
199800,0.1269,6.0219,3.1405,5.5035,D4,0.0635,0.1269
199820,0.0563,6.1183,2.1488,5.1135,D1,0.0282,0.0563
200130,0.1117,3.2136,0.3306,2.6742,D5,0.0558,0.1117
200230,0.5725,5.9767,2.6132,5.3631,D6,0.2863,0.5725
200350,0.1786,5.7942,2.1488,5.1363,D3,0.0893,0.1786
200470,0.0848,7.2917,1.8182,5.4292,D2,0.0424,0.0848
200670,0.0458,4.4901,0.1653,3.2887,D3,0.0229,0.0458
200710,0.0403,6.2963,1.9835,5.1314,D2,0.0201,0.0403
200780,1.6662,3.282,0.1653,2.0574,D10,0.8331,1.6662
201490,0.2,5.0209,1.6584,4.6714,D3,0.1,0.2
203400,0.1738,7.2195,2.6446,5.6803,D5,0.0869,0.1738
203450,0.8267,3.9157,0.3306,2.2966,D9,0.4133,0.8267
203650,0.1005,4.4755,1.3223,4.2322,D3,0.0502,0.1005
204020,0.4858,3.4373,0.3306,2.3867,D8,0.2429,0.4858
204270,0.03,6.6159,1.9835,5.2598,D1,0.015,0.03
204610,0.2484,3.888,0.0,2.4028,D8,0.1242,0.2484
204620,0.0395,5.3346,0.4959,3.9599,D3,0.0198,0.0395
204840,0.5087,4.1744,0.3306,2.6353,D9,0.2543,0.5087
205100,0.1079,3.832,0.1653,2.8193,D4,0.0539,0.1079
205470,0.0825,4.7937,1.1905,3.9993,D3,0.0413,0.0825
205500,0.4338,6.5736,1.3245,4.7385,D6,0.2169,0.4338
206400,0.4523,6.1052,1.3223,3.8187,D8,0.2262,0.4523
206560,0.2441,4.527,0.8264,3.5187,D6,0.1221,0.2441
206640,0.1038,3.59,0.0,2.6482,D5,0.0519,0.1038
206650,0.0506,4.0412,0.3306,2.9631,D3,0.0253,0.0506
207760,0.1814,5.6688,1.157,4.3655,D3,0.0907,0.1814
208140,0.2024,2.1581,0.0,1.5739,D8,0.1012,0.2024
208350,2.1241,3.991,0.0,2.1029,D10,1.0621,2.1241
208370,0.1264,5.1745,0.8264,3.8129,D3,0.0632,0.1264
208640,0.8114,6.8852,3.2095,5.6498,D7,0.4057,0.8114
208710,0.9125,6.5147,2.8716,5.5028,D7,0.4563,0.9125
208860,1.3956,5.5735,0.4167,3.7458,D9,0.6978,1.3956
209640,0.0746,7.5526,2.1845,5.8066,D1,0.0373,0.0746
210120,0.3052,9.0349,4.5139,6.5116,D5,0.1526,0.3052
211050,0.1429,5.1013,0.0,3.0887,D6,0.0714,0.1429
211270,0.0782,4.7795,0.9917,3.8247,D3,0.0391,0.0782
212560,0.3078,5.388,1.4876,3.968,D6,0.1539,0.3078
212710,0.1206,7.4293,2.381,5.3633,D2,0.0603,0.1206
213420,0.0338,4.8167,0.6612,3.7878,D2,0.0169,0.0338
214150,0.0151,4.4821,0.3306,3.4663,D1,0.0076,0.0151
214180,0.1814,3.1083,0.4959,2.7036,D6,0.0907,0.1814
214260,0.3718,5.6498,1.4901,4.6074,D5,0.1859,0.3718
214270,0.3284,5.8404,1.157,3.9666,D5,0.1642,0.3284
214370,0.0477,6.2012,1.8182,4.9098,D2,0.0238,0.0477
214430,0.0604,5.7066,1.157,4.0844,D3,0.0302,0.0604
214450,0.0063,5.3262,0.4959,3.875,D1,0.0031,0.0063
214610,0.4675,7.0059,3.0593,5.7067,D4,0.2338,0.4675
214680,0.1182,5.0029,0.4959,3.4897,D4,0.0591,0.1182
215000,0.0745,2.3991,0.0,1.7398,D6,0.0373,0.0745
215090,0.3246,6.5123,1.5094,4.6389,D6,0.1623,0.3246
215100,0.1016,5.8358,1.9835,4.4304,D2,0.0508,0.1016
215200,0.0845,3.3384,0.0,2.2756,D6,0.0423,0.0845
215360,0.2844,3.3526,0.3306,2.2539,D7,0.1422,0.2844
215380,0.6599,6.5985,1.8182,5.0158,D6,0.3299,0.6599
215480,1.6308,4.0195,0.3306,2.5633,D10,0.8154,1.6308
215600,0.0613,4.844,0.6612,3.7842,D3,0.0306,0.0613
215790,1.6966,7.1165,4.3189,6.6212,D6,0.8483,1.6966
216050,0.3214,2.8729,0.0,1.8746,D9,0.1607,0.3214
216080,0.2037,4.6386,0.1653,3.1595,D6,0.1018,0.2037
217190,0.3694,5.5296,1.157,4.0516,D7,0.1847,0.3694
217270,0.3263,4.225,0.4959,2.8601,D7,0.1631,0.3263
217330,0.4405,7.3474,2.6446,5.3188,D6,0.2202,0.4405
217500,0.5558,4.6084,0.9917,3.787,D6,0.2779,0.5558
217730,0.197,6.631,1.8182,4.8396,D5,0.0985,0.197
217820,0.2926,5.3144,0.4959,3.5849,D7,0.1463,0.2926
218150,0.1493,4.1502,0.1653,2.7313,D4,0.0746,0.1493
218410,0.0392,5.2135,1.157,4.2903,D2,0.0196,0.0392
219130,0.1721,6.6793,0.8264,4.5923,D5,0.086,0.1721
219420,0.2655,4.9888,0.6612,3.5833,D4,0.1327,0.2655
219550,0.4488,9.0184,4.2808,6.4222,D6,0.2244,0.4488
219750,1.2168,6.6219,3.876,5.2292,D9,0.6084,1.2168
220100,0.0374,6.5934,0.8264,4.5746,D2,0.0187,0.0374
220180,1.2724,5.3054,0.1653,3.0014,D9,0.6362,1.2724
220260,0.2035,5.0358,0.8264,3.9053,D4,0.1018,0.2035
221800,0.3076,8.0025,4.3118,6.4948,D4,0.1538,0.3076
221840,2.2204,4.2735,0.4959,3.0119,D10,1.1102,2.2204
221980,2.037,1.5839,0.0,0.7773,D10,1.0185,2.037
222040,0.7127,4.7553,0.1653,3.3772,D9,0.3564,0.7127
222080,0.0311,4.7112,1.6529,4.1751,D1,0.0155,0.0311
222110,1.6223,5.0377,0.4959,3.5202,D9,0.8112,1.6223
222420,1.3506,5.184,0.9917,3.8857,D8,0.6753,1.3506
222800,0.0136,5.7033,2.314,4.7935,D1,0.0068,0.0136
222980,1.0435,3.8866,0.3306,2.5989,D9,0.5218,1.0435
223250,0.2346,5.8929,1.4876,4.4783,D4,0.1173,0.2346
223310,0.7414,8.2858,3.5959,6.1439,D7,0.3707,0.7414
224060,2.5443,6.6226,2.3179,4.8683,D10,1.2721,2.5443
224110,0.2739,4.5577,1.3223,4.1279,D6,0.137,0.2739
225190,0.1072,6.4318,3.0151,5.115,D2,0.0536,0.1072
225220,0.5908,4.7592,0.1653,2.7469,D8,0.2954,0.5908
225430,2.7434,5.7276,2.4055,5.2684,D10,1.3717,2.7434
225530,0.6491,3.6548,0.8264,2.8298,D8,0.3245,0.6491
225570,0.0381,3.7373,0.4959,2.936,D2,0.0191,0.0381
225590,1.5257,2.8859,0.0,1.6767,D10,0.7628,1.5257
226330,0.209,6.2092,1.8182,4.558,D5,0.1045,0.209
226340,0.3376,5.7564,1.7078,4.3863,D4,0.1688,0.3376
226400,0.1479,4.8511,0.0,3.1496,D6,0.0739,0.1479
226590,0.0544,7.9914,3.125,6.0521,D1,0.0272,0.0544
226950,0.0143,8.2446,3.6364,6.2554,D1,0.0072,0.0143
227610,1.2904,5.2362,0.5093,3.2752,D10,0.6452,1.2904
227950,0.771,5.3547,2.2071,4.603,D8,0.3855,0.771
228340,2.3113,3.9735,0.6612,3.2191,D10,1.1557,2.3113
228670,0.2508,5.5136,1.157,4.2959,D6,0.1254,0.2508
228760,0.0613,5.841,0.8264,4.3294,D3,0.0307,0.0613
228850,0.7613,2.832,0.0,1.6248,D10,0.3807,0.7613
229000,0.6522,7.0333,3.6364,6.1502,D6,0.3261,0.6522
230240,0.123,5.909,1.6529,4.7803,D4,0.0615,0.123
230360,0.0981,2.9817,0.3384,2.7153,D6,0.049,0.0981
232140,0.017,6.4855,1.8182,5.3008,D1,0.0085,0.017
232680,0.2198,5.2208,1.157,4.2304,D4,0.1099,0.2198
232830,0.9014,6.4955,1.3223,4.3676,D8,0.4507,0.9014
234030,0.0647,7.377,2.5105,5.5098,D1,0.0323,0.0647
234100,0.3331,4.1437,0.6791,3.363,D5,0.1666,0.3331
234300,0.2101,3.2617,0.3306,2.3022,D7,0.105,0.2101
234340,0.1075,6.1053,2.1488,4.9881,D2,0.0537,0.1075
234690,0.1819,4.9644,0.6612,3.6676,D5,0.0909,0.1819
234920,0.4125,7.5627,2.9478,5.8592,D5,0.2062,0.4125
235980,0.1598,6.518,0.9917,4.4559,D4,0.0799,0.1598
236200,0.1029,3.7162,0.1653,2.9042,D5,0.0514,0.1029
236810,0.3317,5.4492,0.8264,3.811,D5,0.1658,0.3317
237690,0.0121,4.8704,0.6612,3.7532,D1,0.0061,0.0121
237750,0.8952,4.2053,0.1653,3.0666,D8,0.4476,0.8952
237820,0.2885,4.7423,0.9917,3.6381,D4,0.1443,0.2885
237880,0.0783,3.7545,0.1653,2.7379,D5,0.0392,0.0783
238090,0.9219,5.6813,0.8264,3.8363,D9,0.461,0.9219
238120,0.6254,3.9839,0.4959,3.0414,D9,0.3127,0.6254
238200,1.8727,4.3532,0.1845,2.2989,D10,0.9364,1.8727
238490,1.1553,3.9106,0.1653,2.4491,D9,0.5776,1.1553
239340,0.8259,5.9163,1.9835,4.7864,D6,0.413,0.8259
239610,1.7682,4.3878,0.3306,2.8301,D8,0.8841,1.7682
239890,0.3448,4.7968,0.3306,3.3629,D7,0.1724,0.3448
240550,0.085,5.1315,0.0,3.5839,D2,0.0425,0.085
240600,0.6558,5.4502,1.6529,4.489,D6,0.3279,0.6558
240810,0.0118,5.2583,1.8182,4.7908,D1,0.0059,0.0118
241520,0.0731,5.9173,2.4793,4.9184,D2,0.0365,0.0731
241690,0.3598,4.1237,0.6612,3.275,D5,0.1799,0.3598
241710,0.0305,5.7615,0.3306,3.7312,D2,0.0152,0.0305
241770,0.5061,5.3727,0.6612,3.6547,D7,0.253,0.5061
241790,0.4489,4.1509,0.3306,3.0005,D8,0.2245,0.4489
241840,0.5464,4.2172,0.6612,3.3377,D8,0.2732,0.5464
242040,0.1897,5.856,2.4793,4.7448,D3,0.0948,0.1897
243070,0.1554,3.191,0.1653,2.4631,D7,0.0777,0.1554
243840,0.1154,4.7947,0.3373,3.4548,D4,0.0577,0.1154
246250,0.7711,5.8831,2.0231,4.7886,D6,0.3855,0.7711
246690,0.4912,4.9967,1.8707,4.5045,D4,0.2456,0.4912
246710,0.4246,7.2004,2.1488,4.9897,D7,0.2123,0.4246
246720,0.9775,5.3875,1.1132,3.7122,D9,0.4887,0.9775
246960,1.4127,5.2564,0.1653,2.9137,D9,0.7063,1.4127
247540,0.0024,5.2112,0.8264,4.2305,D1,0.0012,0.0024
247660,1.1702,5.4233,0.6612,3.6663,D8,0.5851,1.1702
250000,0.3821,2.9959,0.1653,1.8241,D8,0.1911,0.3821
250060,0.0857,5.9685,1.9835,4.5506,D3,0.0428,0.0857
250930,2.6185,6.2981,2.4834,5.0,D9,1.3092,2.6185
251120,0.3323,3.7134,0.0,2.46,D8,0.1662,0.3323
251370,0.2436,5.3265,0.9917,3.9955,D6,0.1218,0.2436
