공시일,종목코드,종목명,사유성격,정지사유,시차_분,동반공시_원문,동반공시_유형,정지공시_원문
20240514,422040,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,1,엔에이치기업인수목적23호 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,엔에이치기업인수목적23호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240516,317240,TS트릴리온,부실·위험,불성실공시법인 지정,0,(주)티에스트릴리온 불성실공시법인지정(공시변경 3건),불성실공시법인지정,(주)티에스트릴리온 주권매매거래정지(불성실공시법인 지정)
20240521,049470,비트플래닛,부실·위험,상장적격성 실질심사 대상(사유발생,1,에스지에이(주) 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,에스지에이(주) 주권매매거래정지(상장적격성 실질심사 대상(사유발생))
20240521,053950,경남제약,자본·조직변동,자본감소,0,경남제약 주식회사 감자결정,감자결정,경남제약 주식회사 주권매매거래정지(자본감소)
20240528,045660,에이텍,자본·조직변동,영업양수도,0,(주)에이텍 영업양수 결정,영업양수 결정,(주)에이텍 주권매매거래정지(영업양수도)
20240530,446150,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,유안타제12호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,유안타제12호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240603,386580,(상장폐지),부실·위험,상장폐지 사유발생,0,한화플러스제2호기업인수목적(주) 관리종목지정사유추가(상장폐지 사유발생),플러스제2호기업인수목적 관리종목지정사유추가,한화플러스제2호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20240603,386580,(상장폐지),부실·위험,상장폐지 사유발생,0,한화플러스제2호기업인수목적(주) 상장폐지,플러스제2호기업인수목적 상장폐지,한화플러스제2호기업인수목적(주) 주권매매거래정지(상장폐지 사유발생)
20240604,053590,(상장폐지),부실·위험,투자자 보호,0,(주)한국테크놀로지 (정정)상장폐지,(정정)상장폐지,(주)한국테크놀로지 주권매매거래정지(투자자 보호)
20240604,053590,(상장폐지),부실·위험,투자자 보호,0,(주)한국테크놀로지 기타시장안내(정리매매 보류 관련),기타시장안내,(주)한국테크놀로지 주권매매거래정지(투자자 보호)
20240604,053590,(상장폐지),부실·위험,투자자 보호,0,(주)한국테크놀로지 기타 경영사항(자율공시)(상장폐지결정 효력정지 가처분신청),기타 경영사항,(주)한국테크놀로지 주권매매거래정지(투자자 보호)
20240604,268600,(상장폐지),부실·위험,투자자 보호,1,(주)셀리버리 (정정)상장폐지,(정정)상장폐지,(주)셀리버리 주권매매거래정지(투자자 보호)
20240604,268600,(상장폐지),부실·위험,투자자 보호,1,(주)셀리버리 기타시장안내(정리매매 보류 관련),기타시장안내,(주)셀리버리 주권매매거래정지(투자자 보호)
20240611,083450,GST,자본·조직변동,무상증자,0,(주)글로벌스탠다드테크놀로지 무상증자결정,무상증자결정,(주)글로벌스탠다드테크놀로지 주권매매거래정지(무상증자)
20240612,450520,인스웨이브,자본·조직변동,무상증자,0,(주)인스웨이브시스템즈 본점소재지변경,시스템즈 본점소재지변경,(주)인스웨이브시스템즈 주권매매거래정지(무상증자)
20240612,450520,인스웨이브,자본·조직변동,무상증자,0,(주)인스웨이브시스템즈 무상증자결정,시스템즈 무상증자결정,(주)인스웨이브시스템즈 주권매매거래정지(무상증자)
20240614,412930,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,미래에셋비전기업인수목적1호 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,미래에셋비전기업인수목적1호 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240614,443670,에스피소프트,자본·조직변동,우회상장여부 및 요건충족확인,0,주식회사 에스피소프트 주식교환ㆍ이전 결정,주식교환ㆍ이전 결정,주식회사 에스피소프트 주권매매거래정지(우회상장여부 및 요건충족확인)
20240617,276730,한울앤제주,자본·조직변동,자본감소,1,제주맥주(주) (정정)주주총회소집결의,(정정)주주총회소집결의,제주맥주(주) 주권매매거래정지(자본감소)
20240617,276730,한울앤제주,자본·조직변동,자본감소,0,제주맥주(주) 감자결정,감자결정,제주맥주(주) 주권매매거래정지(자본감소)
20240617,432470,케이엔에스,자본·조직변동,무상증자,0,(주)케이엔에스 무상증자결정,무상증자결정,(주)케이엔에스 주권매매거래정지(무상증자)
20240618,076080,웰크론한텍,부실·위험,중요한 영업정지,0,(주)웰크론한텍 영업정지,영업정지,(주)웰크론한텍 주권매매거래정지(중요한 영업정지)
20240619,388800,(상장폐지),부실·위험,상장폐지 사유발생,1,유진기업인수목적7호 주식회사 상장폐지,인수목적7호 상장폐지,유진기업인수목적7호 주식회사 주권매매거래정지(상장폐지 사유발생)
20240619,388800,(상장폐지),부실·위험,상장폐지 사유발생,0,유진기업인수목적7호 주식회사 관리종목지정사유추가(상장폐지 사유발생),인수목적7호 관리종목지정사유추가,유진기업인수목적7호 주식회사 주권매매거래정지(상장폐지 사유발생)
20240620,119860,(상장폐지),자본·조직변동,"주식교환, 이전",0,(주)커넥트웨이브 감자결정,감자결정,"(주)커넥트웨이브 주권매매거래정지(주식교환, 이전)"
20240620,119860,(상장폐지),자본·조직변동,"주식교환, 이전",0,(주)커넥트웨이브 주주총회소집결의(임시주주총회),주주총회소집결의,"(주)커넥트웨이브 주권매매거래정지(주식교환, 이전)"
20240620,119860,(상장폐지),자본·조직변동,"주식교환, 이전",0,(주)커넥트웨이브 주식교환ㆍ이전 결정,주식교환ㆍ이전 결정,"(주)커넥트웨이브 주권매매거래정지(주식교환, 이전)"
20240620,323230,(상장폐지),부실·위험,불성실공시법인 지정,1,엠에프엠코리아(주) 불성실공시법인지정(공시불이행 3건),불성실공시법인지정,엠에프엠코리아(주) 주권매매거래정지(불성실공시법인 지정)
20240621,357880,SKAI,자본·조직변동,무상증자,1,(주)비트나인 유무상증자결정(주주배정후 실권주 일반공모),유무상증자결정,(주)비트나인 주권매매거래정지(무상증자)
20240625,214310,(상장폐지),부실·위험,투자자 보호,1,(주)에스엘에너지 (정정)상장폐지,에너지,(주)에스엘에너지 주권매매거래정지(투자자 보호)
20240625,214310,(상장폐지),부실·위험,투자자 보호,0,(주)에스엘에너지 기타시장안내(정리매매 보류 관련),에너지 기타시장안내,(주)에스엘에너지 주권매매거래정지(투자자 보호)
20240625,214310,(상장폐지),부실·위험,투자자 보호,0,(주)에스엘에너지 기타 경영사항(자율공시)(상장폐지결정 등 효력정지 신청),에너지 기타 경영사항,(주)에스엘에너지 주권매매거래정지(투자자 보호)
20240625,246250,에스엘에스바이오,자본·조직변동,무상증자,1,(주)에스엘에스바이오 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,(주)에스엘에스바이오 주권매매거래정지(무상증자)
20240625,246250,에스엘에스바이오,자본·조직변동,무상증자,1,(주)에스엘에스바이오 주주총회소집결의,주주총회소집결의,(주)에스엘에스바이오 주권매매거래정지(무상증자)
20240625,246250,에스엘에스바이오,자본·조직변동,무상증자,0,(주)에스엘에스바이오 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,(주)에스엘에스바이오 주권매매거래정지(무상증자)
20240625,246250,에스엘에스바이오,자본·조직변동,무상증자,0,(주)에스엘에스바이오 무상증자결정,무상증자결정,(주)에스엘에스바이오 주권매매거래정지(무상증자)
20240626,043100,알파AI,자본·조직변동,자본감소,0,(주)솔고바이오메디칼 주주명부폐쇄기간 또는 기준일 설정,주주명부폐쇄기간 또는 기준일 설정,(주)솔고바이오메디칼 주권매매거래정지(자본감소)
20240626,043100,알파AI,자본·조직변동,자본감소,0,(주)솔고바이오메디칼 주주총회소집결의,주주총회소집결의,(주)솔고바이오메디칼 주권매매거래정지(자본감소)
20240626,043100,알파AI,자본·조직변동,자본감소,0,(주)솔고바이오메디칼 감자결정,감자결정,(주)솔고바이오메디칼 주권매매거래정지(자본감소)
20240627,238200,비피도,부실·위험,상장적격성 실질심사 대상 (사유발생,1,주식회사 비피도 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,주식회사 비피도 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20240627,238200,비피도,부실·위험,상장적격성 실질심사 대상 (사유발생,0,주식회사 비피도 횡령ㆍ배임혐의발생,횡령ㆍ배임혐의발생,주식회사 비피도 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20240701,317240,TS트릴리온,부실·위험,풍문 또는 보도 관련,0,(주)티에스트릴리온 조회공시요구(풍문또는보도)(채권자에 의한 회생절차개시신청설),조회공시요구,(주)티에스트릴리온 주권매매거래정지(풍문 또는 보도 관련)
20240704,455250,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,케이비제25호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,케이비제25호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240710,323230,(상장폐지),부실·위험,상장적격성 실질심사 대상 (사유발생,1,엠에프엠코리아(주) 기타시장안내(상장적격성 실질심사 관련 안내),기타시장안내,엠에프엠코리아(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20240710,323230,(상장폐지),부실·위험,상장적격성 실질심사 대상 (사유발생,1,엠에프엠코리아(주) 불성실공시법인지정(공시변경 2건),불성실공시법인지정,엠에프엠코리아(주) 주권매매거래정지(상장적격성 실질심사 대상 (사유발생))
20240712,322510,제이엘케이,자본·조직변동,무상증자,1,(주)제이엘케이 유무상증자결정(주주배정 후 실권주 일반공모),유무상증자결정,(주)제이엘케이 주권매매거래정지(무상증자)
20240712,413600,(상장폐지),자본·조직변동,SPAC 합병(예비심사청구대상,0,키움제6호기업인수목적 주식회사 회사합병 결정(SPAC 소멸합병),회사합병 결정,키움제6호기업인수목적 주식회사 주권매매거래정지(SPAC 합병(예비심사청구대상))
20240715,060230,제이케이시냅스,자본·조직변동,자본감소,0,소니드(주) (정정)주주총회소집결의,(정정)주주총회소집결의,소니드(주) 주권매매거래정지(자본감소)
20240715,060230,제이케이시냅스,자본·조직변동,자본감소,0,소니드(주) 감자결정,감자결정,소니드(주) 주권매매거래정지(자본감소)
20240715,400840,(상장폐지),부실·위험,상장페지 사유발생,1,하이제7호기업인수목적 주식회사 상장폐지,상장폐지,하이제7호기업인수목적 주식회사 주권매매거래정지(상장페지 사유발생)
20240715,400840,(상장폐지),부실·위험,상장페지 사유발생,0,하이제7호기업인수목적 주식회사 관리종목지정사유추가(상장폐지사유 발생),관리종목지정사유추가,하이제7호기업인수목적 주식회사 주권매매거래정지(상장페지 사유발생)
