code,listed,traded_days,amt_sum,amt_avg,no_trade_pct,years,group,mktcap,name,spac,decile,nxt_yr,krx_yr
393210,606,606,4624163896000.0,7630633491.749175,0.0,2.5041322314049586,ST,34664287680.0,토마토시스템,N,D2,0.0,1846613305003.3005
213420,606,606,4623852089500.0,7630118959.570957,0.0,2.5041322314049586,ST,748660046850.0,덕산네오룩스,N,D2,1040513735587.0968,1846488788216.1716
413630,487,487,3706654603500.0,7611200417.864476,0.0,2.012396694214876,ST,79067432850.0,씨피시스템,N,D2,0.0,1480215204698.0198
425040,606,606,4600775835500.0,7592039332.508251,0.0,2.5041322314049586,ST,222078956740.0,티이엠씨,N,D2,96104769909.67743,1837273518466.9968
450950,346,346,2615508441000.0,7559272950.867052,0.0,1.4297520661157024,ST,237430105520.0,아스테라시스,N,D2,381618789129.0323,1044476968188.1189
163730,594,594,4452040721500.0,7495018049.6633,0.0,2.4545454545454546,ST,114269468670.0,핑거,N,D2,0.0,1777877647859.736
126730,522,522,3900753520000.0,7472707892.720306,0.0,2.15702479338843,ST,135586147960.0,코칩,N,D2,0.0,1557726653201.3203
041440,606,606,4522484476000.0,7462845669.966997,0.0,2.5041322314049586,ST,118290550560.0,현대에버다임,N,D2,200371428541.9355,1806008652132.0132
294630,586,586,4357945794500.0,7436767567.406143,0.0,2.4214876033057853,ST,70793566515.0,서남,N,D3,0.0,1740301785922.4424
014940,606,606,4501410943500.0,7428070863.861386,0.0,2.5041322314049586,ST,213284733480.0,오리엔탈정공,N,D3,1941775569658.0647,1797593149054.4556
094360,606,606,4463430395500.0,7365396692.244225,0.0,2.5041322314049586,ST,260107237320.0,칩스앤미디어,N,D3,1114220631877.4194,1782425999523.1023
474610,391,391,2866880205000.0,7332174437.340154,0.0,1.615702479338843,ST,94419691000.0,RF시스템즈,N,D3,0.0,1144859751831.683
408900,605,605,4421669863000.0,7308545228.099174,0.0,2.5,ST,36388504119.0,스튜디오미르,N,D3,0.0,1765749351231.0232
205470,588,588,4291504225000.0,7298476573.1292515,0.0,2.4297520661157024,ST,57122627315.0,휴마시스,N,D3,0.0,1713769013943.8945
462510,495,495,3606455962000.0,7285769620.202021,0.0,2.0454545454545454,ST,24956405775.0,라메디텍,N,D3,0.0,1440201885815.1816
013990,606,606,4414389290500.0,7284470776.40264,0.0,2.5041322314049586,ST,116586315120.0,아가방컴퍼니,N,D3,647846064090.3226,1762841927889.439
211270,606,606,4411782530000.0,7280169191.419142,0.0,2.5041322314049586,ST,136645674240.0,AP위성,N,D3,246627507606.45163,1761800944323.4324
073570,270,270,1965249580500.0,7278702150.0,0.0,1.115702479338843,ST,20114375088.0,리튬포어스,N,D3,0.0,784802637757.4258
272290,606,606,4391828468000.0,7247241696.369637,0.0,2.5041322314049586,ST,452581454300.0,이녹스첨단소재,N,D3,1625080868400.0,1753832490521.4521
464500,429,429,3098540287000.0,7222704631.701632,0.0,1.7727272727272727,ST,26139415284.0,아이언디바이스,N,D3,0.0,1237370873686.4688
204620,606,606,4375108163000.0,7219650433.9934,0.0,2.5041322314049586,ST,357742149700.0,글로벌텍스프리,N,D3,328285098438.7097,1747155405026.4028
032500,606,606,4371160716500.0,7213136495.874587,0.0,2.5041322314049586,ST,740886269560.0,케이엠더블유,N,D3,1974786282238.7097,1745579032001.6501
033790,575,575,4130963928500.0,7184285093.043478,0.0,2.37603305785124,ST,504097416350.0,피노,N,D3,21523254393.54839,1649658862536.3037
252990,606,606,4337784408500.0,7158060080.033003,0.0,2.5041322314049586,ST,704549301300.0,샘씨엔에스,N,D3,10311915083.870968,1732250539367.9868
115500,596,596,4263798733500.0,7154024720.637584,0.0,2.462809917355372,ST,105120000000.0,케이씨에스,N,D3,279261566703.2258,1702705104797.0298
082920,594,594,4247834295500.0,7151236187.710438,0.0,2.4545454545454546,ST,1410057734700.0,비츠로셀,N,D3,1929905868567.742,1696329867179.8682
005860,606,606,4285861672000.0,7072378996.69967,0.0,2.5041322314049586,ST,96342009825.0,한일사료,N,D3,64488473819.35484,1711515717201.3203
101170,596,596,4200206789000.0,7047326827.181208,0.0,2.462809917355372,ST,103005000000.0,우림피티에스,N,D3,0.0,1677310301877.888
475430,263,263,1850305614500.0,7035382564.638783,0.0,1.0867768595041325,ST,81565862700.0,키스트론,N,D3,87728145219.35484,738900921962.0463
053800,606,606,4251479517000.0,7015642767.326733,0.0,2.5041322314049586,ST,617521083000.0,안랩,N,D3,820770634838.7097,1697785549693.0693
250060,596,596,4154732229500.0,6971027230.704698,0.0,2.462809917355372,ST,87827687220.0,모비스,N,D3,0.0,1659150494288.779
025950,582,582,4033648833500.0,6930668098.797251,0.0,2.4049586776859506,ST,114828000000.0,동신건설,N,D3,996393978658.0646,1610797058922.4424
419530,574,574,3958524454500.0,6896384067.073171,0.0,2.371900826446281,ST,284784702300.0,SAMG엔터,N,D3,805973165445.1614,1580796894371.287
042370,606,606,4151155005000.0,6850090767.326733,0.0,2.5041322314049586,ST,227416217000.0,비츠로테크,N,D3,306024233509.6774,1657721965693.0693
174900,370,370,2524209122500.0,6822186817.567568,0.0,1.5289256198347108,ST,468875031500.0,앱클론,N,D3,0.0,1008017504364.6865
457370,411,411,2785815296000.0,6778139406.326034,0.0,1.6983471074380163,ST,65222664060.0,한켐,N,D3,0.0,1112487296422.4424
089890,586,586,3960694853000.0,6758864936.860068,0.0,2.4214876033057853,ST,552279234600.0,코세스,N,D3,436643729606.4516,1581663621165.0166
046120,576,576,3891338327000.0,6755795706.597222,0.0,2.3801652892561984,ST,169954273660.0,오르비텍,N,D3,0.0,1553966790650.165
085670,606,606,4084666801500.0,6740374259.900991,0.0,2.5041322314049586,ST,80730007495.0,뉴프렉스,N,D3,10928175109.67742,1631170570896.0398
069540,557,557,3744305662500.0,6722272284.560143,0.0,2.301652892561984,ST,262008660525.0,빛과전자,N,D3,0.0,1495250776113.8616
418620,570,570,3831379891000.0,6721719107.017544,0.0,2.355371900826446,ST,14173240578.0,E8,N,D3,0.0,1530022992775.5776
435570,310,310,2081421957000.0,6714264377.419354,0.0,1.28099173553719,ST,48748691200.0,에르코스,N,D3,447275351670.9678,831194906920.7921
094170,596,596,4000745523000.0,6712660273.489933,0.0,2.462809917355372,ST,657617487200.0,동운아나텍,N,D3,886517197180.6451,1597657453079.208
095500,606,606,4036706337500.0,6661231580.033003,0.0,2.5041322314049586,ST,235675992400.0,미래나노텍,N,D3,1474092694445.1614,1612018042367.9868
267320,606,606,4036509215500.0,6660906296.20462,0.0,2.5041322314049586,ST,120572119500.0,나인테크,N,D3,0.0,1611939323681.5183
430690,595,595,3937629100500.0,6617864034.453781,0.0,2.458677685950413,ST,24623387040.0,한싹,N,D3,0.0,1572452545084.1584
207760,606,606,4005935267500.0,6610454236.79868,0.0,2.5041322314049586,ST,41124492585.0,미스터블루,N,D3,0.0,1599729925305.2805
123410,606,606,3993653114500.0,6590186657.590759,0.0,2.5041322314049586,ST,155353137120.0,코리아에프티,N,D3,15545297012.903227,1594825171136.9639
412540,224,224,1471842397000.0,6570724986.607142,0.0,0.9256198347107438,ST,81063616775.0,제일엠앤에스,N,D3,606879012.9032258,587765445666.6667
058970,606,606,3976385628000.0,6561692455.445544,0.0,2.5041322314049586,ST,192859586400.0,엠로,N,D3,547642423864.5162,1587929574217.8218
416180,596,596,3885397298500.0,6519122984.060403,0.0,2.462809917355372,ST,178897206620.0,신성에스티,N,D3,827855404200.0,1551594300721.122
036200,606,606,3921613342000.0,6471309145.214521,0.0,2.5041322314049586,ST,275671364770.0,유니셈,N,D3,659895264387.0968,1566056813141.9143
413390,392,392,2521362854000.0,6432048096.938775,0.0,1.6198347107438016,ST,71797116000.0,엠오티,N,D3,0.0,1006880875689.769
054920,606,606,3881524972000.0,6405156719.471948,0.0,2.5041322314049586,ST,88883805150.0,한컴위드,N,D3,0.0,1550047926112.2112
053300,606,606,3862925819500.0,6374465048.679868,0.0,2.5041322314049586,ST,174338757320.0,한국정보인증,N,D3,173211366509.67743,1542620541780.528
314930,605,605,3819267160000.0,6312838280.991735,0.0,2.5,ST,255376003740.0,바이오다인,N,D3,267330196206.45163,1525185895577.5579
0010V0,208,208,1310903401500.0,6302420199.519231,0.0,0.859504132231405,ST,37933122000.0,제이피아이헬스케어,N,D3,0.0,523496077826.7327
458650,404,404,2536086878500.0,6277442768.564357,0.0,1.6694214876033058,ST,131499155800.0,성우,N,D3,103137495219.35484,1012760766661.7162
420770,596,596,3725534230000.0,6250896359.060403,0.0,2.462809917355372,ST,2085162191000.0,기가비스,N,D3,712502713858.0646,1487754593498.3499
126700,606,606,3774971875500.0,6229326527.227723,0.0,2.5041322314049586,ST,149271698880.0,하이비젼시스템,N,D3,65620781670.96774,1507497019589.109
126340,586,586,3647142962500.0,6223793451.365188,0.0,2.4214876033057853,ST,515553725200.0,비나텍,N,D3,969593111761.2904,1456449829909.241
047770,606,606,3771543927500.0,6223669847.359736,0.0,2.5041322314049586,ST,106526924630.0,코데즈컴바인,N,D3,0.0,1506128103061.0562
064290,598,598,3719717235000.0,6220262934.782609,0.0,2.471074380165289,ST,579491010000.0,인텍플러스,N,D3,6850081664.5161295,1485431635099.01
086390,606,606,3749546848000.0,6187371036.303631,0.0,2.5041322314049586,ST,229093925840.0,유니테스트,N,D3,1011784172406.4517,1497343790785.4785
033160,596,596,3652842331000.0,6128930085.57047,0.0,2.462809917355372,ST,414935091900.0,엠케이전자,N,D3,136087161348.3871,1458725815349.835
373110,475,475,2910795246000.0,6127989991.578947,0.0,1.962809917355372,ST,21081866286.0,엑셀세라퓨틱스,N,D3,0.0,1162396781405.9407
452400,584,584,3552370063000.0,6082825450.342465,0.0,2.413223140495868,ST,51707139600.0,이닉스,N,D3,0.0,1418603226478.5479
085660,606,606,3682692964000.0,6077051095.709571,0.0,2.5041322314049586,ST,948323029200.0,차바이오텍,N,D3,1135969367038.7097,1470646365161.7163
228760,606,606,3666883197500.0,6050962372.112211,0.0,2.5041322314049586,ST,275937142200.0,지노믹트리,N,D3,670707815019.3549,1464332894051.1553
451760,606,606,3646366883500.0,6017107068.481848,0.0,2.5041322314049586,ST,142792245100.0,컨텍,N,D3,145811139774.19354,1456139910572.6074
000440,606,606,3645205563000.0,6015190698.019802,0.0,2.5041322314049586,ST,86993006100.0,중앙에너비스,N,D3,451537924058.0645,1455676148920.7922
199550,584,584,3510099931500.0,6010445088.184932,0.0,2.413223140495868,ST,44537373000.0,레이저옵텍,N,D3,0.0,1401723074955.4456
003310,596,596,3570594141000.0,5990929766.778523,0.0,2.462809917355372,ST,57901884600.0,대주산업,N,D3,0.0,1425880828584.1584
338220,606,606,3609838428500.0,5956829089.933993,0.0,2.5041322314049586,ST,110894438160.0,뷰노,N,D3,477112281090.3226,1441552639764.0264
282720,606,606,3591753362500.0,5926985746.69967,0.0,2.5041322314049586,ST,86048450000.0,금양그린파워,N,D3,161753101329.03226,1434330550701.3203
122640,606,606,3587638385500.0,5920195355.610561,0.0,2.5041322314049586,ST,679954842000.0,예스티,N,D3,1502179690638.7097,1432687276057.7559
452200,513,513,3022636769500.0,5892079472.709552,0.0,2.1198347107438016,ST,37959168000.0,민테크,N,D3,6595919993.548388,1207059568018.1519
304360,438,438,2578154787000.0,5886198143.835616,0.0,1.8099173553719008,ST,248941072800.0,에스바이오메딕스,N,D3,534038304090.3226,1029560162465.3466
460470,459,459,2683917145000.0,5847314041.394336,0.0,1.896694214876033,ST,44526544650.0,아이빔테크놀로지,N,D3,0.0,1071795295528.0529
382900,605,605,3487900170000.0,5765124247.933885,0.0,2.5,ST,145783040000.0,범한퓨얼셀,N,D3,1191875345206.4517,1392857823663.3665
086960,586,586,3371006048500.0,5752570048.634812,0.0,2.4214876033057853,ST,85057340000.0,MDS테크,N,D3,0.0,1346177332899.34
317830,606,606,3476532610500.0,5736852492.574258,0.0,2.5041322314049586,ST,53276530010.0,에스피시스템스,N,D3,0.0,1388318303202.9705
465480,413,413,2366035773500.0,5728900177.966102,0.0,1.706611570247934,ST,36800112360.0,인스피언,N,D3,0.0,944852569615.5116
035760,606,606,3468855621000.0,5724184193.069307,0.0,2.5041322314049586,ST,706118758800.0,CJ ENM,N,D3,419090585916.129,1385252574722.7725
354320,592,592,3362646540500.0,5680146183.277027,0.0,2.446280991735537,ST,199091518150.0,알멕,N,D3,44526800929.03226,1342839047526.4026
045660,593,593,3361377814500.0,5668428017.706576,0.0,2.450413223140496,ST,65749600000.0,에이텍,N,D3,568214818883.871,1342332394569.307
078350,606,606,3431064204500.0,5661822119.636964,0.0,2.5041322314049586,ST,350620786000.0,한양디지텍,N,D3,639324972425.8065,1370160952952.1453
080580,591,591,3342475015000.0,5655626082.910321,0.0,2.4421487603305785,ST,299069741900.0,오킨스전자,N,D3,0.0,1334783751864.6865
352480,606,606,3418426348500.0,5640967571.782178,0.0,2.5041322314049586,ST,275324000200.0,씨앤씨인터내셔널,N,D3,340099518141.9355,1365114152371.287
348210,606,606,3415914295000.0,5636822268.976897,0.0,2.5041322314049586,ST,425366403000.0,넥스틴,N,D3,474875653077.4194,1364110989092.4094
032940,595,595,3324806881500.0,5587910725.210084,0.0,2.458677685950413,ST,107885853900.0,원익,N,D3,0.0,1327728160599.01
039860,595,595,3316616622500.0,5574145584.033613,0.0,2.458677685950413,ST,141706157160.0,나노엔텍,N,D3,19952578374.19355,1324457463110.561
053580,586,586,3248961147500.0,5544302299.488054,0.0,2.4214876033057853,ST,81224313720.0,웹케시,N,D3,168675000787.09677,1297439930189.769
451220,606,606,3334069542500.0,5501764921.617162,0.0,2.5041322314049586,ST,81423477740.0,아이엠티,N,D3,0.0,1331427111031.3533
138610,606,606,3332264380500.0,5498786106.435643,0.0,2.5041322314049586,ST,183248823160.0,나이벡,N,D3,1627032402458.0647,1330706237757.4258
357880,595,595,3268720639000.0,5493648132.773109,0.0,2.458677685950413,ST,136850024080.0,SKAI,N,D3,0.0,1305330684221.122
110990,606,606,3319441964000.0,5477627003.30033,0.0,2.5041322314049586,ST,343980000000.0,디아이티,N,D3,413011754348.3871,1325585734798.68
064550,606,606,3313950393000.0,5468565004.950495,0.0,2.5041322314049586,ST,165443965310.0,바이오니아,N,D3,350384507993.5484,1323392731198.0198
024740,596,596,3252428121500.0,5457094163.590604,0.0,2.462809917355372,ST,69741743880.0,한일단조,N,D3,0.0,1298824431358.086
049070,606,606,3299241140000.0,5444292310.231023,0.0,2.5041322314049586,ST,298174032770.0,인탑스,N,D3,634505301206.4517,1317518739075.9077
039240,606,606,3295244093500.0,5437696523.927393,0.0,2.5041322314049586,ST,54094106020.0,경남스틸,N,D3,0.0,1315922558790.4292
377480,606,606,3294610449500.0,5436650906.7656765,0.0,2.5041322314049586,ST,64774605250.0,마음AI,N,D3,338952438141.9355,1315669519437.2937
289930,408,408,2209575656000.0,5415626607.843137,0.0,1.6859504132231404,ST,110451684000.0,웨이비스,N,D3,24217913464.51613,882371796620.462
372320,606,606,3275942256500.0,5405845307.755775,0.0,2.5041322314049586,ST,399680347500.0,큐로셀,N,D3,919026323387.0968,1308214564476.8977
473980,396,396,2138927720500.0,5401332627.525252,0.0,1.6363636363636365,ST,128841101300.0,노머스,N,D3,524629041200.0,854159254721.1222
293490,606,606,3265421048000.0,5388483577.557755,0.0,2.5041322314049586,ST,894425510100.0,카카오게임즈,N,D3,1215001384335.484,1304013025768.977
469750,440,440,2364699100500.0,5374316137.5,0.0,1.818181818181818,ST,22155517283.0,아이비젼웍스,N,D3,0.0,944318782707.9209
351330,606,606,3230145466000.0,5330273046.20462,0.0,2.5041322314049586,ST,31164835200.0,이삭엔지니어링,N,D3,0.0,1289926077181.5183
327260,574,574,3058853463000.0,5329013001.74216,0.0,2.371900826446281,ST,469546047000.0,RF머트리얼즈,N,D3,0.0,1221522340009.9011
254490,596,596,3167270792500.0,5314212739.09396,0.0,2.462809917355372,ST,242702780000.0,미래반도체,N,D3,582925793574.1936,1264817709216.1716
093520,606,606,3215815415500.0,5306626098.184818,0.0,2.5041322314049586,ST,209829386310.0,매커스,N,D3,470147098761.29034,1284203515760.726
201490,578,578,3066337744500.0,5305082602.941176,0.0,2.3884297520661155,ST,67247256930.0,미투온,N,D3,0.0,1224511112490.099
046970,568,568,3012815433000.0,5304252522.887324,0.0,2.347107438016529,ST,218248495020.0,우리로,N,D3,0.0,1203137516148.515
417010,596,596,3161159443000.0,5303958796.979866,0.0,2.462809917355372,ST,99249821760.0,나노팀,N,D3,182046946541.9355,1262377203310.2312
417840,593,593,3141825953500.0,5298188791.736931,0.0,2.450413223140496,ST,290898526320.0,저스템,N,D3,0.0,1254656568889.439
054450,606,606,3207116357000.0,5292271216.1716175,0.0,2.5041322314049586,ST,164920697370.0,텔레칩스,N,D3,16185908483.870968,1280729634313.5315
046890,596,596,3145911470500.0,5278374950.503356,0.0,2.462809917355372,ST,586552324000.0,서울반도체,N,D3,3394363814670.968,1256288078978.5479
103840,596,596,3143516360000.0,5274356308.724833,0.0,2.462809917355372,ST,33387513120.0,우양,N,D3,0.0,1255331615709.571
099220,606,606,3174352501000.0,5238205447.194719,0.0,2.5041322314049586,ST,49977813900.0,SDN,N,D3,0.0,1267645718221.122
340570,606,606,3174019586000.0,5237656082.508251,0.0,2.5041322314049586,ST,429158400000.0,티앤엘,N,D3,361911912574.19354,1267512771966.9968
140430,486,486,2541459330000.0,5229340185.185185,0.0,2.008264462809917,ST,19187665065.0,카티스,N,D3,0.0,1014906201089.109
006730,606,606,3165881403500.0,5224226738.448845,0.0,2.5041322314049586,ST,693547999170.0,서부T&D,N,D3,1135724591064.516,1264262870704.6206
405100,596,596,3087175867500.0,5179825281.040269,0.0,2.462809917355372,ST,134322059930.0,큐알티,N,D3,0.0,1232832607153.4653
370090,606,606,3122083630000.0,5151953184.818481,0.0,2.5041322314049586,ST,60496788100.0,퓨런티어,N,D3,449765184283.871,1246772670726.0728
265520,606,606,3120046500500.0,5148591584.983499,0.0,2.5041322314049586,ST,319077405200.0,AP시스템,N,D3,248168979690.3226,1245959163566.0066
033320,606,606,3117396291000.0,5144218301.980198,0.0,2.5041322314049586,ST,55240708480.0,제이씨현시스템,N,D3,0.0,1244900829079.208
208370,606,606,3117172258500.0,5143848611.386139,0.0,2.5041322314049586,ST,70400442540.0,셀바스헬스케어,N,D3,718612989812.9032,1244811363955.4456
200670,606,606,3106819891000.0,5126765496.69967,0.0,2.5041322314049586,ST,302085117000.0,휴메딕스,N,D3,646275653490.3226,1240677250201.3203
138080,583,583,2980546663000.0,5112429953.687821,0.0,2.409090909090909,ST,280975106600.0,오이솔루션,N,D3,0.0,1190251307666.6667
194480,606,606,3093039091500.0,5104024903.465346,0.0,2.5041322314049586,ST,217111785000.0,데브시스터즈,N,D3,417545344877.4194,1235174026638.614
060310,606,606,3082289067500.0,5086285589.933993,0.0,2.5041322314049586,ST,62450490080.0,3S,N,D3,0.0,1230881112764.0264
086450,606,606,3070927538500.0,5067537192.244225,0.0,2.5041322314049586,ST,867519455600.0,동국제약,N,D3,1007542785167.742,1226344000523.1023
200350,586,586,2966756780500.0,5062724881.399318,0.0,2.4214876033057853,ST,19962061925.0,아티스트스튜디오,N,D3,163835078070.96774,1184744456899.34
340450,258,258,1301616851000.0,5045026554.263566,0.0,1.0661157024793388,ST,112814282610.0,지씨지놈,N,D3,141774917793.5484,519787587363.0363
115440,586,586,2937221410000.0,5012323225.255973,0.0,2.4214876033057853,ST,83331934240.0,우리넷,N,D3,0.0,1172949803993.3994
059270,596,596,2980166665000.0,5000279639.2617445,0.0,2.462809917355372,ST,62525674400.0,해성에어로보틱스,N,D3,0.0,1190099559290.4292
475230,225,225,1114990020000.0,4955511200.0,0.0,0.9297520661157024,ST,80977214690.0,엔알비,N,D3,0.0,445260040990.09906
053080,606,606,3002631589500.0,4954837606.435643,0.0,2.5041322314049586,ST,120508210890.0,케이엔솔,N,D3,63670670729.03226,1199070700757.4258
049180,269,269,1331863738500.0,4951166314.126394,0.0,1.1115702479338845,ST,83975227728.0,셀루메드,N,D3,0.0,531866377420.7921
321370,568,568,2810934402500.0,4948828173.415493,0.0,2.347107438016529,ST,87985334918.0,센서뷰,N,D3,0.0,1122518358754.1255
460870,321,321,1586519281500.0,4942427668.224299,0.0,1.3264462809917354,ST,47172264400.0,에스엠씨지,N,D3,0.0,633560505153.4653
168360,595,595,2918360815500.0,4904808093.277311,0.0,2.458677685950413,ST,368805413790.0,펨트론,N,D3,754768490832.258,1165418015430.693
364950,284,284,1392615064000.0,4903574169.014085,0.0,1.1735537190082646,ST,33932460050.0,에이아이코리아,N,D3,0.0,556126807735.9736
242040,576,576,2816417377000.0,4889613501.736111,0.0,2.3801652892561984,ST,152959686880.0,나무기술,N,D3,0.0,1124707929429.043
484120,228,228,1107922978000.0,4859311307.017544,0.0,0.9421487603305784,ST,184084689600.0,도우인시스,N,D3,458099404329.0323,442437888904.29047
094820,578,578,2805379228000.0,4853597280.276816,0.0,2.3884297520661155,ST,179738211280.0,일진파워,N,D3,411675069690.3226,1120299955735.9736
203650,575,575,2788544891500.0,4849643289.565217,0.0,2.37603305785124,ST,231886223520.0,드림시큐리티,N,D3,188787472464.51614,1113577332909.241
038460,606,606,2936870206500.0,4846320472.772277,0.0,2.5041322314049586,ST,68620381530.0,바이오스마트,N,D3,0.0,1172809554410.891
037030,606,606,2927087543000.0,4830177463.696369,0.0,2.5041322314049586,ST,102051968000.0,파워넷,N,D3,0.0,1168902946214.5215
131400,606,606,2927031482500.0,4830084954.620462,0.0,2.5041322314049586,ST,61677597870.0,이브이첨단소재,N,D3,0.0,1168880559018.1519
102710,606,606,2904285736500.0,4792550720.2970295,0.0,2.5041322314049586,ST,602232287400.0,이엔에프테크놀로지,N,D3,705074042980.6451,1159797274311.8813
214430,606,606,2898787976500.0,4783478509.075908,0.0,2.5041322314049586,ST,441355786000.0,아이쓰리시스템,N,D3,637902938270.9678,1157601799196.3696
180400,250,250,1195220353500.0,4780881414.0,0.0,1.033057851239669,ST,246073580000.0,DXVX,N,D3,0.0,477299217074.25745
109610,606,606,2895737212500.0,4778444245.049505,0.0,2.5041322314049586,ST,111019798000.0,에스와이,N,D3,76868068909.67743,1156383507301.9802
066430,335,335,1587933822000.0,4740100961.19403,0.0,1.384297520661157,ST,85941879820.0,아이로보틱스,N,D3,0.0,634125387663.3663
190510,606,606,2871007571000.0,4737636255.775578,0.0,2.5041322314049586,ST,184658505870.0,나무가,N,D3,513550588774.19354,1146507973897.69
215600,606,606,2860522704000.0,4720334495.049505,0.0,2.5041322314049586,ST,308974447720.0,신라젠,N,D3,436771372896.77423,1142320947801.9802
293580,606,606,2839619253000.0,4685840351.485148,0.0,2.5041322314049586,ST,130623611200.0,나우IB,N,D3,0.0,1133973365059.406
351870,425,425,1988381487500.0,4678544676.470589,0.0,1.756198347107438,ST,20379332292.0,차이커뮤니케이션,N,D3,59113660064.51613,794040131971.9473
360350,559,559,2604623194000.0,4659433262.969588,0.0,2.309917355371901,ST,39099004300.0,코셈,N,D3,0.0,1040130054369.637
012860,580,580,2699422065500.0,4654175975.0,0.0,2.396694214876033,ST,178689635080.0,모베이스전자,N,D3,0.0,1077987029457.0957
322310,606,606,2820081298000.0,4653599501.650165,0.0,2.5041322314049586,ST,176559316700.0,오로스테크놀로지,N,D3,13016091780.645163,1126171079399.34
294570,596,596,2762595455500.0,4635227274.328859,0.0,2.462809917355372,ST,189724561600.0,쿠콘,N,D3,1905497139664.516,1103214686849.835
303810,333,333,1540730115000.0,4626817162.162162,0.0,1.3760330578512396,ST,79000825800.0,동국생명과학,N,D3,0.0,615275062425.7426
059120,595,595,2745629815000.0,4614503890.756303,0.0,2.458677685950413,ST,94296839900.0,아진엑스텍,N,D3,0.0,1096439629092.4093
288330,277,277,1278169358000.0,4614329812.274368,0.0,1.1446280991735538,ST,44129674368.0,파라택시스코리아,N,D3,0.0,510424067056.10565
338840,606,606,2790484621500.0,4604760101.485148,0.0,2.5041322314049586,ST,159352481970.0,와이바이오로직스,N,D3,537215246522.5807,1114351944559.406
206650,606,606,2776312294000.0,4581373422.442245,0.0,2.5041322314049586,ST,304676625030.0,유바이오로직스,N,D3,449231204258.0645,1108692368231.0232
013810,606,606,2768560380000.0,4568581485.148515,0.0,2.5041322314049586,ST,26511745230.0,스페코,N,D3,0.0,1105596719405.9407
036620,606,606,2757155628000.0,4549761762.376238,0.0,2.5041322314049586,ST,372931217600.0,감성코퍼레이션,N,D3,330431505729.0323,1101042346495.0496
418550,606,606,2756927437500.0,4549385210.39604,0.0,2.5041322314049586,ST,142318556485.0,제이오,N,D3,66172915600.0,1100951220915.8416
260970,585,585,2651909690500.0,4533178958.119658,0.0,2.4173553719008263,ST,144926975400.0,에스앤디,N,D3,409026995619.35486,1059013440760.7261
019990,606,606,2727680178500.0,4501122406.7656765,0.0,2.5041322314049586,ST,49853609680.0,에너토크,N,D3,0.0,1089271622437.2938
452300,606,606,2726200084500.0,4498680007.425742,0.0,2.5041322314049586,ST,32660709025.0,캡스톤파트너스,N,D3,0.0,1088680561797.0298
051370,606,606,2723560506000.0,4494324267.326733,0.0,2.5041322314049586,ST,163992128160.0,인터플렉스,N,D3,7090439187.096774,1087626472693.0693
253450,606,606,2715607151500.0,4481199919.966997,0.0,2.5041322314049586,ST,673310355200.0,스튜디오드래곤,N,D3,483024483948.3871,1084450380632.0133
299660,560,560,2499665284000.0,4463688007.142858,0.0,2.31404958677686,ST,37026236135.0,셀리드,N,D4,0.0,998216169518.1519
376930,596,596,2648168185500.0,4443235210.57047,0.0,2.462809917355372,ST,36006508746.0,노을,N,D4,0.0,1057519308400.9901
407400,596,596,2648085850500.0,4443097064.597316,0.0,2.462809917355372,ST,30366658050.0,꿈비,N,D4,109298557606.45161,1057486428747.5248
088800,436,436,1931361328500.0,4429727817.66055,0.0,1.8016528925619837,ST,137950254918.0,에이스테크,N,D4,0.0,771269705440.5941
425420,596,596,2635099741000.0,4421308290.268456,0.0,2.462809917355372,ST,493269880950.0,티에프이,N,D4,645457541264.5161,1052300556636.9637
387570,365,365,1610831366000.0,4413236619.178082,0.0,1.508264462809917,ST,24191370000.0,파인메딕스,N,D4,0.0,643269291372.9374
170920,596,596,2627625809000.0,4408768135.90604,0.0,2.462809917355372,ST,531375537800.0,엘티씨,N,D4,0.0,1049315917125.4126
148150,606,606,2660401676500.0,4390101776.40264,0.0,2.5041322314049586,ST,109649593530.0,세경하이테크,N,D4,304862571838.7097,1062404629889.439
114840,595,595,2585415580000.0,4345236268.907563,0.0,2.458677685950413,ST,143126283300.0,아이패밀리에스씨,N,D4,171760615541.9355,1032459687062.7063
462310,238,238,1025835087000.0,4310231457.983193,0.0,0.9834710743801652,ST,27829411400.0,뉴키즈온,N,D4,0.0,409656915930.6931
060720,606,606,2603732638500.0,4296588512.376238,0.0,2.5041322314049586,ST,242220231660.0,KH바텍,N,D4,582856433251.6129,1039774419995.0496
432430,606,606,2593835580500.0,4280256733.4983497,0.0,2.5041322314049586,ST,35492888000.0,와이랩,N,D4,0.0,1035822129506.6007
322510,605,605,2578339731500.0,4261718564.46281,0.0,2.5,ST,120397174560.0,제이엘케이,N,D4,90323021445.1613,1029634018189.769
412350,585,585,2478855356000.0,4237359582.905983,0.0,2.4173553719008263,ST,90392836170.0,레이저쎌,N,D4,0.0,989905934244.2245
052220,596,596,2512041857500.0,4214835331.375839,0.0,2.462809917355372,ST,44781000000.0,iMBC,N,D4,0.0,1003158629562.7063
300080,605,605,2536850302000.0,4193140995.041322,0.0,2.5,ST,117848920140.0,플리토,N,D4,616665691967.742,1013065632151.8152
214680,606,606,2538802400000.0,4189442904.290429,0.0,2.5041322314049586,ST,80054496704.0,디알텍,N,D4,0.0,1013845182838.2839
